"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00093010","2018-07-16","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  294",",,W","  150",",,W",,,,,"   36",",,W",,,,,,,,,,,"  200",",,W","  200",",,W",,,,,"   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-17","39.275","-103.666","1638.0","LIMON, CO US","   58",",,W,",,,,,"  294",",,W","  144",",,W",,,,,"   35",",,W",,,,,,,,,,,"  290",",,W","  300",",,W",,,,,"  143",",,W","  201",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-18","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  328",",,W","  156",",,W",,,,,"   39",",,W",,,,,,,,,,,"  320",",,W","  360",",,W",,,,,"   98",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-19","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  356",",,W","  144",",,W",,,,,"   34",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-20","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  356",",,W","  133",",,W",,,,,"   56",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,,,"  116",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-21","39.275","-103.666","1638.0","LIMON, CO US","   69",",,W,",,,,,"  344",",,W","  183",",,W",,,,,"   41",",,W",,,,,,,,,,,"  280",",,W","  260",",,W",,,,,"  139",",,W","  215",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-22","39.275","-103.666","1638.0","LIMON, CO US","    3",",,W,",,,,,"  344",",,W","  156",",,W",,,,,"   40",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,,,"  134",",,W","  197",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-23","39.275","-103.666","1638.0","LIMON, CO US","   25",",,W,",,,,,"  250",",,W","  161",",,W",,,,,"   46",",,W",,,,,,,,,,,"  280",",,W","  280",",,W",,,,,"   94",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-24","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,,,"  294",",,W","  156",",,W",,,,,"   42",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,,,"   94",",,W","  121",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-25","39.275","-103.666","1638.0","LIMON, CO US","   28",",,W,",,,,,"  294",",,W","  133",",,W",,,,,"   56",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"  134",",,W","  183",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-26","39.275","-103.666","1638.0","LIMON, CO US","  434",",,W,",,,,,"  278",",,W","  122",",,W",,,,,"   36",",,W",,,,,,,,,,,"   20",",,W","   30",",,W",,,,,"  125",",,W","  161",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-27","39.275","-103.666","1638.0","LIMON, CO US","  122",",,W,",,,,,"  278",",,W","  128",",,W",,,,,"   47",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,,,"  125",",,W","  157",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-28","39.275","-103.666","1638.0","LIMON, CO US","    5",",,W,",,,,,"  272",",,W","  117",",,W",,,,,"   37",",,W",,,,,,,,,,,"  260",",,W","  250",",,W",,,,,"  139",",,W","  192",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-29","39.275","-103.666","1638.0","LIMON, CO US","  160",",,W,",,,,,"  244",",,W","   94",",,W",,,,,"   40",",,W",,,,,,,,,,,"   60",",,W","   70",",,W",,,,,"  241",",,W","  313",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-30","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  233",",,W","  100",",,W",,,,,"   45",",,W",,,,,,,,,,,"   10",",,W","  350",",,W",,,,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-07-31","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  267",",,W","   78",",,W",,,,,"   26",",,W",,,,,,,,,,,"  160",",,W","  120",",,W",,,,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-01","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  283",",,W","  100",",,W",,,,,"   26",",,W",,,,,,,,,,,"   40",",,W","   50",",,W",,,,,"   81",",,W","  125",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-02","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  306",",,W","  111",",,W",,,,,"   30",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-03","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,,,"  272",",,W","  128",",,W",,,,,"   38",",,W",,,,,,,,,,,"   10",",,W","   10",",,W",,,,,"  125",",,W","  148",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-04","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  322",",,W","   94",",,W",,,,,"   35",",,W",,,,,,,,,,,"  230",",,W","  240",",,W",,,,,"  125",",,W","  192",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-05","39.275","-103.666","1638.0","LIMON, CO US","   51",",,W,",,,,,"  294",",,W","  122",",,W",,,,,"   39",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  179",",,W","  237",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-06","39.275","-103.666","1638.0","LIMON, CO US","   30",",,W,",,,,,"  256",",,W","  128",",,W",,,,,"   48",",,W",,,,,,,,,,,"   40",",,W","   60",",,W",,,,,"  170",",,W","  228",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-07","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  278",",,W","  111",",,W",,,,,"   36",",,W",,,,,,,,,,,"  150",",,W","  160",",,W",,,,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-08","39.275","-103.666","1638.0","LIMON, CO US","   28",",,W,",,,,,"  267",",,W","  122",",,W",,,,,"   27",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,,,"  107",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-09","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  289",",,W","  100",",,W",,,,,"   20",",,W",,,,,,,,,,,"  120",",,W","  110",",,W",,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-10","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  272",",,W","  111",",,W",,,,,"   31",",,W",,,,,,,,,,,"  110",",,W","   90",",,W",,,,,"  112",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-11","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  278",",,W","   83",",,W",,,,,"   36",",,W",,,,,,,,,,,"  170",",,W","  180",",,W",,,,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-12","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  261",",,W","  111",",,W",,,,,"   51",",,W",,,,,,,,,,,"  160",",,W","  150",",,W",,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-13","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  289",",,W","   83",",,W",,,,,"   30",",,W",,,,,,,,,,,"  120",",,W","  120",",,W",,,,,"  107",",,W","  139",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-14","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,,,"  267",",,W","  117",",,W",,,,,"   31",",,W",,,,,,,,,,,"   80",",,W","   70",",,W",,,,,"   81",",,W","  112",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-15","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  311",",,W","  133",",,W",,,,,"   35",",,W",,,,,,,,,,,"  230",",,W","  230",",,W",,,,,"  107",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-16","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  306",",,W","  106",",,W",,,,,"   33",",,W",,,,,,,,,,,"  360",",,W","  110",",,W",,,,,"   76",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-17","39.275","-103.666","1638.0","LIMON, CO US","   94",",,W,",,,,,"  289",",,W","  111",",,W",,,,,"   44",",,W",,,,,,,,,,,"  350",",,W","  340",",,W",,,,,"  179",",,W","  241",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-18","39.275","-103.666","1638.0","LIMON, CO US","   10",",,W,",,,,,"  250",",,W","  128",",,W",,,,,"   52",",,W",,,,,,,,,,,"   30",",,W","  360",",,W",,,,,"  103",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-19","39.275","-103.666","1638.0","LIMON, CO US","   13",",,W,",,,,,"  200",",,W","  100",",,W",,,,,"   72",",,W",,,,,,,,,,,"  320",",,W","  310",",,W",,,,,"  148",",,W","  197",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-20","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  233",",,W","   61",",,W",,,,,"   32",",,W",,,,,,,,,,,"  100",",,W",,,,,,,"   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-21","39.275","-103.666","1638.0","LIMON, CO US","    8",",,W,",,,,,"  211",",,W","   78",",,W",,,,,"   41",",,W",,,,,,,,,,,"  150",",,W","  130",",,W",,,,,"   98",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-22","39.275","-103.666","1638.0","LIMON, CO US","   18",",,W,",,,,,"  239",",,W","  139",",,W",,,,,"   55",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,,,"   94",",,W","  125",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-23","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  306",",,W","  111",",,W",,,,,"   40",",,W",,,,,,,,,,,"  270",",,W","  280",",,W",,,,,"   94",",,W","  125",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-24","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  306",",,W","  100",",,W",,,,,"   25",",,W",,,,,,,,,,,"  290",",,W","  360",",,W",,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-25","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  322",",,W","  122",",,W",,,,,"   40",",,W",,,,,,,,,,,"  190",",,W","  200",",,W",,,,,"   98",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-26","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,,,"  328",",,W","  106",",,W",,,,,"   30",",,W",,,,,,,,,,,"  300",",,W","  300",",,W",,,,,"  170",",,W","  237",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-27","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  322",",,W","  117",",,W",,,,,"   44",",,W",,,,,,,,,,,"  280",",,W","  280",",,W",,,,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-28","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  239",",,W","  106",",,W",,,,,"   49",",,W",,,,,,,,,,,"  350",",,W","  330",",,W",,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-29","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  278",",,W","   83",",,W",,,,,"   60",",,W",,,,,,,,,,,"  140",",,W","  160",",,W",,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-30","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,","    0",",,W","    0",",,W","  328",",,W","  117",",,W",,,,,"   30",",,W",,,,,,,,,,,"  120",",,W","  110",",,W",,,,,"   94",",,W","  139",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-08-31","39.275","-103.666","1638.0","LIMON, CO US","   15",",,W,",,,,,"  306",",,W","  117",",,W",,,,,"   39",",,W",,," 1718",",,W",,,,,,,"  290",",,W","  320",",,W",,,,,"  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-01","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,,,"  283",",,W","   94",",,W",,,,,"   33",",,W",,,,,,,,,,,"  140",",,W","  280",",,W",,,,,"   98",",,W","  139",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-02","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  278",",,W","  106",",,W",,,,,"   26",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  103",",,W","  139",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-03","39.275","-103.666","1638.0","LIMON, CO US","   18",",,W,",,,,,"  228",",,W","  100",",,W",,,,,"   21",",,W",,,,,,,,,,,"  140",",,W","  150",",,W",,,,,"   72",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-04","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  283",",,W","  100",",,W",,,,,"   29",",,W",,,,,,,,,,,"   50",",,W","   50",",,W",,,,,"  116",",,W","  152",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-05","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,,,"  217",",,W","   78",",,W",,,,,"   36",",,W",,,,,,,,,,,"   80",",,W","   70",",,W",,,,,"   76",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-06","39.275","-103.666","1638.0","LIMON, CO US","   13",",,W,",,,"    0",",,H","  233",",,W","   72",",,W",,,,,"   41",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,,,"  103",",,W","  157",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-07","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  244",",,W","  122",",,W",,,,,"   30",",,W",,,,,,,,,,,"   80",",,W","  100",",,W",,,,,"   76",",,W","  103",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-08","39.275","-103.666","1638.0","LIMON, CO US","    5",",,W,","    0",",,H","    0",",,H","  250",",,W","  139",",,W",,,,,"   50",",,W",,,,,,,,,,,"  150",",,W","  140",",,W",,,,,"   98",",,W","  121",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-09","39.275","-103.666","1638.0","LIMON, CO US","    3",",,W,",,,,,"  306",",,W","  139",",,W",,,,,"   37",",,W",,,,,,,,,,,"  150",",,W","  140",",,W",,,,,"   81",",,W","  116",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-10","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,,,"  328",",,W","  117",",,W",,,,,"   33",",,W",,,,,,,,,,,"  210",",,W","  180",",,W",,,,,"  161",",,W","  277",",,W",,,"    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-11","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,",,,"    0",",,H","  333",",,W","   67",",,W",,,,,"   38",",,W",,,,,,,,,,,"  160",",,W","  150",",,W",,,,,"   98",",,W","  148",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-12","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,","    0",",,H","    0",",,H","  328",",,W","   72",",,W",,,,,"   28",",,W",,,,,,,,,,,"  200",",,W","  190",",,W",,,,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-13","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  333",",,W","   56",",,W",,,,,"   35",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,,,"   98",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-14","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,","    0",",,H","    0",",,H","  333",",,W","   83",",,W",,,,,"   45",",,W",,,,,,,,,,,"  360",",,W","   20",",,W",,,,,"  112",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-15","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  322",",,W","   50",",,W",,,,,"   56",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,,,"  148",",,W","  197",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-16","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,",,,,,"  339",",,W","  117",",,W",,,,,"   29",",,W",,,,,,,,,,,"   30",",,W","  100",",,W",,,,,"   89",",,W","  116",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-17","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,","    0",",,H","    0",",,H","  333",",,W","  100",",,W",,,,,"   35",",,W",,,,,,,,,,,"   20",",,W","  360",",,W",,,,,"  107",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-18","39.275","-103.666","1638.0","LIMON, CO US","    0",",,W,","    0",",,H","    0",",,H","  322",",,W","  100",",,W",,,,,"   40",",,W",,,,,,,,,,,"  110",",,W","  110",",,W",,,,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093010","2018-09-19","39.275","-103.666","1638.0","LIMON, CO US","    0","T,,W,","    0",",,H","    0",",,H","  311",",,W","  100",",,W",,,,,"   47",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,,,"  112",",,W","  152",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
