"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00251602","2017-12-11","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  122",",,7","  -89",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-12","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  178",",,7","  -94",",,7",,,,,,,,,"  -50",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-13","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  106",",,7","  -50",",,7",,,,,,,,,"   44",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-14","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"   44",",,7","    0",",,7",,,,,,,,,"    6",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-15","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  144",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-16","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"   83",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-17","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"   56",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-18","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  111",",,7","  -83",",,7",,,,,,,,,"  -78",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-19","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"   67",",,7","  -78",",,7",,,,,,,,,"   22",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-20","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  106",",,7","  -67",",,7",,,,,,,,,"  -39",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-21","41.094","-102.4716","1130.8","CHAPPELL, NE US",,,"    0","T,,7,0800",,,"  -17",",,7"," -156",",,7",,,,,,,,,"  -89",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-22","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"    0",",,7"," -178",",,7",,,,,,,,," -161",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-23","41.094","-102.4716","1130.8","CHAPPELL, NE US",,,"  229",",,7,0800",,,"  -78",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-24","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,," -106",",,7"," -261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-25","41.094","-102.4716","1130.8","CHAPPELL, NE US",,,"   25",",,7,0800",,," -106",",,7"," -189",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-26","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,," -150",",,7"," -194",",,7",,,,,,,,," -156",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-27","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  -56",",,7"," -228",",,7",,,,,,,,," -178",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-28","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"  -22",",,7"," -178",",,7",,,,,,,,,"  -78",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-29","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,,"   11",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2017-12-30","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,," -139",",,7"," -178",",,7",,,,,,,,," -161",",,7,0800",,,,,,,,,,
"USC00251602","2017-12-31","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800","    0",",,7,0800",,," -150",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-01","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,," -100",",,7"," -244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-02","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  -28",",,7"," -250",",,7",,,,,,,,," -122",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-03","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   22",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-04","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   44",",,7"," -100",",,7",,,,,,,,,"  -78",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-05","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   17",",,7"," -122",",,7",,,,,,,,," -117",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-06","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   56",",,7"," -122",",,7",,,,,,,,,"    6",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-07","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   61",",,7","  -50",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-08","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   78",",,7","  -61",",,7",,,,,,,,,"  -28",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-09","41.094","-102.4716","1130.8","CHAPPELL, NE US","  127",",,7,0800",,,,,"  150",",,7","  -28",",,7",,,,,,,,,"  -11",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-10","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  117",",,7","  -44",",,7",,,,,,,,,"  -44",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-11","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  -44",",,7"," -117",",,7",,,,,,,,," -117",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-12","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  -61",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-13","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"    6",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-14","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   67",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-15","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  -72",",,7"," -211",",,7",,,,,,,,," -144",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-16","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  -44",",,7"," -228",",,7",,,,,,,,," -161",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-17","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   56",",,7"," -161",",,7",,,,,,,,,"  -89",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-18","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  128",",,7","  -89",",,7",,,,,,,,,"  -33",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-19","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"  100",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-20","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   50",",,7","  -33",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-21","41.094","-102.4716","1130.8","CHAPPELL, NE US"," 1016",",O,7,0800",,,,,"   -6",",,7","  -44",",,7",,,,,,,,,,,,,,,,,,,,
"USC00251602","2018-01-22","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"    0",",,7","  -61",",,7",,,,,,,,,"  -56",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-23","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   28",",,7","  -94",",,7",,,,,,,,,"  -61",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-24","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   78",",,7"," -122",",,7",,,,,,,,,"  -72",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-25","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   83",",,7","  -72",",,7",,,,,,,,,"  -56",",,7,0800",,,,,,,,,,
"USC00251602","2018-01-26","41.094","-102.4716","1130.8","CHAPPELL, NE US","    0",",,7,0800",,,,,"   50",",,7","  -56",",,7",,,,,,,,,,,,,,,,,,,,
