"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA007041330","2017-05-26","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  146",",,C","  111",",,C","  129",",,C"
"CA007041330","2017-05-27","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  201",",,C","   57",",,C","  129",",,C"
"CA007041330","2017-05-28","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  151",",,C","   72",",,C","  112",",,C"
"CA007041330","2017-05-29","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   20",",,C","    0",",,C","    0",",,C","  199",",,C","   97",",,C","  148",",,C"
"CA007041330","2017-05-30","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   60",",,C","    0",",,C","    0",",,C","  159",",,C","  106",",,C","  133",",,C"
"CA007041330","2017-05-31","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA",,,"    0",",,C","    0",",,C","  205",",,C","  127",",,C","  166",",,C"
"CA007041330","2017-06-01","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA",,,"    0",",,C","    0",",,C","  189",",,C","   97",",,C","  143",",,C"
"CA007041330","2017-06-02","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   20",",,C","    0",",,C","    0",",,C","  155",",,C","   73",",,C","  114",",,C"
"CA007041330","2017-06-03","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   60",",,C","    0",",,C","    0",",,C","  168",",,C","   46",",,C","  107",",,C"
"CA007041330","2017-06-04","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  190",",,C","  108",",,C","  149",",,C"
"CA007041330","2017-06-05","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  172",",,C","  110",",,C","  141",",,C"
"CA007041330","2017-06-06","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  206",",,C","  105",",,C","  156",",,C"
"CA007041330","2017-06-07","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  271",",,C","   68",",,C","  170",",,C"
"CA007041330","2017-06-08","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  287",",,C","  107",",,C","  197",",,C"
"CA007041330","2017-06-09","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   40",",,C","    0",",,C","    0",",,C","  250",",,C","  159",",,C","  205",",,C"
"CA007041330","2017-06-10","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  245",",,C","   71",",,C","  158",",,C"
"CA007041330","2017-06-11","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  328",",,C","  138",",,C","  233",",,C"
"CA007041330","2017-06-12","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   75",",,C","    0",",,C","    0",",,C","  260",",,C","  154",",,C","  207",",,C"
"CA007041330","2017-06-13","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  255",",,C","  172",",,C","  214",",,C"
"CA007041330","2017-06-14","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  180",",,C","   75",",,C","  128",",,C"
"CA007041330","2017-06-15","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   60",",,C","    0",",,C","    0",",,C","  201",",,C","   55",",,C","  128",",,C"
"CA007041330","2017-06-16","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","  230",",,C","    0",",,C","    0",",,C","  161",",,C","  112",",,C","  137",",,C"
"CA007041330","2017-06-17","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  233",",,C","  140",",,C","  187",",,C"
"CA007041330","2017-06-18","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","  160",",,C","    0",",,C","    0",",,C","  297",",,C","  156",",,C","  227",",,C"
"CA007041330","2017-06-19","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  279",",,C","  198",",,C","  239",",,C"
"CA007041330","2017-06-20","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","  150",",,C","    0",",,C","    0",",,C","  221",",,C","  179",",,C","  200",",,C"
"CA007041330","2017-06-21","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   80",",,C","    0",",,C","    0",",,C","  201",",,C","  140",",,C","  171",",,C"
"CA007041330","2017-06-22","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  233",",,C","  100",",,C","  167",",,C"
"CA007041330","2017-06-23","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   70",",,C","    0",",,C","    0",",,C","  190",",,C","  129",",,C","  160",",,C"
"CA007041330","2017-06-24","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA",,,"    0",",,C","    0",",,C","  260",",,C","  160",",,C","  210",",,C"
"CA007041330","2017-06-25","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  237",",,C","  102",",,C","  170",",,C"
"CA007041330","2017-06-26","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  211",",,C","  122",",,C","  167",",,C"
"CA007041330","2017-06-27","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   80",",,C","    0",",,C","    0",",,C","  202",",,C","   72",",,C","  137",",,C"
"CA007041330","2017-06-28","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   60",",,C","    0",",,C","    0",",,C","  190",",,C","   98",",,C","  144",",,C"
"CA007041330","2017-06-29","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  228",",,C","  118",",,C","  173",",,C"
"CA007041330","2017-06-30","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   20",",,C","    0",",,C","    0",",,C","  233",",,C","  108",",,C","  171",",,C"
"CA007041330","2017-07-01","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA",,,"    0",",,C","    0",",,C","  212",",,C","  139",",,C","  176",",,C"
"CA007041330","2017-07-02","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","  120",",,C","    0",",,C","    0",",,C","  228",",,C","  168",",,C","  198",",,C"
"CA007041330","2017-07-03","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  223",",,C","  149",",,C","  186",",,C"
"CA007041330","2017-07-04","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  230",",,C","  149",",,C","  190",",,C"
"CA007041330","2017-07-05","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  256",",,C","  104",",,C","  180",",,C"
"CA007041330","2017-07-06","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   60",",,C","    0",",,C","    0",",,C","  279",",,C","  124",",,C","  202",",,C"
"CA007041330","2017-07-07","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   30",",,C","    0",",,C","    0",",,C","  250",",,C","  188",",,C","  219",",,C"
"CA007041330","2017-07-08","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   60",",,C","    0",",,C","    0",",,C","  213",",,C","  171",",,C","  192",",,C"
"CA007041330","2017-07-09","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   90",",,C","    0",",,C","    0",",,C","  233",",,C","  111",",,C","  172",",,C"
"CA007041330","2017-07-10","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   30",",,C","    0",",,C","    0",",,C","  246",",,C","  129",",,C","  188",",,C"
"CA007041330","2017-07-11","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   20",",,C","    0",",,C","    0",",,C","  262",",,C","  161",",,C","  212",",,C"
"CA007041330","2017-07-12","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  207",",,C","  118",",,C","  163",",,C"
"CA007041330","2017-07-13","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  240",",,C","  126",",,C","  183",",,C"
"CA007041330","2017-07-14","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  265",",,C","  100",",,C","  183",",,C"
"CA007041330","2017-07-15","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  250",",,C","  138",",,C","  194",",,C"
"CA007041330","2017-07-16","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   30",",,C","    0",",,C","    0",",,C","  267",",,C","  151",",,C","  209",",,C"
"CA007041330","2017-07-17","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  260",",,C","  149",",,C","  205",",,C"
"CA007041330","2017-07-18","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  273",",,C","  149",",,C","  211",",,C"
"CA007041330","2017-07-19","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   50",",,C","    0",",,C","    0",",,C","  272",",,C","  176",",,C","  224",",,C"
"CA007041330","2017-07-20","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","   30",",,C","    0",",,C","    0",",,C","  277",",,C","  161",",,C","  219",",,C"
"CA007041330","2017-07-21","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0","T,,C","    0",",,C","    0",",,C","  264",",,C","  153",",,C","  209",",,C"
"CA007041330","2017-07-22","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  225",",,C","  106",",,C","  166",",,C"
"CA007041330","2017-07-23","46.9667","-71.0333","15.0","CHATEAU RICHER, QC CA","    0",",,C","    0",",,C","    0",",,C","  246",",,C","   75",",,C","  161",",,C"
