"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00013973","2018-07-06","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  107",",,W","    0",",,W","    0",",,W","  350",",,W","  206",",,W","   24",",,W",,,,,,,,,,,"   20",",,W","   30",",,W",,,"  107",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-07","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","   10",",,W","    0",",,W","    0",",,W","  339",",,W","  206",",,W","   18",",,W",,,,,,,,,,,"  100",",,W","  110",",,W",,,"  148",",,W","  174",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-08","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  322",",,W","  194",",,W","   17",",,W",,,,,,,,,,,"   40",",,W","   40",",,W",,,"  125",",,W","  148",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-09","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  300",",,W","  211",",,W","   21",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-10","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  356",",,W","  217",",,W","   28",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-11","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  222",",,W","   31",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-12","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  367",",,W","  228",",,W","   33",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-13","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  233",",,W","   39",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-14","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  239",",,W","   42",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-15","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  244",",,W","   36",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,"  103",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-16","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  239",",,W","   40",",,W",,,,,,,,,,,"  170",",,W","  160",",,W",,,"   89",",,W","  152",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-17","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  394",",,W","  228",",,W","   29",",,W",,,,,,,,,,,"  170",",,W","  150",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-18","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  411",",,W","  244",",,W","   29",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-19","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  411",",,W","  244",",,W","   34",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-20","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  411",",,W","  244",",,W","   31",",,W",,,,,,,,,,,"  140",",,W","  170",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-21","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  406",",,W","  222",",,W","   33",",,W",,,,,,,,,,,"  110",",,W","  130",",,W",,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-22","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  417",",,W","  244",",,W","   26",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-23","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  428",",,W","  217",",,W","   18",",,W",,,,,,,,,,,"   30",",,W","  160",",,W",,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-24","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  400",",,W","  272",",,W","   47",",,W",,,,,,,,,,,"   40",",,W","   40",",,W",,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-25","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  383",",,W","  256",",,W","   22",",,W",,,,,,,,,,,"  110",",,W","  100",",,W",,,"   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-26","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  233",",,W","   22",",,W",,,,,,,,,,,"  100",",,W","  110",",,W",,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-27","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  383",",,W","  200",",,W","   26",",,W",,,,,,,,,,,"  100",",,W","   90",",,W",,,"   94",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-28","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  394",",,W","  194",",,W","   19",",,W",,,,,,,,,,,"  130",",,W","  100",",,W",,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-29","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  394",",,W","  244",",,W","   26",",,W",,,,,,,,,,,"  160",",,W","  120",",,W",,,"   72",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-30","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  250",",,W","   35",",,W",,,,,,,,,,,"   70",",,W","   80",",,W",,,"   94",",,W","  139",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-07-31","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","   36",",,W","    0",",,W","    0",",,W","  361",",,W","  222",",,W","   33",",,W",,,,,,,,,,,"  340",",,W","  350",",,W",,,"   98",",,W","  121",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-01","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  167",",,W","   22",",,W",,,,,,,,,,,"   40",",,W","   20",",,W",,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-02","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  178",",,W","   21",",,W",,,,,,,,,,,"   90",",,W","  110",",,W",,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-03","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  367",",,W","  211",",,W","   32",",,W",,,,,,,,,,,"  140",",,W","  110",",,W",,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-04","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  217",",,W","   35",",,W",,,,,,,,,,,"  130",",,W","  130",",,W",,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-05","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  350",",,W","  228",",,W","   45",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,"  134",",,W","  179",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
