"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00013973","2018-08-06","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  200",",,W","   28",",,W",,,,,,,,,,,"  150",",,W","  160",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-07","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  233",",,W","   32",",,W",,,,,,,,,,,"  140",",,W","  120",",,W",,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-08","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  239",",,W","   38",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-09","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  361",",,W","  233",",,W","   24",",,W",,,,,,,,,,,"   10",",,W","   20",",,W",,,"  107",",,W","  125",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-10","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  229",",,W","    0",",,W","    0",",,W","  289",",,W","  206",",,W","   23",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   89",",,W","  107",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-11","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    8",",,W","    0",",,W","    0",",,W","  300",",,W","  217",",,W","   11",",,W",,,,,,,,,,,"  230",",,W","  220",",,W",,,"   67",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-12","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  102",",,W","    0",",,W","    0",",,W","  283",",,W","  222",",,W","   15",",,W",,,,,,,,,,,"  190",",,W","  190",",,W",,,"   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-13","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  114",",,W","    0",",,W","    0",",,W","  300",",,W","  222",",,W","   15",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,"   94",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-14","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  322",",,W","  233",",,W","   36",",,W",,,,,,,,,,,"  190",",,W","  210",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-15","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  344",",,W","  228",",,W","   33",",,W",,,,,,,,,,,"  170",",,W","  190",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-16","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  239",",,W","   34",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-17","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  367",",,W","  233",",,W","   28",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,"   63",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-18","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  239",",,W","   26",",,W",,,,,,,,,,,"  170",",,W","  170",",,W",,,"   72",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-19","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    3",",,W","    0",",,W","    0",",,W","  350",",,W","  239",",,W","   19",",,W",,,,,,,,,,,"  180",",,W","  180",",,W",,,"   72",",,W","   98",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-20","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","   15",",,W","    0",",,W","    0",",,W","  372",",,W","  239",",,W","   10",",,W",,,,,,,,,,,"   70",",,W","  200",",,W",,,"   63",",,W","   94",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-21","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  372",",,W","  217",",,W","   19",",,W",,,,,,,,,,,"   70",",,W","   60",",,W",,,"   81",",,W","  103",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-22","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  222",",,W","   23",",,W",,,,,,,,,,,"  160",",,W","  120",",,W",,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-23","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  239",",,W","   35",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,"   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-24","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  228",",,W","   37",",,W",,,,,,,,,,,"  160",",,W","  150",",,W",,,"   89",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-25","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  367",",,W","  228",",,W","   38",",,W",,,,,,,,,,,"  150",",,W","  190",",,W",,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-26","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  233",",,W","   39",",,W",,,,,,,,,,,"  170",",,W","  140",",,W",,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-27","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  367",",,W","  233",",,W","   48",",,W",,,,,,,,,,,"  160",",,W","  180",",,W",,,"   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-28","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  361",",,W","  239",",,W","   43",",,W",,,,,,,,,,,"  170",",,W","  150",",,W",,,"   89",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-29","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  233",",,W","   36",",,W",,,,,,,,,,,"  150",",,W","  150",",,W",,,"   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-30","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  222",",,W","   23",",,W",,,,,,,,,,,"  110",",,W","  130",",,W",,,"   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-08-31","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  372",",,W","  222",",,W","   29",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-01","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  367",",,W","  228",",,W","   28",",,W",,,,,,,,,,,"  110",",,W","  130",",,W",,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-02","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  315",",,W","    0",",,W","    0",",,W","  367",",,W","  217",",,W","   24",",,W",,,,,,,,,,,"  320",",,W","  330",",,W",,,"  116",",,W","  165",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-03","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  269",",,W","    0",",,W","    0",",,W","  306",",,W","  222",",,W","   20",",,W",,,,,,,,,,,"  190",",,W","  190",",,W",,,"   94",",,W","  121",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-04","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  114",",,W","    0",",,W","    0",",,W","  278",",,W","  222",",,W","   18",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   81",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-05","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  102",",,W","    0",",,W","    0",",,W","  306",",,W","  228",",,W","   18",",,W",,,,,,,,,,,"   60",",,W","   60",",,W",,,"   67",",,W","   85",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-06","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","   69",",,W","    0",",,W","    0",",,W","  278",",,W","  228",",,W","   21",",,W",,,,,,,,,,,"   60",",,W","   60",",,W",,,"   72",",,W","   89",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-07","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  294",",,W","  217",",,W","   13",",,W",,,,,,,,,,,"  160",",,W","  170",",,W",,,"   81",",,W","   94",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-08","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","  198",",,W","    0",",,W","    0",",,W","  261",",,W","  222",",,W","   20",",,W",,,,,,,,,,,"  180",",,W","  170",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-09","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","   56",",,W","    0",",,W","    0",",,W","  250",",,W","  211",",,W","   31",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   76",",,W","  103",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-10","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  250",",,W","  206",",,W","   25",",,W",,,,,,,,,,,"   60",",,W","   80",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-11","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  272",",,W","  206",",,W","   22",",,W",,,,,,,,,,,"   80",",,W","   70",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-12","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0",",,W","    0",",,W","    0",",,W","  306",",,W","  200",",,W","   16",",,W",,,,,,,,,,,"  100",",,W","  110",",,W",,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-13","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","    0","T,,W","    0",",,W","    0",",,W","  300",",,W","  206",",,W","   26",",,W",,,,,,,,,,,"   70",",,W","   70",",,W",,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013973","2018-09-14","30.51083","-99.76639","533.1","JUNCTION KIMBLE CO AIRPORT, TX US","   43",",,W","    0",",,W","    0",",,W","  289",",,W","  217",",,W","   30",",,W",,,,,,,,,,,"  100",",,W","  100",",,W",,,"   94",",,W","  116",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
