"USC00011099","2018-03-13","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  100",",,7","  -28",",,7",,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-14","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  117",",,7","  -28",",,7",,,,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-15","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","    0",",,7,0700","    0",",,7","    0",",,7","   89",",,7","  -39",",,7",,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-16","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","  -39",",,7",,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-17","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","  122",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   33",",,7",,,,,,,"  128",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-18","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  250",",,7","   56",",,7",,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-19","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","   18",",,7,0700","    0",",,7","    0",",,7","  200",",,7","   89",",,7",,,,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-20","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","  381",",,7,0700","    0",",,7","    0",",,7","  156",",,7","   78",",,7",,,,,,,"   89",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-21","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","   25",",,7,0700","    0",",,7","    0",",,7","  128",",,7","   17",",,7",,,,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,
"USC00011099","2018-03-22","34.9786","-85.8008","202.4","BRIDGEPORT 5 NW, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  128",",,7","  -33",",,7",,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,
