"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX33","SX33_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00129430","2019-05-25","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   43",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  156",",,7",,,,,,,"   48",",,7,0800",,,,,,,"  167",",,7","  300",",,7","  228",",,7,0800",,,,,"  167",",,7","  150",",,7","  183",",,7","  139",",,7",,,"  300",",,7","  261",",,7","  211",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00129430","2019-05-26","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   94",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  167",",,7",,,,,,,"  112",",,7,0800",,,,,,,"  183",",,7","  300",",,7","  178",",,7,0800",,,,,"  200",",,7","  189",",,7","  189",",,7","  156",",,7",,,"  317",",,7","  278",",,7","  206",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00129430","2019-05-27","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  139",",,7",,,,,,,"   43",",,7,0800",,,,,,,"  178",",,7","  289",",,7","  167",",,7,0800",,,,,"  172",",,7","  167",",,7","  167",",,7","  172",",,7",,,"  278",",,7","  272",",,7","  194",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00129430","2019-05-28","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   81",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  167",",,7",,,,,,,"   86",",,7,0800",,,,,,,"  178",",,7","  300",",,7","  233",",,7,0800",,,,,"  183",",,7","  161",",,7","  194",",,7","  156",",,7",,,"  317",",,7","  278",",,7","  228",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00129430","2019-05-29","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  109",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  133",",,7",,,,,,,"  102",",,7,0800",,,,,,,"  156",",,7","  311",",,7","  161",",,7,0800",,,,,"  183",",,7","  172",",,7","  178",",,7","  144",",,7",,,"  306",",,7","  267",",,7","  217",",,7","  161",",I,7",,,,,,,,,,,,,,
"USC00129430","2019-05-30","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  150",",,7",,,,,,,"   36",",,7,0800",,,,,,,"  156",",,7","  294",",,7","  156",",,7,0800",,,,,"  178",",,7","  161",",,7","  189",",,7","  183",",I,7",,,"  294",",,7","  244",",,7","  200",",,7","  206",",,7",,,,,,,,,,,,,,
"USC00129430","2019-05-31","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  226",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  156",",,7",,,,,,,"  119",",,7,0800",,,,,,,"  172",",,7","  300",",,7","  172",",,7,0800",,,,,"  189",",,7","  172",",,7","  167",",,7","  189",",,7",,,"  311",",,7","  272",",,7","  217",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-01","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  150",",,7",,,,,,,"   53",",,7,0800",,,,,,,"  172",",,7","  306",",,7","  167",",,7,0800",,,,,"  183",",,7","  178",",,7","  189",",,7","  200",",,7",,,"  311",",,7","  278",",,7","  228",",,7","  206",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-02","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  133",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  161",",,7","  306",",,7","  139",",,7,0800",,,,,"  178",",,7","  172",",,7","  189",",,7","  194",",,7",,,"  328",",,7","  294",",,7","  233",",,7","  211",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-03","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   94",",,7",,,,,,,"   89",",,7,0800",,,,,,,"  117",",,7","  267",",,7","  122",",,7,0800",,,,,"  156",",,7","  150",",,7","  172",",,7","  183",",,7",,,"  322",",,7","  289",",,7","  228",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-04","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  117",",,7",,,,,,,"   56",",,7,0800",,,,,,,"  122",",,7","  289",",,7","  172",",,7,0800",,,,,"  156",",,7","  150",",,7","  172",",,7","  172",",,7",,,"  350",",,7","  300",",,7","  233",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-05","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  172",",,7",,,,,,,"   84",",,7,0800",,,,,,,"  167",",,7","  278",",,7","  206",",,7,0800",,,,,"  194",",,7","  178",",,7","  200",",,7","  172",",,7",,,"  328",",,7","  300",",,7","  244",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-06","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  226",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  172",",,7",,,,,,,"   66",",,7,0800",,,,,,,"  189",",,7","  289",",,7","  189",",,7,0800",,,,,"  200",",,7","  189",",,7","  194",",,7","  172",",,7",,,"  294",",,7","  267",",,7","  222",",,7","  189",",I,7",,,,,,,,,,,,,,
"USC00129430","2019-06-07","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  167",",,7",,,,,,,"   53",",,7,0800",,,,,,,"  178",",,7","  350",",,7","  172",",,7,0800",,,,,"  200",",,7","  200",",,7","  194",",,7","  200",",I,7",,,"  350",",,7","  328",",,7","  250",",,7","  222",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-08","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  167",",,7",,,,,,,"   94",",,7,0800",,,,,,,"  144",",,7","  200",",,7","  172",",,7,0800",,,,,"  200",",,7","  178",",,7","  206",",,7","  144",",,7",,,"  361",",,7","  322",",,7","  250",",,7","  200",",I,7",,,,,,,,,,,,,,
"USC00129430","2019-06-09","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  172",",,7",,,,,,,"   30",",,7,0800",,,,,,,"  144",",,7","  272",",,7","  183",",,7,0800",,,,,"  206",",,7","  194",",,7","  206",",,7","  211",",I,7",,,"  311",",,7","  278",",,7","  233",",,7","  222",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-10","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  178",",,7",,,,,,,"   33",",,7,0800",,,,,,,"  194",",,7","  250",",,7","  178",",,7,0800",,,,,"  194",",,7","  194",",,7","  172",",,7","  194",",,7",,,"  267",",,7","  239",",,7","  217",",,7","  206",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-11","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  100",",,7",,,,,,,"   94",",,7,0800",,,,,,,"  128",",,7","  239",",,7","  144",",,7,0800",,,,,"  161",",,7","  150",",,7","  178",",,7","  183",",,7",,,"  289",",,7","  267",",,7","  217",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-12","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  139",",,7",,,,,,,"   79",",,7,0800",,,,,,,"  133",",,7","  311",",,7","  156",",,7,0800",,,,,"  167",",,7","  150",",,7","  178",",,7","  183",",,7",,,"  367",",,7","  328",",,7","  256",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-13","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  122",",,7",,,,,,,"   51",",,7,0800",,,,,,,"  122",",,7","  250",",,7","  122",",,7,0800",,,,,"  156",",,7","  156",",,7","  178",",,7","  183",",,7",,,"  306",",,7","  272",",,7","  222",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-14","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   78",",,7",,,,,,,"   58",",,7,0800",,,,,,,"   89",",,7","  194",",,7","  111",",,7,0800",,,,,"  133",",,7","  133",",,7","  150",",,7","  139",",,7",,,"  239",",,7","  206",",,7","  183",",,7","  183",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-15","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  111",",,7",,,,,,,"  119",",,7,0800",,,,,,,"   94",",,7","  267",",,7","  178",",,7,0800",,,,,"  139",",,7","  128",",,7","  156",",,7","  139",",,7",,,"  328",",,7","  289",",,7","  222",",,7","  156",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-16","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  160",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","  172",",,7",,,,,,,"   15",",,7,0800",,,,,,,"  156",",,7","  206",",,7","  194",",,7,0800",,,,,"  189",",,7","  178",",,7","  183",",,7","  150",",,7",,,"  217",",,7","  200",",,7","  200",",,7","  167",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-17","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  156",",,7",,,,,,,"   56",",,7,0800",,,,,,,"  172",",,7","  317",",,7","  156",",,7,0800",,,,,"  189",",,7","  178",",,7","  183",",,7","  161",",,7",,,"  306",",,7","  267",",,7","  217",",,7","  189",",I,7","    1",",,7",,,,,,,,,,,,
"USC00129430","2019-06-18","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","  156",",,7",,,,,,,"   23",",,7,0800",,,,,,,"  172",",,7","  250",",,7","  172",",,7,0800",,,,,"  172",",,7","  172",",,7","  117",",,7","  200",",I,7",,,"  244",",,7","  217",",,7","  200",",,7","  206",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-19","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  172",",,7",,,,,,,"   48",",,7,0800",,,,,,,"  189",",,7","  333",",,7","  206",",,7,0800",,,,,"  200",",,7","  183",",,7","  178",",,7","  200",",,7",,,"  350",",,7","  306",",,7","  239",",,7","  206",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-20","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  241",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  156",",,7",,,,,,,"   56",",,7,0800",,,,,,,"  189",",,7","  328",",,7","  156",",,7,0800",,,,,"  200",",,7","  183",",,7","  194",",,7","  200",",,7",,,"  356",",,7","  311",",,7","  239",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-21","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","  128",",,7",,,,,,,"   23",",,7,0800",,,,,,,"  128",",,7","  239",",,7","  161",",,7,0800",,,,,"  161",",,7","  150",",,7","  167",",,7","  183",",,7",,,"  228",",,7","  206",",,7","  211",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-22","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  161",",,7",,,,,,,"   36",",,7,0800",,,,,,,"  144",",,7","  289",",,7","  178",",,7,0800",,,,,"  178",",,7","  150",",,7","  183",",,7","  194",",,7",,,"  294",",,7","  261",",,7","  206",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-23","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  178",",,7",,,,,,,"   30",",,7,0800",,,,,,,"  178",",,7","  278",",,7","  194",",,7,0800",,,,,"  189",",,7","  178",",,7","  189",",,7","  194",",,7",,,"  278",",,7","  222",",,7","  206",",,7","  206",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-24","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  119",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  194",",,7",,,,,,,"   48",",,7,0800",,,,,,,"  189",",,7","  317",",,7","  200",",,7,0800",,,,,"  194",",,7","  178",",,7","  211",",,7","  189",",,7",,,"  339",",,7","  294",",,7","  233",",,7","  200",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-25","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  161",",,7",,,,,,,"   38",",,7,0800",,,,,,,"  167",",,7","  278",",,7","  183",",,7,0800",,,,,"  178",",,7","  172",",,7","  189",",,7","  189",",,7",,,"  267",",,7","  239",",,7","  211",",,7","  189",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-26","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  178",",,7",,,,,,,"  102",",,7,0800",,,,,,,"  172",",,7","  317",",,7","  200",",,7,0800",,,,,"  194",",,7","  172",",,7","  206",",,7","  189",",,7",,,"  328",",,7","  294",",,7","  239",",,7","  194",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-27","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  194",",,7",,,,,,,"   74",",,7,0800",,,,,,,"  183",",,7","  350",",,7","  206",",,7,0800",,,,,"  211",",,7","  183",",,7","  228",",,7","  183",",,7",,,"  378",",,7","  344",",,7","  267",",,7","  200",",I,7",,,,,,,,,,,,,,
"USC00129430","2019-06-28","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  200",",,7",,,,,,,"   79",",,7,0800",,,,,,,"  206",",,7","  350",",,7","  228",",,7,0800",,,,,"  211",",,7","  222",",,7","  222",",,7","  211",",I,7",,,"  389",",,7","  361",",,7","  278",",,7","  211",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-29","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  206",",,7",,,,,,,"   97",",,7,0800",,,,,,,"  217",",,7","  344",",,7","  222",",,7,0800",,,,,"  244",",,7","  239",",,7","  244",",,7","  211",",,7",,,"  400",",,7","  367",",,7","  267",",,7","  211",",,7",,,,,,,,,,,,,,
"USC00129430","2019-06-30","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  206",",,7",,,,,,,"   86",",,7,0800",,,,,,,"  222",",,7","  350",",,7","  217",",,7,0800",,,,,"  250",",,7","  233",",,7","  256",",,7","  200",",,7",,,"  406",",,7","  378",",,7","  300",",,7","  217",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-01","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  194",",,7",,,,,,,"   74",",,7,0800",,,,,,,"  200",",,7","  372",",,7","  200",",,7,0800",,,,,"  239",",,7","  228",",,7","  233",",,7","  217",",,7",,,"  400",",,7","  372",",,7","  294",",,7","  239",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-02","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  200",",,7",,,,,,,"   84",",,7,0800",,,,,,,"  200",",,7","  356",",,7","  239",",,7,0800",,,,,"  233",",,7","  222",",,7","  261",",,7","  206",",,7",,,"  406",",,7","  367",",,7","  294",",,7","  217",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-03","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  211",",,7",,,,,,,"   97",",,7,0800",,,,,,,"  228",",,7","  361",",,7","  222",",,7,0800",,,,,"  239",",,7","  239",",,7","  261",",,7","  211",",,7",,,"  406",",,7","  372",",,7","  311",",,7","  222",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-04","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  200",",,7",,,,,,,"   61",",,7,0800",,,,,,,"  217",",,7","  344",",,7","  206",",,7,0800",,,,,"  250",",,7","  244",",,7","  244",",,7","  222",",,7",,,"  417",",,7","  378",",,7","  350",",,7","  244",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-05","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  206",",,7",,,,,,,"  104",",,7,0800",,,,,,,"  228",",,7","  361",",,7","  233",",,7,0800",,,,,"  250",",,7","  244",",,7","  256",",,7","  211",",,7",,,"  417",",,7","  389",",,7","  322",",,7","  239",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-06","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  124",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  217",",,7",,,,,,,"   69",",,7,0800",,,,,,,"  228",",,7","  356",",,7","  222",",,7,0800",,,,,"  239",",,7","  239",",,7","  250",",,7","  233",",,7",,,"  406",",,7","  383",",,7","  306",",,7","  244",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-07","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  172",",,7",,,,,,,"   69",",,7,0800",,,,,,,"  194",",,7","  350",",,7","  189",",,7,0800",,,,,"  217",",,7","  217",",,7","  233",",,7","  222",",,7",,,"  350",",,7","  322",",,7","  272",",,7","  239",",,7","    1",",,7",,,,,,,,,,,,
"USC00129430","2019-07-08","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  172",",,7",,,,,,,"   43",",,7,0800",,,,,,,"  194",",,7","  311",",,7","  200",",,7,0800",,,,,"  222",",,7","  217",",,7","  211",",,7","  222",",,7",,,"  333",",,7","  306",",,7","  261",",,7","  228",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-09","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  156",",,7",,,,,,,"   71",",,7,0800",,,,,,,"  194",",,7","  328",",,7","  183",",,7,0800",,,,,"  217",",,7","  206",",,7","  222",",,7","  222",",,7",,,"  372",",,7","  344",",,7","  278",",,7","  228",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-10","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  183",",,7",,,,,,,"   76",",,7,0800",,,,,,,"  194",",,7","  356",",,7","  239",",,7,0800",,,,,"  211",",,7","  206",",,7","  228",",,7","  222",",,7",,,"  400",",,7","  378",",,7","  311",",,7","  233",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-11","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  194",",,7",,,,,,,"   86",",,7,0800",,,,,,,"  222",",,7","  367",",,7","  222",",,7,0800",,,,,"  256",",,7","  250",",,7","  267",",,7","  222",",,7",,,"  411",",,7","  378",",,7","  311",",,7","  244",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-12","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  128",",,7",,,,,,,"   79",",,7,0800",,,,,,,"  161",",,7","  322",",,7","  161",",,7,0800",,,,,"  217",",,7","  211",",,7","  233",",,7","  211",",,7",,,"  367",",,7","  333",",,7","  283",",,7","  272",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-13","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  161",",,7",,,,,,,"   71",",,7,0800",,,,,,,"  161",",,7","  328",",,7","  189",",,7,0800",,,,,"  217",",,7","  211",",,7","  239",",,7","  239",",,7",,,"  406",",,7","  367",",,7","  311",",,7","  244",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-14","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  189",",,7",,,,,,,"   86",",,7,0800",,,,,,,"  200",",,7","  339",",,7","  217",",,7,0800",,,,,"  233",",,7","  222",",,7","  244",",,7","  222",",,7",,,"  406",",,7","  383",",,7","  311",",,7","  233",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-15","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  211",",,7",,,,,,,"   94",",,7,0800",,,,,,,"  228",",,7","  350",",,7","  228",",,7,0800",,,,,"  261",",,7","  250",",,7","  233",",,7","  222",",,7",,,"  383",",,7","  372",",,7","  311",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-16","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  228",",,7",,,,,,,"   84",",,7,0800",,,,,,,"  228",",,7","  344",",,7","  239",",,7,0800",,,,,"  228",",,7","  244",",,7","  256",",,7","  233",",,7",,,"  406",",,7","  378",",,7","  311",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-17","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  104",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  222",",,7",,,,,,,"   33",",,7,0800",,,,,,,"  228",",,7","  300",",,7","  228",",,7,0800",,,,,"  244",",,7","  233",",,7","  233",",,7","  244",",,7",,,"  322",",,7","  300",",,7","  267",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-18","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  228",",,7",,,,,,,"   38",",,7,0800",,,,,,,"  233",",,7","  361",",,7","  239",",,7,0800",,,,,"  250",",,7","  239",",,7","  250",",,7","  244",",,7",,,"  361",",,7","  339",",,7","  289",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-19","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  239",",,7",,,,,,,"  107",",,7,0800",,,,,,,"  250",",,7","  367",",,7","  256",",,7,0800",,,,,"  267",",,7","  239",",,7","  267",",,7","  250",",,7",,,"  383",",,7","  367",",,7","  306",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-20","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  239",",,7",,,,,,,"   91",",,7,0800",,,,,,,"  244",",,7","  367",",,7","  244",",,7,0800",,,,,"  267",",,7","  267",",,7","  267",",,7","  250",",,7",,,"  406",",,7","  378",",,7","  317",",,7","  256",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-21","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  233",",,7",,,,,,,"   74",",,7,0800",,,,,,,"  244",",,7","  367",",,7","  244",",,7,0800",,,,,"  272",",,7","  267",",,7","  278",",,7","  256",",,7",,,"  400",",,7","  378",",,7","  311",",,7","  267",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-22","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","  180",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  194",",,7",,,,,,,"   81",",,7,0800",,,,,,,"  211",",,7","  361",",,7","  200",",,7,0800",,,,,"  222",",,7","  222",",,7","  217",",,7","  239",",,7",,,"  400",",,7","  372",",,7","  306",",,7","  250",",,7",,,,,,,,,,,,,,
"USC00129430","2019-07-23","40.475","-86.9919","215.8","WEST LAFAYETTE 6 NW, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  117",",,7",,,,,,,"   43",",,7,0800",,,,,,,"  144",",,7","  267",",,7","  144",",,7,0800",,,,,"  178",",,7","  167",",,7","  206",",,7","  211",",,7",,,"  272",",,7","  256",",,7","  239",",,7","  261",",,7",,,,,,,,,,,,,,
