"USC00058429","2018-06-08","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  189",",,7",,,,,,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-09","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  211",",,7",,,,,,,,,"  233",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-10","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  150",",,7",,,,,,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-11","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  178",",,7",,,,,,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-12","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  156",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-13","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  156",",,7",,,,,,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-14","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  344",",,7","  150",",,7",,,,,,,,,"  239",",,7,2400",,,"    1",",,7",,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-15","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  239",",,7",,,,,,,,,"  256",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-16","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  194",",,7",,,,,,,,,"  200",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-17","37.1787","-104.487","1837.9","TRINIDAD, CO US","   10",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  167",",,7",,,,,,,,,"  183",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-18","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  167",",,7",,,,,,,,,"  250",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-19","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","  172",",,7",,,,,,,,,"  183",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-20","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  183",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-21","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  206",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-22","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  172",",,7",,,,,,,,,"  183",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-23","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  172",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-24","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  122",",,7",,,,,,,,,"  133",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-25","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  133",",,7",,,,,,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-26","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  133",",,7",,,,,,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-27","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  372",",,7","  206",",,7",,,,,,,,,"  300",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-28","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  361",",,7","  200",",,7",,,,,,,,,"  267",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-29","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  194",",,7",,,,,,,,,"  239",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
"USC00058429","2018-06-30","37.1787","-104.487","1837.9","TRINIDAD, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  150",",,7",,,,,,,,,"  161",",,7,2400",,,,,,,,,,,,,,,,,,,,,,
