"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"SF003211100","2018-06-21","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  267",",,S","   72",",,S",,,"  153","H,,S"
"SF003211100","2018-06-22","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  267",",,S","   43",",,S",,,"  134","H,,S"
"SF003211100","2018-06-23","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  266",",,S","   65",",,S",,,"  146","H,,S"
"SF003211100","2018-06-24","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  266",",,S","   41",",,S",,,"  136","H,,S"
"SF003211100","2018-06-25","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  261",",,S","   55",",,S",,,"  138","H,,S"
"SF003211100","2018-06-26","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  244",",,S","   87",",,S",,,"  146","H,,S"
"SF003211100","2018-06-27","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  242",",,S","   74",",,S",,,"  146","H,,S"
"SF003211100","2018-06-28","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  242",",,S","   21",",,S",,,"  117","H,,S"
"SF003211100","2018-06-29","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  242",",,S","   27",",,S",,,"  106","H,,S"
"SF003211100","2018-06-30","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  247",",,S","   19",",,S",,,"  117","H,,S"
"SF003211100","2018-07-01","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  260",",,S","   26",",,S",,,"  168","H,,S"
"SF003211100","2018-07-02","-28.333","23.067","1321.0","POSTMASBURG, SF",,,,,"   34",",,S",,,"   82","H,,S"
"SF003211100","2018-07-03","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  164",",,S","   -5",",,S",,,"   72","H,,S"
"SF003211100","2018-07-04","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  218",",,S","  -24",",,S",,,"  101","H,,S"
"SF003211100","2018-07-05","-28.333","23.067","1321.0","POSTMASBURG, SF","    3",",,S","  226",",,S","   17",",,S",,,"  115","H,,S"
"SF003211100","2018-07-06","-28.333","23.067","1321.0","POSTMASBURG, SF","    0",",,S","  226",",,S","   34",",,S",,,"  111","H,,S"
"SF003211100","2018-07-07","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  212",",,S","   52",",,S",,,"  118","H,,S"
"SF003211100","2018-07-08","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  231",",,S","   40",",,S",,,"  115","H,,S"
"SF003211100","2018-07-09","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  231",",,S","   92",",,S",,,"  139","H,,S"
"SF003211100","2018-07-10","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  230",",,S","   74",",,S",,,"  133","H,,S"
"SF003211100","2018-07-11","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  241",",,S","   74",",,S",,,"  148","H,,S"
"SF003211100","2018-07-12","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  245",",,S","  100",",,S",,,"  178","H,,S"
"SF003211100","2018-07-13","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  245",",,S","   72",",,S",,,"  146","H,,S"
"SF003211100","2018-07-14","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  207",",,S","  -11",",,S",,,"   74","H,,S"
"SF003211100","2018-07-15","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  192",",,S","   24",",,S",,,"  105","H,,S"
"SF003211100","2018-07-16","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  206",",,S","   75",",,S",,,"  143","H,,S"
"SF003211100","2018-07-17","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  219",",,S","   73",",,S",,,"  128","H,,S"
"SF003211100","2018-07-18","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  219",",,S","   39",",,S",,,"  117","H,,S"
"SF003211100","2018-07-19","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  215",",,S","   30",",,S",,,"  112","H,,S"
"SF003211100","2018-07-20","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  215",",,S","   30",",,S",,,"  112","H,,S"
"SF003211100","2018-07-21","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  226",",,S","   57",",,S",,,"  128","H,,S"
"SF003211100","2018-07-22","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  236",",,S","   54",",,S",,,"  132","H,,S"
"SF003211100","2018-07-23","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  240",",,S","   79",",,S",,,"  148","H,,S"
"SF003211100","2018-07-24","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  243",",,S","   65",",,S",,,"  139","H,,S"
"SF003211100","2018-07-25","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  257",",,S","   51",",,S",,,"  141","H,,S"
"SF003211100","2018-07-26","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  257",",,S","   62",",,S",,,"  147","H,,S"
"SF003211100","2018-07-27","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  261",",,S","   79",",,S",,,"  163","H,,S"
"SF003211100","2018-07-28","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  266",",,S","   70",",,S",,,"  157","H,,S"
"SF003211100","2018-07-29","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  266",",,S","   52",",,S",,,"  153","H,,S"
"SF003211100","2018-07-30","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  265",",,S","   49",",,S",,,"  146","H,,S"
"SF003211100","2018-07-31","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  288",",,S","   80",",,S",,,"  171","H,,S"
"SF003211100","2018-08-01","-28.333","23.067","1321.0","POSTMASBURG, SF",,,,,"   44",",,S",,,"  117","H,,S"
"SF003211100","2018-08-02","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  246",",,S","   33",",,S",,,"  129","H,,S"
"SF003211100","2018-08-03","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  291",",,S","   64",",,S",,,"  171","H,,S"
"SF003211100","2018-08-04","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  291",",,S","   55",",,S",,,"  133","H,,S"
"SF003211100","2018-08-05","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  208",",,S","   17",",,S",,,"   89","H,,S"
"SF003211100","2018-08-06","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  214",",,S","  -10",",,S",,,"   97","H,,S"
"SF003211100","2018-08-07","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  214",",,S","   27",",,S",,,"   82","H,,S"
"SF003211100","2018-08-08","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  204",",,S","  -12",",,S",,,"   99","H,,S"
"SF003211100","2018-08-09","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  204",",,S","   54",",,S",,,"   89","H,,S"
"SF003211100","2018-08-10","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  148",",,S","   -7",",,S",,,"   71","H,,S"
"SF003211100","2018-08-11","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  198",",,S","  -28",",,S",,,"   64","H,,S"
"SF003211100","2018-08-12","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  285",",,S","   37",",,S",,,"  151","H,,S"
"SF003211100","2018-08-13","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  285",",,S","   43",",,S",,,"  138","H,,S"
"SF003211100","2018-08-14","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  296",",,S","  119",",,S",,,"  192","H,,S"
"SF003211100","2018-08-15","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  296",",,S","   78",",,S",,,"  168","H,,S"
"SF003211100","2018-08-16","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  295",",,S","   30",",,S",,,"  138","H,,S"
"SF003211100","2018-08-17","-28.333","23.067","1321.0","POSTMASBURG, SF",,,,,"   17",",,S",,,"   97","H,,S"
"SF003211100","2018-08-18","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  222",",,S","   31",",,S",,,"  119","H,,S"
"SF003211100","2018-08-19","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  270",",,S","   49",",,S",,,"  151","H,,S"
"SF003211100","2018-08-20","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  279",",,S","  101",",,S",,,"  174","H,,S"
"SF003211100","2018-08-21","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  279",",,S","   83",",,S",,,"  155","H,,S"
"SF003211100","2018-08-22","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  226",",,S","   59",",,S",,,"  141","H,,S"
"SF003211100","2018-08-23","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  243",",,S","   16",",,S",,,"  128","H,,S"
"SF003211100","2018-08-24","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  289",",,S","   46",",,S",,,"  164","H,,S"
"SF003211100","2018-08-25","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  292",",,S","   92",",,S",,,"  192","H,,S"
"SF003211100","2018-08-26","-28.333","23.067","1321.0","POSTMASBURG, SF",,,,,"   43",",,S",,,"  108","H,,S"
"SF003211100","2018-08-27","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  172",",,S","  -25",",,S",,,"   77","H,,S"
"SF003211100","2018-08-28","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  230",",,S","   22",",,S",,,"  126","H,,S"
"SF003211100","2018-08-29","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  280",",,S","   61",",,S",,,"  171","H,,S"
"SF003211100","2018-08-30","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  289",",,S","  100",",,S",,,"  195","H,,S"
"SF003211100","2018-08-31","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  294",",,S","  140",",,S",,,"  214","H,,S"
"SF003211100","2018-09-01","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  320",",,S","  110",",,S",,,"  218","H,,S"
"SF003211100","2018-09-02","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  320",",,S","   91",",,S",,,"  169","H,,S"
"SF003211100","2018-09-03","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  259",",,S","   22",",,S",,,"  137","H,,S"
"SF003211100","2018-09-04","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  300",",,S","   37",",,S",,,"  171","H,,S"
"SF003211100","2018-09-05","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  317",",,S","   76",",,S",,,"  193","H,,S"
"SF003211100","2018-09-06","-28.333","23.067","1321.0","POSTMASBURG, SF",,,,,"   44",",,S",,,"  115","H,,S"
"SF003211100","2018-09-07","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  160",",,S","    3",",,S",,,"   74","H,,S"
"SF003211100","2018-09-08","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  157",",,S","   -7",",,S",,,"   78","H,,S"
"SF003211100","2018-09-09","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  205",",,S","    3",",,S",,,"  102","H,,S"
"SF003211100","2018-09-10","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  254",",,S","   28",",,S",,,"  139","H,,S"
"SF003211100","2018-09-11","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  298",",,S","   48",",,S",,,"  176","H,,S"
"SF003211100","2018-09-12","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  298",",,S","   44",",,S",,,"  159","H,,S"
"SF003211100","2018-09-13","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  280",",,S","   26",",,S",,,"  147","H,,S"
"SF003211100","2018-09-14","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  284",",,S","   34",",,S",,,"  156","H,,S"
"SF003211100","2018-09-15","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  324",",,S","   62",",,S",,,"  199","H,,S"
"SF003211100","2018-09-16","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  324",",,S","   66",",,S",,,"  189","H,,S"
"SF003211100","2018-09-19","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  295",",,S","   67",",,S",,,"  132","H,,S"
"SF003211100","2018-09-20","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  262",",,S","   58",",,S",,,"  187","H,,S"
"SF003211100","2018-09-21","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  287",",,S","  100",",,S",,,"  191","H,,S"
"SF003211100","2018-09-22","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  319",",,S","  148",",,S",,,"  229","H,,S"
"SF003211100","2018-09-23","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  337",",,S","  117",",,S",,,"  228","H,,S"
"SF003211100","2018-09-25","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  337",",,S","  184",",,S",,,"  251","H,,S"
"SF003211100","2018-09-26","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  337",",,S","   91",",,S",,,"  203","H,,S"
"SF003211100","2018-09-27","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  326",",,S","   91",",,S",,,"  206","H,,S"
"SF003211100","2018-09-28","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  326",",,S","   85",",,S",,,"  194","H,,S"
"SF003211100","2018-09-29","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  325",",,S","   88",",,S",,,"  216","H,,S"
"SF003211100","2018-09-30","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  338",",,S","  152",",,S",,,"  241","H,,S"
"SF003211100","2018-10-01","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  338",",,S","  201",",,S",,,"  259","H,,S"
"SF003211100","2018-10-02","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  333",",,S","  184",",,S",,,"  247","H,,S"
"SF003211100","2018-10-03","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  321",",,S","  114",",,S",,,"  171","H,,S"
"SF003211100","2018-10-04","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  263",",,S","   88",",,S",,,"  178","H,,S"
"SF003211100","2018-10-05","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  322",",,S","  102",",,S",,,"  222","H,,S"
"SF003211100","2018-10-06","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  337",",,S","  142",",,S",,,"  241","H,,S"
"SF003211100","2018-10-07","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  354",",,S","  149",",,S",,,"  250","H,,S"
"SF003211100","2018-10-08","-28.333","23.067","1321.0","POSTMASBURG, SF",,,"  363",",,S","  177",",,S",,,"  273","H,,S"
