"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094893","2018-07-05","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  294",",,W","  133",",,W","   45",",,W",,," 1521",",,W",,,,,"  310",",,W","  310",",,W","   98",",,W","  130",",,W",,,,,,,,,,
"USW00094893","2018-07-06","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  267",",,W","   83",",,W","   19",",,W",,," 1355",",,W",,,,,"  240",",,W","  200",",,W","   45",",,W","   72",",,W",,,,,,,,,,
"USW00094893","2018-07-07","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  289",",,W","  117",",,W","   32",",,W",,," 1021",",,W",,,,,"  180",",,W","  190",",,W","   76",",,W","  121",",,W",,,,,,,,,,
"USW00094893","2018-07-08","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  328",",,W","  139",",,W","   36",",,W",,," 1541",",,W",,,,,"  200",",,W","  200",",,W","   89",",,W","  121",",,W",,,,,,,,,,
"USW00094893","2018-07-09","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  317",",,W","  133",",,W","   28",",,W",,," 1530",",,W",,,,,"  320",",,W","  320",",,W","   76",",,W","   94",",,W",,,,,,,,,,
"USW00094893","2018-07-10","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  294",",,W","  106",",,W","   17",",,W",,," 1321",",,W",,,,,"   60",",,W","  360",",,W","   45",",,W","   85",",,W",,,,,,,,,,
"USW00094893","2018-07-11","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  272",",,W","  111",",,W","   24",",,W",,," 1053",",,W",,,,,"  160",",,W","  170",",,W","   58",",,W","   81",",,W",,,,,,,,,,
"USW00094893","2018-07-12","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","   91",",,W",,,"  239",",,W","  156",",,W","   34",",,W",,," 1401",",,W",,,,,"  170",",,W","  190",",,W","   72",",,W","  107",",,W",,,,,,,,,,
"USW00094893","2018-07-13","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","   15",",,W",,,"  278",",,W","  178",",,W","   15",",,W",,," 0452",",,W",,,,,"  300",",,W","  300",",,W","   58",",,W","   81",",,W",,,,,,,,,,
"USW00094893","2018-07-14","45.81833","-88.11444","350.2","IRON MOUNTAIN FORD AIRPORT, MI US","    0",",,W",,,"  317",",,W","  150",",,W","   10",",,W",,," 1630",",,W",,,,,"  170",",,W","  180",",,W","   40",",,W","   58",",,W",,,,,,,,,,
