"USC00415196","2017-12-10","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  156",",,7","  -28",",,7",,,,,,,,,"   17",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-11","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  172",",,7","  -11",",,7",,,,,,,,,"   11",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-12","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  239",",,7","    6",",,7",,,,,,,,,"   83",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-13","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  172",",,7","   -6",",,7",,,,,,,,,"   -6",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-14","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  144",",,7","   -6",",,7",,,,,,,,,"   50",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-15","30.0591","-94.7949","10.7","LIBERTY, TX US","    3",",,7,0600",,,,,"  172",",,7","   50",",,7",,,,,,,,,"   83",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-16","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  117",",,7","   33",",,7",,,,,,,,,"   61",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-17","30.0591","-94.7949","10.7","LIBERTY, TX US","  147",",,7,0600",,,,,"  150",",,7","   61",",,7",,,,,,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-18","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  178",",,7","   67",",,7",,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-19","30.0591","-94.7949","10.7","LIBERTY, TX US","   20",",,7,0600",,,,,"  189",",,7","  133",",,7",,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-20","30.0591","-94.7949","10.7","LIBERTY, TX US","  356",",,7,0600",,,,,"  250",",,7","  183",",,7",,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-21","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  256",",,7","   89",",,7",,,,,,,,,"   89",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-22","30.0591","-94.7949","10.7","LIBERTY, TX US","   13",",,7,0600",,,,,"  244",",,7","   89",",,7",,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-23","30.0591","-94.7949","10.7","LIBERTY, TX US","   20",",,7,0600",,,,,"  261",",,7","   61",",,7",,,,,,,,,"   61",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-24","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  133",",,7","   22",",,7",,,,,,,,,"   39",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-25","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  183",",,7","   17",",,7",,,,,,,,,"   17",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-26","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  122",",,7","   11",",,7",,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-27","30.0591","-94.7949","10.7","LIBERTY, TX US","    5",",,7,0600",,,,,"   89",",,7","   50",",,7",,,,,,,,,"   50",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-28","30.0591","-94.7949","10.7","LIBERTY, TX US","    8",",,7,0600",,,,,"   50",",,7","   22",",,7",,,,,,,,,"   22",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-29","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"   50",",,7","   22",",,7",,,,,,,,,"   44",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-30","30.0591","-94.7949","10.7","LIBERTY, TX US","   25",",,7,0600",,,,,"  117",",,7","   22",",,7",,,,,,,,,"  106",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2017-12-31","30.0591","-94.7949","10.7","LIBERTY, TX US","    5",",,7,0600",,,,,"  167",",,7","   72",",,7",,,,,,,,,"   72",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2018-02-01","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  194",",,7","   50",",,7",,,,,,,,,"  122",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2018-02-02","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  239",",,7","  100",",,7",,,,,,,,,"  106",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2018-02-03","30.0591","-94.7949","10.7","LIBERTY, TX US","    0",",,7,0600",,,,,"  239",",,7","   67",",,7",,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,
"USC00415196","2018-02-04","30.0591","-94.7949","10.7","LIBERTY, TX US","   28",",,7,0600",,,,,"  150",",,7","   67",",,7",,,,,,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,
