"USC00231600","2018-06-27","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","   91",",,7,0700","    0",",,7","    0",",,7","  228",",,7","  194",",,7",,,,,,,,,,,,,,,"  206",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-06-28","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0","T,,7,0700","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,,,,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-06-29","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","  254",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  217",",,7",,,,,,,,,,,,,,,"  267",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-06-30","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-01","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-02","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-03","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  211",",,7",,,,,,,,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-04","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-05","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  267",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-06","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","   15",",,7,0700","    0",",,7","    0",",,7","  350",",,7","  217",",,7",,,,,,,,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-07","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-08","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-09","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-10","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  217",",,7",,,,,,,,,,,,,,,"  244",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-11","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  350",",,7","  222",",,7",,,,,,,,,,,,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-12","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  183",",,7",,,,,,,,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-13","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  350",",,7","  200",",,7",,,,,,,,,,,,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-14","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-15","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US",,,"    0",",,7","    0",",,7",,,,,"    2",",,7",,,,,"  185",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-16","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  233",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-17","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0","T,,7,0700","    0",",,7","    0",",,7","  333",",,7","  178",",,7",,,,,,,,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-18","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  183",",,7",,,,,,,,,,,,,,,"  194",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-19","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0","T,,7,0700","    0",",,7","    0",",,7","  317",",,7","  194",",,7",,,,,,,,,,,,,,,"  211",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-20","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","  130",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,,,,,,,,,,,"  222",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-21","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-22","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00231600","2018-07-23","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,"  189",",,7,0700",,,,,,,,,,,,,,
"USC00231600","2018-07-24","39.53315","-91.6451","214.0","CLARENCE CANNON DAM, MO US","    0",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  183",",,7",,,,,,,,,,,,,,,"  200",",,7,0700",,,,,,,,,,,,,,
