"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00053874","2018-07-04","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  317",",,W","  217",",,W","   19",",,W",,," 1122",",,W",,,,,"  150",",,W","   50",",,W","   63",",,W","   81",",,W",,,,,,,,
"USW00053874","2018-07-05","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  322",",,W","  222",",,W","   12",",,W",,," 1930",",,W",,,,,"  140",",,W","  160",",,W","   40",",,W","   63",",,W",,,,,,,,
"USW00053874","2018-07-06","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   74",",,W","  322",",,W","  211",",,W","   13",",,W",,," 1606",",,W",,,,,"  350",",,W","  360",",,W","   81",",,W","  125",",,W",,,,,,,,
"USW00053874","2018-07-07","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","  124",",,W","  278",",,W","  206",",,W","   29",",,W",,," 1520",",,W",,,,,"   20",",,W","   20",",,W","   81",",,W","  103",",,W",,,,,,,,
"USW00053874","2018-07-08","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  283",",,W","  194",",,W","   32",",,W",,," 0809",",,W",,,,,"   20",",,W","   40",",,W","   72",",,W","  103",",,W",,,,,,,,
"USW00053874","2018-07-09","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  306",",,W","  167",",,W","   12",",,W",,," 1508",",,W",,,,,"   10",",,W","   20",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00053874","2018-07-10","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  322",",,W","  189",",,W","   14",",,W",,," 1008",",,W",,,,,"   20",",,W","   40",",,W","   63",",,W","   81",",,W",,,,,,,,
"USW00053874","2018-07-11","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  339",",,W","  200",",,W","    8",",,W",,," 1311",",,W",,,,,"  270",",,W","  300",",,W","   36",",,W","   49",",,W",,,,,,,,
"USW00053874","2018-07-12","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  339",",,W","  222",",,W","   14",",,W",,," 1435",",,W",,,,,"  160",",,W","  160",",,W","   89",",,W","  103",",,W",,,,,,,,
"USW00053874","2018-07-13","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  289",",,W","  228",",,W","   24",",,W",,," 1400",",,W",,,,,"   80",",,W","   40",",,W","   54",",,W","   76",",,W",,,,,,,,
"USW00053874","2018-07-14","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  311",",,W","  222",",,W","   11",",,W",,," 1524",",,W",,,,,"   70",",,W","   80",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00053874","2018-07-15","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  306",",,W","  222",",,W","   13",",,W",,," 1517",",,W",,,,,"  220",",,W","  170",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00053874","2018-07-16","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","  137",",,W","  306",",,W","  211",",,W","   18",",,W",,," 1816",",,W",,,,,"  340",",,W","  350",",,W","   72",",,W","   98",",,W",,,,,,,,
"USW00053874","2018-07-17","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","  587",",,W","  317",",,W","  217",",,W","   31",",,W",,," 2103",",,W",,,,,"  250",",,W","  240",",,W","   98",",,W","  125",",,W",,,,,,,,
"USW00053874","2018-07-18","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  317",",,W","  206",",,W","   13",",,W",,," 1021",",,W",,,,,"   10",",,W","   50",",,W","   45",",,W","   58",",,W",,,,,,,,
"USW00053874","2018-07-19","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   61",",,W","  300",",,W","  217",",,W","   22",",,W",,," 1221",",,W",,,,,"  150",",,W","   70",",,W","   76",",,W","   89",",,W",,,,,,,,
"USW00053874","2018-07-20","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  300",",,W","  206",",,W","   22",",,W",,," 1426",",,W",,,,,"   20",",,W","   20",",,W","   58",",,W","   85",",,W",,,,,,,,
"USW00053874","2018-07-21","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   89",",,W","  300",",,W","  194",",,W","   25",",,W",,," 2150",",,W",,,,,"  250",",,W","  250",",,W","  112",",,W","  165",",,W",,,,,,,,
"USW00053874","2018-07-22","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  300",",,W","  194",",,W","   21",",,W",,," 1334",",,W",,,,,"  240",",,W","  240",",,W","   58",",,W","   85",",,W",,,,,,,,
"USW00053874","2018-07-23","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","  279",",,W","  289",",,W","  194",",,W","   19",",,W",,," 1505",",,W",,,,,"  110",",,W","  130",",,W","   72",",,W","  107",",,W",,,,,,,,
"USW00053874","2018-07-24","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   18",",,W","  306",",,W","  211",",,W","   16",",,W",,," 1943",",,W",,,,,"   70",",,W","   60",",,W","   45",",,W","   63",",,W",,,,,,,,
"USW00053874","2018-07-25","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   79",",,W","  306",",,W","  206",",,W","   11",",,W",,," 1738",",,W",,,,,"  330",",,W","  340",",,W","   63",",,W","   89",",,W",,,,,,,,
"USW00053874","2018-07-26","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  317",",,W","  206",",,W","   12",",,W",,," 1258",",,W",,,,,"  150",",,W","  260",",,W","   36",",,W","   49",",,W",,,,,,,,
"USW00053874","2018-07-27","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  317",",,W","  211",",,W","   13",",,W",,," 1338",",,W",,,,,"  240",",,W","  250",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00053874","2018-07-28","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  317",",,W","  200",",,W","   12",",,W",,," 0914",",,W",,,,,"  250",",,W","   30",",,W","   36",",,W","   45",",,W",,,,,,,,
"USW00053874","2018-07-29","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  322",",,W","  200",",,W","   26",",,W",,," 1535",",,W",,,,,"  160",",,W","  110",",,W","   72",",,W","   89",",,W",,,,,,,,
"USW00053874","2018-07-30","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  294",",,W","  206",",,W","    9",",,W",,," 2350",",,W",,,,,"  190",",,W","  190",",,W","   40",",,W","   49",",,W",,,,,,,,
"USW00053874","2018-07-31","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","  155",",,W","  289",",,W","  206",",,W","   26",",,W",,," 1238",",,W",,,,,"  270",",,W","  150",",,W","   67",",,W","   85",",,W",,,,,,,,
"USW00053874","2018-08-01","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   18",",,W","  289",",,W","  200",",,W","   23",",,W",,," 1226",",,W",,,,,"  240",",,W","  240",",,W","   72",",,W","   98",",,W",,,,,,,,
"USW00053874","2018-08-02","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   86",",,W","  278",",,W","  211",",,W","   15",",,W",,," 1504",",,W",,,,,"  160",",,W","  150",",,W","   58",",,W","   67",",,W",,,,,,,,
"USW00053874","2018-08-03","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  289",",,W","  206",",,W","   30",",,W",,," 1230",",,W",,,,,"  180",",,W","  170",",,W","   67",",,W","   76",",,W",,,,,,,,
"USW00053874","2018-08-04","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  311",",,W","  206",",,W","   10",",,W",,," 2235",",,W",,,,,"  190",",,W","  190",",,W","   31",",,W","   45",",,W",,,,,,,,
"USW00053874","2018-08-05","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  322",",,W","  217",",,W","    8",",,W",,," 1213",",,W",,,,,"  280",",,W","  300",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00053874","2018-08-06","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    3",",,W","  333",",,W","  217",",,W","   13",",,W",,," 2016",",,W",,,,,"  120",",,W","  130",",,W","   40",",,W","   58",",,W",,,,,,,,
"USW00053874","2018-08-07","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  328",",,W","  217",",,W","   20",",,W",,," 1805",",,W",,,,,"  220",",,W","  220",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00053874","2018-08-08","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","   23",",,W","  328",",,W","  211",",,W","   35",",,W",,," 1848",",,W",,,,,"  280",",,W","  280",",,W","   89",",,W","  139",",,W",,,,,,,,
"USW00053874","2018-08-09","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  317",",,W","  206",",,W","   27",",,W",,," 1831",",,W",,,,,"   30",",,W","   30",",,W","   94",",,W","  107",",,W",,,,,,,,
"USW00053874","2018-08-10","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  317",",,W","  206",",,W","   28",",,W",,," 2204",",,W",,,,,"  220",",,W","  220",",,W","   58",",,W","   72",",,W",,,,,,,,
"USW00053874","2018-08-11","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  311",",,W","  211",",,W","   14",",,W",,," 0015",",,W",,,,,"  230",",,W","  230",",,W","   54",",,W","   67",",,W",,,,,,,,
"USW00053874","2018-08-12","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  322",",,W","  211",",,W","   10",",,W",,," 1429",",,W",,,,,"  250",",,W","  250",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00053874","2018-08-13","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  300",",,W","  206",",,W","   15",",,W",,," 0739",",,W",,,,,"   50",",,W","   20",",,W","   40",",,W","   54",",,W",,,,,,,,
"USW00053874","2018-08-14","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  311",",,W","  183",",,W","   10",",,W",,," 0100",",,W",,,,,"  250",",,W","  340",",,W","   40",",,W","   63",",,W",,,,,,,,
"USW00053874","2018-08-15","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  322",",,W","  178",",,W","    9",",,W",,," 1129",",,W",,,,,"  280",",,W","  290",",,W","   40",",,W","   58",",,W",,,,,,,,
"USW00053874","2018-08-16","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  333",",,W","  200",",,W","   16",",,W",,," 1817",",,W",,,,,"  180",",,W","  180",",,W","   63",",,W","   72",",,W",,,,,,,,
"USW00053874","2018-08-17","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0","T,,W","  322",",,W","  217",",,W","   39",",,W",,," 1400",",,W",,,,,"  230",",,W","  200",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00053874","2018-08-18","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","  155",",,W","  311",",,W","  222",",,W","   49",",,W",,," 1912",",,W",,,,,"  220",",,W","  240",",,W","   94",",,W","  130",",,W",,,,,,,,
"USW00053874","2018-08-19","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  306",",,W","  222",",,W","   38",",,W",,," 1533",",,W",,,,,"  230",",,W","  230",",,W","   76",",,W","   98",",,W",,,,,,,,
"USW00053874","2018-08-20","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  300",",,W","  222",",,W","   34",",,W",,," 1210",",,W",,,,,"  240",",,W","  230",",,W","   67",",,W","   89",",,W",,,,,,,,
"USW00053874","2018-08-21","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","  353",",,W","  311",",,W","  222",",,W","   37",",,W",,," 2207",",,W",,,,,"  290",",,W","  270",",,W","   76",",,W","  121",",,W",,,,,,,,
"USW00053874","2018-08-22","34.24861","-82.15917","192.3","GREENWOOD CO AIRPORT, SC US","    0",",,W","  306",",,W","  211",",,W","   24",",,W",,," 0123",",,W",,,,,"  280",",,W","  240",",,W","   45",",,W","   67",",,W",,,,,,,,
