"USC00453515","2018-01-24","47.4829","-118.2519","658.1","HARRINGTON, WA US","  147",",,7,1700",,,,,"   50",",,7","    0",",,7",,,"   44",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-01-25","47.4829","-118.2519","658.1","HARRINGTON, WA US","   13",",,7,1700",,,,,"   44",",,7","  -28",",,7",,,"  -17",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-01-26","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   44",",,7","  -39",",,7",,,"   17",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-01-27","47.4829","-118.2519","658.1","HARRINGTON, WA US","    8",",,7,1700",,,,,"   78",",,7","    0",",,7",,,"   22",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-01-28","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   56",",,7","  -11",",,7",,,"   56",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-01-29","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"  106",",,7","   22",",,7",,,"   94",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-01-30","47.4829","-118.2519","658.1","HARRINGTON, WA US","    8",",,7,1700",,,,,"  117",",,7","  -17",",,7",,,"  -17",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-01","47.4829","-118.2519","658.1","HARRINGTON, WA US","   69",",,7,1700",,,,,"   33",",,7","    0",",,7",,,"    0",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-02","47.4829","-118.2519","658.1","HARRINGTON, WA US","  117",",,7,1700",,,,,"   33",",,7","   -6",",,7",,,"   -6",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-03","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   44",",,7","  -83",",,7",,,"   17",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-04","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   17",",,7","  -28",",,7",,,"  -28",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-05","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   61",",,7","  -72",",,7",,,"    6",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-08","47.4829","-118.2519","658.1","HARRINGTON, WA US","   33",",,7,1700",,,,,"   72",",,7","  -50",",,7",,,"   67",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-09","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   89",",,7","   11",",,7",,,"   33",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-10","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   94",",,7","  -50",",,7",,,"    6",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-11","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"  128",",,7","  -17",",,7",,,"   22",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-12","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"  150",",,7","  -22",",,7",,,"  139",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-14","47.4829","-118.2519","658.1","HARRINGTON, WA US","   91",",,7,1700",,,,,"  183",",,7","  -22",",,7",,,"   33",",,7,1700",,,,,,,,,,,,,,,,
"USC00453515","2018-03-15","47.4829","-118.2519","658.1","HARRINGTON, WA US","    0",",,7,1700",,,,,"   72",",,7","  -11",",,7",,,"   -6",",,7,1700",,,,,,,,,,,,,,,,
