"USC00302169","2017-12-31","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,," -111",",,7"," -228",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-01","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  -78",",,7"," -228",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-02","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,"   25",",,7,","   25",",,7,","  -50",",,7"," -222",",,7",,,"    2",",,7",,,,,,,,,"   25",",,7",,,,,,,,," -133",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-03","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  -39",",,7"," -222",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-04","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    8",",,7,0700","    8",",,7,","   25",",,7,","  -72",",,7"," -194",",,7",,,,,,,,,,,,,,,,,,,,,,," -144",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-05","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","   25",",,7,"," -144",",,7"," -189",",,7",,,,,,,,,,,,,,,,,,,,,,," -189",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-06","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,," -100",",,7"," -244",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-07","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  -72",",,7"," -244",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-08","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,"    0",",,7,","   25",",,7,","   17",",,7"," -111",",,7",,,"    3",",,7",,,,,,,,,"    0",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-09","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","   30",",,7,0700","   13",",,7,","   25",",,7,","   11",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,"    0",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-10","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","   25",",,7,","   33",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,," -106",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-11","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  111",",,7"," -106",",,7",,,,,,,,,,,,,,,,,,,,,,,"   61",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-12","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  167",",,7","   61",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-13","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  167",",,7"," -111",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-14","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  -94",",,7"," -172",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-15","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  -44",",,7"," -178",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-16","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,"   25",",,7,","   25",",,7,","  -28",",,7","  -78",",,7",,,"    5",",,7",,,,,,,,,"  472",",,7",,,,,,,,,"  -56",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-17","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","   86",",,7,0700","   20",",,7,","   25",",,7,","  -22",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -56",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-18","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","   25",",,7,","  -56",",,7"," -222",",,7",,,,,,,,,,,,,,,,,,,,,,," -222",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-19","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","   25",",,7,","   11",",,7"," -222",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-20","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"   78",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-21","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"   78",",,7"," -183",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-22","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,"    0",",,7,","    0",",,7,","   61",",,7","    6",",,7",,,"    3",",,7",,,,,,,,,"    0",",,7",,,,,,,,,"    6",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-23","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  106",",,7","  -28",",,7",,,,,,,,,,,,,,,,,,,,,,,"   39",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-24","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","  229",",,7,0700","    0",",,7,","    0",",,7,","   39",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -28",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-25","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  -28",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -94",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-26","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","    0",",,7,","   28",",,7","  -94",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -39",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-27","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  111",",,7","  -39",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-28","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  111",",,7"," -133",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-01-29","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","    0",",,7,","   56",",,7","  -72",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-30","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  -11",",,7"," -122",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -33",",,7,0700",,,,,,,,,,
"USC00302169","2018-01-31","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","    0",",,7,","  -17",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,," -122",",,7,0700",,,,,,,,,,
"USC00302169","2018-02-01","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0","T,,7,0700","    0","T,,7,","    0",",,7,","   39",",,7"," -128",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -67",",,7,0700",,,,,,,,,,
"USC00302169","2018-02-02","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    8",",,7,0700","   25",",,7,","   25",",,7,","  -67",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -94",",,7,0700",,,,,,,,,,
"USC00302169","2018-02-03","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"  -22",",,7"," -100",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-02-04","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US",,,,,,,"    0",",,7"," -167",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00302169","2018-02-05","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","  127",",,7,0700","   51",",,7,","   51",",,7,","  -67",",,7"," -161",",,7",,,,,,,,,,,,,,,,,,,,,,,"  -72",",,7,0700",,,,,,,,,,
"USC00302169","2018-02-06","42.0772","-74.9827","365.8","DOWNSVILLE DAM, NY US","    0",",,7,0700","    0",",,7,","   51",",,7,","  -17",",,7"," -117",",,7",,,,,,,,,,,,,,,,,,,,,,," -117",",,7,0700",,,,,,,,,,
