"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00093821","2018-07-07","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  178",",,W",,,,,"   39",",,W",,,,,,,,,,,,,"  246","H,,S",,,,,,,"   60",",,W","   70",",,W",,,,,,,,,"   67",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-08","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  200",",,W",,,,,"   18",",,W",,,,,,,,,,,,,"  264","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-09","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  233",",,W",,,,,"   28",",,W",,,,,,,,,,,,,"  282","H,,S",,,,,,,"  250",",,W","  270",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-10","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  244",",,W",,,,,"   24",",,W",,,,,,,,,,,,,"  294","H,,S",,,,,,,"  270",",,W","  280",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-11","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  250",",,W",,,,,"   38",",,W",,,,,,,,,,,,,"  292","H,,S",,,,,,,"   10",",,W","  360",",,W",,,,,,,,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-12","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  206",",,W",,,,,"   30",",,W",,,,,,,,,,,,,"  268","H,,S",,,,,,,"   10",",,W","   10",",,W",,,,,,,,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-13","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  200",",,W",,,,,"   14",",,W",,,,,,,,,,,,,"  269","H,,S",,,,,,,"  340",",,W","   20",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-14","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","    0",",,W,2400","    0",",,W","    0",",,W","  350",",,W","  222",",,W",,,,,"   19",",,W",,,,,,,,,,,,,"  289","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-15","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","   94",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  228",",,W",,,,,"   21",",,W",,,,,,,,,,,,,"  266","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093821","2018-07-16","38.1811","-85.7391","148.7","LOUISVILLE INTERNATIONAL AIRPORT, KY US","   64",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  233",",,W",,,,,"   27",",,W",,,,,,,,,,,,,"  254","H,,S",,,,,,,"  290",",,W","  260",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
