"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00013871","2018-07-16","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  217",",,W","   20",",,W",,,,,,,,,,,"  230",",,W","  230",",,W",,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-17","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  228",",,W","   18",",,W",,,,,,,,,,,"  230",",,W","  220",",,W",,,"   63",",,W","   76",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-18","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  228",",,W","   11",",,W",,,,,,,,,,,"   50",",,W","   20",",,W",,,"   45",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-19","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","  145",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  211",",,W","   20",",,W",,,,,,,,,,,"   60",",,W","   60",",,W",,,"   94",",,W","  125",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-20","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  211",",,W","   16",",,W",,,,,,,,,,,"   70",",,W","   80",",,W",,,"   40",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-21","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   15",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  217",",,W","   20",",,W",,,,,,,,,,,"   50",",,W","   50",",,W",,,"   89",",,W","  121",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-22","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    5",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  206",",,W","   33",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,"   76",",,W","   98",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-23","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   10",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  200",",,W","   16",",,W",,,,,,,,,,,"  360",",,W","  330",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-24","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","  114",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  200",",,W","   14",",,W",,,,,,,,,,,"   20",",,W","   30",",,W",,,"   94",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-25","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  206",",,W","   12",",,W",,,,,,,,,,,"   10",",,W","   30",",,W",,,"   58",",,W","   89",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-26","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  189",",,W","    8",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-27","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  194",",,W","   15",",,W",,,,,,,,,,,"  230",",,W","  250",",,W",,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-28","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  206",",,W","   18",",,W",,,,,,,,,,,"  360",",,W","   20",",,W",,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-29","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  189",",,W","   14",",,W",,,,,,,,,,,"  240",",,W","  330",",,W",,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-30","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    3",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  189",",,W","   21",",,W",,,,,,,,,,,"  100",",,W","   50",",,W",,,"   54",",,W","   81",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-07-31","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   86",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  211",",,W","   21",",,W",,,,,,,,,,,"  230",",,W","  230",",,W",,,"   76",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-01","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","  442",",,W,2400","    0",",,H","    0",",,H","  239",",,W","  211",",,W","   16",",,W",,,,,,,,,,,"  360",",,W","   10",",,W",,,"   40",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-02","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","  183",",,W,2400","    0",",,H",,,"  267",",,W","  206",",,W","    8",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   31",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-03","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  200",",,W","    7",",,W",,,,,,,,,,,"  270",",,W","  260",",,W",,,"   40",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-04","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    3",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  206",",,W","   10",",,W",,,,,,,,,,,"  240",",,W","  220",",,W",,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-05","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W","   10",",,W",,,,,,,,,,,"  160",",,W",,,,,"   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-06","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H",,,"  344",",,W","  222",",,W","   11",",,W",,,,,,,,,,,"  240",",,W","  240",",,W",,,"   54",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-07","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  222",",,W","   14",",,W",,,,,,,,,,,"  180",",,W","  190",",,W",,,"   63",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-08","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   18",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W","   24",",,W",,,,,,,,,,,"  230",",,W","  270",",,W",,,"   72",",,W","   98",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-09","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   89",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  217",",,W","   14",",,W",,,,,,,,,,,"  250",",,W","  250",",,W",,,"  103",",,W","  134",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-10","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    8",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  206",",,W","   22",",,W",,,,,,,,,,,"  220",",,W","  230",",,W",,,"   63",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-11","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W","   17",",,W",,,,,,,,,,,"  340",",,W","  350",",,W",,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-12","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  200",",,W","   16",",,W",,,,,,,,,,,"  320",",,W","  350",",,W",,,"   54",",,W","   63",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-13","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  217",",,W","   11",",,W",,,,,,,,,,,"  350",",,W","  360",",,W",,,"   40",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-14","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  194",",,W","   12",",,W",,,,,,,,,,,"   30",",,W","  330",",,W",,,"   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-15","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    8",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  200",",,W","    8",",,W",,,,,,,,,,,"  270",",,W","  270",",,W",,,"   72",",,W","  103",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-16","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  206",",,W","   13",",,W",,,,,,,,,,,"  190",",,W","  200",",,W",,,"   45",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-17","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   91",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  222",",,W","   18",",,W",,,,,,,,,,,"  190",",,W","  180",",,W",,,"   72",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-18","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   25",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  233",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  210",",,W",,,"   67",",,W","   89",",,W",,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-19","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   56",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  222",",,W","   30",",,W",,,,,,,,,,,"  250",",,W","  250",",,W",,,"   72",",,W","   85",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-20","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  306",",,W","  222",",,W","   22",",,W",,,,,,,,,,,"  200",",,W","  210",",,W",,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-21","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  306",",,W","  211",",,W","   30",",,W",,,,,,,,,,,"  240",",,W","  230",",,W",,,"   72",",,W","   98",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-22","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  189",",,W","   20",",,W",,,,,,,,,,,"  360",",,W","  340",",,W",,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-23","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  300",",,W","  172",",,W","   21",",,W",,,,,,,,,,,"  360",",,W","  360",",,W",,,"   58",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-24","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  172",",,W","   27",",,W",,,,,,,,,,,"  100",",,W","  100",",,W",,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-25","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  200",",,W","   22",",,W",,,,,,,,,,,"  100",",,W","   90",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-26","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  206",",,W","   20",",,W",,,,,,,,,,,"   70",",,W","  100",",,W",,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-27","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W","   14",",,W",,,,,,,,,,,"  110",",,W","   90",",,W",,,"   72",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-28","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  211",",,W","    9",",,W",,,,,,,,,,,"  150",",,W","  190",",,W",,,"   40",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-29","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  322",",,W","  217",",,W","   14",",,W",,,,,,,,,,,"  120",",,W","  120",",,W",,,"   54",",,W","   72",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-30","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W","   19",",,W",,,,,,,,,,,"  120",",,W","  130",",,W",,,"   58",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-08-31","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  211",",,W","   19",",,W",,,,,,,,,,,"  280",",,W","  290",",,W",,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-01","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  222",",,W","   28",",,W",,,,,,,,,,,"  120",",,W","  150",",,W",,,"   67",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-02","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  217",",,W","   26",",,W",,,,,,,,,,,"  100",",,W","   80",",,W",,,"   63",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-03","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  328",",,W","  217",",,W","   26",",,W",,,,,,,,,,,"   90",",,W","   80",",,W",,,"   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-04","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","   13",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  217",",,W","   22",",,W",,,,,,,,,,,"   60",",,W","  100",",,W",,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-05","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0","T,,W,2400","    0",",,H","    0",",,H","  300",",,W","  228",",,W","   23",",,W",,,,,,,,,,,"   90",",,W","  100",",,W",,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-06","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  233",",,W","   24",",,W",,,,,,,,,,,"  140",",,W","  130",",,W",,,"   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-07","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  217",",,W","   18",",,W",,,,,,,,,,,"  110",",,W","  180",",,W",,,"   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013871","2018-09-08","33.5872","-85.8556","181.1","ANNISTON METROPOLITAN AIRPORT, AL US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  222",",,W","   13",",,W",,,,,,,,,,,"  230",",,W","  270",",,W",,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
