"FIE00141989","2018-04-01","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   20",",,E","  -40",",,E"
"FIE00141989","2018-04-02","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   12",",,E","  -18",",,E"
"FIE00141989","2018-04-03","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   21",",,E","  -40",",,E"
"FIE00141989","2018-04-04","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   29",",,E","  -40",",,E"
"FIE00141989","2018-04-05","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   31",",,E","   11",",,E"
"FIE00141989","2018-04-06","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   38",",,E","    6",",,E"
"FIE00141989","2018-04-07","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   42",",,E","   -2",",,E"
"FIE00141989","2018-04-08","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   50",",,E","   14",",,E"
"FIE00141989","2018-04-09","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   80",",,E","   13",",,E"
"FIE00141989","2018-04-10","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   59",",,E","    1",",,E"
"FIE00141989","2018-04-11","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   63",",,E","    1",",,E"
"FIE00141989","2018-04-12","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   71",",,E","  -10",",,E"
"FIE00141989","2018-04-13","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   91",",,E","   -8",",,E"
"FIE00141989","2018-04-14","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","  100",",,E","   17",",,E"
"FIE00141989","2018-04-15","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   60",",,E","   20",",,E"
"FIE00141989","2018-04-16","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   90",",,E","   25",",,E"
"FIE00141989","2018-04-17","59.8692","22.1967","8.0","KEMIONSAARI VANO, FI","   46",",,E","   -5",",,E"
