"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USC00129670","2018-05-15","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  226",",,7,0800","    0",",,7,","    0",",,7,0800","  306",",,7","  167",",,7",,,,,,,"   61",",,7,0800",,,,,,,,,"  172",",,7","  322",",,7","  178",",,7,0800",,,"  183",",,7","  150",",,7","  244",",,7","  206",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-16","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  228",",,7","  139",",,7",,,,,,,"   25",",,7,0800",,,,,,,,,"  150",",,7","  261",",,7","  161",",,7,0800",,,"  183",",,7","  167",",,7","  233",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-17","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  261",",,7","  122",",,7",,,,,,,"   56",",,7,0800",,,,,,,,,"  150",",,7","  300",",,7","  133",",,7,0800",,,"  183",",,7","  161",",,7","  244",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-18","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  272",",,7","  133",",,7",,,,,,,"   76",",,7,0800",,,,,,,,,"  139",",,7","  306",",,7","  156",",,7,0800",,,"  189",",,7","  161",",,7","  244",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-19","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   84",",,7,0800","    0",",,7,","    0",",,7,0800","  211",",,7","  139",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,"  128",",,7","  211",",,7","  156",",,7,0800",,,"  183",",,7","  161",",,7","  211",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-20","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   56",",,7,0800","    0",",,7,","    0",",,7,0800","  239",",,7","  128",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,"  150",",,7","  283",",,7","  139",",,7,0800",,,"  183",",,7","  156",",,7","  233",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-21","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  189",",,7","  139",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,"  150",",,7","  228",",,7","  156",",,7,0800",,,"  178",",,7","  161",",,7","  217",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-22","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  206",",,7","  139",",,7",,,,,,,"   46",",,7,0800",,,,,,,,,"  150",",,7","  211",",,7","  183",",,7,0800",,,"  178",",,7","  161",",,7","  200",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-23","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  233",",,7","  111",",,7",,,,,,,"   41",",,7,0800",,,,,,,,,"  139",",,7","  306",",,7","  139",",,7,0800",,,"  178",",,7","  161",",,7","  244",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-24","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  267",",,7","  106",",,7",,,,,,,"   56",",,7,0800",,,,,,,,,"  139",",,7","  339",",,7","  144",",,7,0800",,,"  172",",,7","  156",",,7","  272",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-25","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  106",",,7",,,,,,,"  107",",,7,0800",,,,,,,,,"  156",",,7","  344",",,7","  167",",,7,0800",,,"  189",",,7","  161",",,7","  289",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-26","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  322",",,7","  167",",,7",,,,,,,"  183",",,7,0800",,,,,,,,,"  161",",,7","  361",",,7","  211",",,7,0800",,,"  233",",,7","  172",",,7","  294",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-27","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   28",",,7,0800","    0",",,7,","    0",",,7,0800","  289",",,7","  178",",,7",,,,,,,"   48",",,7,0800",,,,,,,,,"  200",",,7","  344",",,7","  239",",,7,0800",,,"  222",",,7","  167",",,7","  278",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-28","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  344",",,7","  178",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,"  206",",,7","  378",",,7","  278",",,7,0800",,,"  222",",,7","  189",",,7","  294",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-29","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  350",",,7","  200",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,"  211",",,7","  378",",,7","  239",",,7,0800",,,"  228",",,7","  206",",,7","  339",",,7","  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-30","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  339",",,7","  233",",,7",,,,,,,"   76",",,7,0800",,,,,,,,,"  183",",,7","  339",",,7","  244",",,7,0800",,,"  233",",,7","  200",",,7","  306",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-05-31","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  135",",,7,0800","    0",",,7,","    0",",,7,0800","  339",",,7","  200",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,"  211",",,7","  306",",,7","  206",",,7,0800",,,"  233",",,7","  200",",,7","  272",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-01","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  203",",,7,0800","    0",",,7,","    0",",,7,0800","  339",",,7","  183",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,"  206",",,7","  356",",,7","  200",",,7,0800",,,"  228",",,7","  200",",,7","  289",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-02","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  289",",,7","  117",",,7",,,,,,,"    0",",,7,0800",,,,,,,,,"  161",",,7","  350",",,7","  144",",,7,0800",,,"  222",",,7","  200",",,7","  289",",,7","  250",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-03","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  256",",,7","  144",",,7",,,,,,,"   33",",,7,0800",,,,,,,,,"  156",",,7","  294",",,7","  194",",,7,0800",,,"  217",",,7","  194",",,7","  267",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-04","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  267",",,7","  122",",,7",,,,,,,"   79",",,7,0800",,,,,,,,,"  150",",,7","  311",",,7","  150",",,7,0800",,,"  167",",,7","  189",",,7","  267",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-05","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  250",",,7","  150",",,7",,,,,,,"   66",",,7,0800",,,,,,,,,"  144",",,7","  306",",,7","  178",",,7,0800",,,"  250",",,7","  183",",,7","  289",",,7","  228",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-06","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    8",",,7,0800","    0",",,7,","    0",",,7,0800","  261",",,7","   83",",,7",,,,,,,"   61",",,7,0800",,,,,,,,,"  122",",,7","  300",",,7","  128",",,7,0800",,,"  200",",,7","  189",",,7","  272",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-07","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  250",",,7","  128",",,7",,,,,,,"   58",",,7,0800",,,,,,,,,"  128",",,7","  317",",,7","  183",",,7,0800",,,"  189",",,7","  161",",,7","  272",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-08","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  306",",,7","  167",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,"  189",",,7","  356",",,7","  189",",,7,0800",,,"  217",",,7","  189",",,7","  294",",,7","  228",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-09","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  251",",,7,0800","    0",",,7,","    0",",,7,0800","  267",",,7","  183",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,"  183",",,7","  278",",,7","  200",",,7,0800",,,"  228",",,7","  194",",,7","  272",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-10","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   36",",,7,0800","    0",",,7,","    0",",,7,0800","  272",",,7","  183",",,7",,,,,,,"   48",",,7,0800",,,,,,,,,"  200",",,7","  306",",,7","  189",",,7,0800",,,"  222",",,7","  200",",,7","  267",",,7","  228",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-11","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   36",",,7,0800","    0",",,7,","    0",",,7,0800","  222",",,7","  172",",,7",,,,,,,"   28",",,7,0800",,,,,,,,,"  189",",,7","  239",",,7","  178",",,7,0800",,,"  228",",,7","  200",",,7","  239",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-12","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    5",",,7,0800","    0",",,7,","    0",",,7,0800","  222",",,7","  172",",,7",,,,,,,"   15",",,7,0800",,,,,,,,,"  189",",,7","  233",",,7","  194",",,7,0800",,,"  217",",,7","  228",",I,7","  228",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-13","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  256",",,7","  194",",,7",,,,,,,"   23",",,7,0800",,,,,,,,,"  200",",,7","  283",",,7","  211",",,7,0800",,,"  211",",,7","  183",",,7","  306",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-14","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  267",",,7","  117",",,7",,,,,,,"   58",",,7,0800",,,,,,,,,"  161",",,7","  339",",,7","  144",",,7,0800",,,"  239",",,7","  194",",,7","  278",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-15","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  267",",,7","  117",",,7",,,,,,,"   56",",,7,0800",,,,,,,,,"  161",",,7","  322",",,7","  183",",,7,0800",,,"  206",",,7","  183",",,7","  272",",,7","  211",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-16","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  306",",,7","  183",",,7",,,,,,,"   58",",,7,0800",,,,,,,,,"  189",",,7","  361",",,7","  239",",,7,0800",,,"  211",",,7","  194",",,7","  300",",,7","  233",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-17","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  328",",,7","  222",",,7",,,,,,,"   76",",,7,0800",,,,,,,,,"  222",",,7","  389",",,7","  272",",,7,0800",,,"  239",",,7","  206",",,7","  322",",,7","  244",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-18","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  339",",,7","  239",",,7",,,,,,,"   36",",,7,0800",,,,,,,,,"  250",",,7","  400",",,7","  256",",,7,0800",,,"  256",",,7","  222",",,7","  333",",,7","  256",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-19","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  122",",,7,0800","    0",",,7,","    0",",,7,0800","  339",",,7","  211",",,7",,,,,,,"  122",",,7,0800",,,,,,,,,"  239",",,7","  394",",,7","  217",",,7,0800",,,"  294",",,7","  228",",,7","  333",",,7","  267",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-20","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  191",",,7,0800","    0",",,7,","    0",",,7,0800","  306",",,7","  206",",,7",,,,,,,"   51",",,7,0800",,,,,,,,,"  228",",,7","  367",",,7","  217",",,7,0800",,,"  278",",,7","  228",",,7","  306",",,7","  261",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-21","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    3",",,7,0800","    0",",,7,","    0",",,7,0800","  278",",,7","  194",",,7",,,,,,,"   28",",,7,0800",,,,,,,,,"  206",",,7","  306",",,7","  194",",,7,0800",,,"  244",",,7","  233",",I,7","  283",",,7","  239",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-22","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  300",",,7,0800","    0",",,7,","    0",",,7,0800","  200",",,7","  178",",,7",,,,,,,"   30",",,7,0800",,,,,,,,,"  183",",,7","  211",",,7","  178",",,7,0800",,,"  222",",,7","  200",",,7","  244",",,7","  222",",I,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-23","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  137",",,7,0800","    0",",,7,","    0",",,7,0800","  222",",,7","  178",",,7",,,,,,,"   10",",,7,0800",,,,,,,,,"  183",",,7","  239",",,7","  178",",,7,0800",,,"  222",",,7","  200",",,7","  250",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-24","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    8",",,7,0800","    0",",,7,","    0",",,7,0800","  233",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-25","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  278",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-26","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  261",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-27","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  256",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-28","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  261",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-29","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  300",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,"  250",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-06-30","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  322",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-01","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  328",",,7","  222",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-02","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    5",",,7,0800","    0",",,7,","    0",",,7,0800","  328",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,"  267",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-03","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-04","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  333",",,7","  200",",,7",,,,,,,"   61",",,7,0800",,,,,,,,,"  217",",,7","  389",",,7","  228",",,7,0800",,,"  261",",,7",,,"  350",",,7","  272",",,7",,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-05","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  333",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-06","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-07","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-08","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  272",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-09","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  156",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-10","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  317",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-11","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   36",",,7,0800","    0",",,7,","    0",",,7,0800","  317",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-12","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  317",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-13","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  294",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-14","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  317",",,7","  161",",,7",,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-15","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  300",",,7","  200",",,7",,,,,,,,,,,,,,,,,,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-16","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  322",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-17","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  208",",,7,0800","    0",",,7,","    0",",,7,0800","  317",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-18","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  289",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-19","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,","    0",",,7,0800","  283",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,"  172",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-20","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-21","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   76",",,7,0800","    0",",,7,0800","    0",",,7,0800","  294",",,7","  189",",,7",,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-22","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  194",",,7",,,,,,,,,,,,,,,,,,,,,"  206",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-23","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","  132",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  167",",,7",,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-24","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-25","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-26","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  172",",,7",,,,,,,,,,,,,,,,,,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-27","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  139",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-28","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-29","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-30","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  133",",,7",,,,,,,,,,,,,,,,,,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00129670","2018-07-31","41.0267","-86.5866","210.3","WINAMAC 2 SSE, IN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
