"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SIE00115196","2018-03-04","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","   33",",,E","  -22",",,E"
"SIE00115196","2018-03-05","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","  104",",,E","    3",",,E","  -21",",,E"
"SIE00115196","2018-03-06","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   24",",,E","   42",",,E","  -20",",,E"
"SIE00115196","2018-03-07","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   37",",,E","  111",",,E","  -15",",,E"
"SIE00115196","2018-03-08","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","  109",",,E","   13",",,E"
"SIE00115196","2018-03-09","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","  131",",,E","  -17",",,E"
"SIE00115196","2018-03-10","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","  141",",,E","    3",",,E"
"SIE00115196","2018-03-11","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    1",",,E","  150",",,E","    1",",,E"
"SIE00115196","2018-03-12","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","  158",",,E","   76",",,E"
"SIE00115196","2018-03-13","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   95",",,E","  170",",,E","   32",",,E"
"SIE00115196","2018-03-14","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   97",",,E","  146",",,E","   46",",,E"
"SIE00115196","2018-03-15","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   87",",,E","  150",",,E","   50",",,E"
"SIE00115196","2018-03-16","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   55",",,E","  122",",,E","   59",",,E"
"SIE00115196","2018-03-17","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","  143",",,E","   62",",,E","   25",",,E"
"SIE00115196","2018-03-18","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   11",",,E","   26",",,E","  -33",",,E"
"SIE00115196","2018-03-19","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   14",",,E","  -13",",,E","  -40",",,E"
"SIE00115196","2018-03-20","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","   30",",,E","  -35",",,E"
"SIE00115196","2018-03-21","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","   42",",,E","  -21",",,E"
"SIE00115196","2018-03-22","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","   55",",,E","  -54",",,E"
"SIE00115196","2018-03-23","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","   57",",,E","  -37",",,E"
"SIE00115196","2018-03-24","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","   95",",,E","   11",",,E"
"SIE00115196","2018-03-25","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","   57",",,E","  -20",",,E"
"SIE00115196","2018-03-26","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   14",",,E","  109",",,E","  -28",",,E"
"SIE00115196","2018-03-27","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   54",",,E","  115",",,E","   28",",,E"
"SIE00115196","2018-03-28","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","    0",",,E","  130",",,E","   -4",",,E"
"SIE00115196","2018-03-29","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","  127",",,E","  127",",,E","   87",",,E"
"SIE00115196","2018-03-30","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   10",",,E","  153",",,E","   55",",,E"
"SIE00115196","2018-03-31","46.7","16.2","188.0","MURSKA SOBOTA RAKICAN, SI","   69",",,E","  140",",,E","   72",",,E"
