"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00116837","2018-04-13","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  144",",,7",,,"  144",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-14","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","  140",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  144",",,7",,,"  172",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-15","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","   43",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   22",",,7",,,"   33",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-16","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0","T,,7,0700","    0","T,,7","    0",",,7","   56",",,7","  -11",",,7",,,"  -11",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-17","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","   78",",,7","  -17",",,7",,,"  -11",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-18","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  150",",,7","  -11",",,7",,,"   44",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-19","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  128",",,7","   17",",,7",,,"   17",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-20","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  139",",,7","  -33",",,7",,,"  -11",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-21","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  161",",,7","  -11",",,7",,,"   61",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-22","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   56",",,7",,,"  100",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-23","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  178",",,7",,,,,"  100",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-24","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    3",",,7,0700","    0",",,7","    0",",,7","  206",",,7",,,,,"  128",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-25","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  233",",,7","  111",",,7",,,"  122",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-26","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   44",",,7",,,"   56",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-27","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  217",",,7","   56",",,7",,,"   94",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-28","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   44",",,7",,,"   78",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-29","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","    0",",,7",,,"  100",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-04-30","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   17",",,7",,,"  117",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-05-01","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  117",",,7",,,"  172",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-05-02","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  172",",,7",,,"  217",",,7,0700",,,,,,,,,,,,
"USC00116837","2018-05-03","39.62001","-90.80334","204.2","PITTSFIELD NUMBER 2, IL US","   64",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  172",",,7",,,"  178",",,7,0700",,,,,,,,,,,,
