"USC00214106","2018-03-13","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  330",",,7,","   11",",,7"," -161",",,7",,,,,,,,," -161",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-14","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  305",",,7,","   28",",,7"," -172",",,7",,,,,,,,,"  -56",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-15","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  279",",,7,","   61",",,7","  -89",",,7",,,,,,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-16","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  254",",,7,","   22",",,7"," -139",",,7",,,,,,,,," -139",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-17","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  254",",,7,","   61",",,7"," -144",",,7",,,,,,,,," -117",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-18","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  229",",,7,","   83",",,7"," -122",",,7",,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-19","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  203",",,7,","   33",",,7","  -28",",,7",,,,,,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-20","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","   23",",,7,0700","   13",",,7,","  229",",,7,","   33",",,7","  -50",",,7",,,,,,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-21","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  203",",,7,","   11",",,7","  -56",",,7",,,,,,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-22","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  203",",,7,","   17",",,7","  -39",",,7",,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-23","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  178",",,7,","   39",",,7"," -106",",,7",,,,,,,,," -106",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-24","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  178",",,7,","   39",",,7"," -106",",,7",,,,,,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-25","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  178",",,7,","   44",",,7","  -50",",,7",,,,,,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-26","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","   10",",,7,0700","    5",",,7,","  178",",,7,","   39",",,7","  -28",",,7",,,,,,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-27","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","   81",",,7,0700","  102",",,7,","  279",",,7,","    6",",,7","  -22",",,7",,,,,,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,
"USC00214106","2018-03-28","47.2255","-95.1919","454.2","ITASCA UNIVERSITY OF MINN, MN US","    0",",,7,0700","    0",",,7,","  178",",,7,","   89",",,7","  -22",",,7",,,,,,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,
