"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN31","SN31_ATTRIBUTES","SN33","SN33_ATTRIBUTES","SX31","SX31_ATTRIBUTES","SX33","SX33_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00415013","2017-02-12","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  328",",,7","   39",",,7",,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-13","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","   91",",,7,0600","    0",",,7","    0",",,7","  156",",,7","   11",",,7",,,,,,,,,"   11",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-14","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","  229",",,7,0600","    0",",,7","    0",",,7","   39",",,7","   11",",,7",,,,,,,,,"   11",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-15","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","   50",",,7","    0",",,7",,,,,,,,,"    0",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-16","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  133",",,7","    0",",,7",,,,,,,,,"    6",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-17","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  167",",,7","    6",",,7",,,,,,,,,"   28",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-18","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  217",",,7","   28",",,7",,,,,,,,,"   44",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-19","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  222",",,7","   44",",,7",,,,,,,,,"  122",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-20","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    8",",,7,0600","    0",",,7","    0",",,7","  200",",,7","   33",",,7",,,,,,,,,"   33",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-21","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  206",",,7","   33",",,7",,,,,,,,,"   44",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-22","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  261",",,7","   44",",,7",,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-23","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  294",",,7","   56",",,7",,,,,,,,,"   56",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-24","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","   17",",,7",,,,,,,,,"   17",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-25","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  167",",,7","  -33",",,7",,,,,,,,,"  -33",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-26","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  133",",,7","  -33",",,7",,,,,,,,,"   22",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-27","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  194",",,7","   11",",,7",,,,,,,,,"   11",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-02-28","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  239",",,7","   11",",,7",,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-01","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  244",",,7","   28",",,7",,,,,,,,,"   28",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-02","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  144",",,7","  -22",",,7",,,,,,,,,"  -22",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-03","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  167",",,7","  -33",",,7",,,,,,,,,"   -6",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-04","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  167",",,7","   -6",",,7",,,,,,,,,"   44",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-05","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  178",",,7","   44",",,7",,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-06","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  261",",,7","  111",",,7",,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-07","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","   44",",,7",,,,,,,,,"   44",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-08","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  178",",,7","   17",",,7",,,,,,,,,"   17",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-09","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  256",",,7","   17",",,7",,,,,,,,,"  139",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-10","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","   67",",,7",,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-11","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  194",",,7","   67",",,7",,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-12","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  222",",,7","   22",",,7",,,,,,,,,"   22",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-13","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  144",",,7","   22",",,7",,,,,,,,,"   28",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-14","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  206",",,7","   28",",,7",,,,,,,,,"   28",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-15","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","   28",",,7",,,,,,,,,"   39",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-16","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  233",",,7","   39",",,7",,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-17","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","   67",",,7",,,,,,,,,"   83",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-18","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  311",",,7","   67",",,7",,,,,,,,,"   89",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-19","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","   89",",,7",,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-20","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  100",",,7",,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-21","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  344",",,7","  106",",,7",,,,,,,,,"  106",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-22","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  344",",,7","  100",",,7",,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-24","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0","T,,7,0600","    0",",,7","    0",",,7","  261",",,7","   78",",,7",,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-25","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  217",",,7","   56",",,7",,,,,,,,,"   56",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-26","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  239",",,7","   56",",,7",,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-27","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  261",",,7","   50",",,7",,,,,,,,,"   50",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-28","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  244",",,7","   50",",,7",,,,,,,,,"  106",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-29","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    8",",,7,0600","    0",",,7","    0",",,7","  283",",,7","   61",",,7",,,,,,,,,"   61",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-30","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  122",",,7","   22",",,7",,,,,,,,,"   22",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-03-31","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","   22",",,7",,,,,,,,,"   50",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-01","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","   50",",,7",,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-02","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  172",",,7","   56",",,7",,,,,,,,,"   56",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-03","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","  160",",,7,0600","    0",",,7","    0",",,7","  122",",,7","   56",",,7",,,,,,,,,"   56",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-04","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  261",",,7","   56",",,7",,,,,,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-05","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  233",",,7","   39",",,7",,,,,,,,,"   39",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-06","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  189",",,7","   22",",,7",,,,,,,,,"   22",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-07","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  239",",,7","   22",",,7",,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-08","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  256",",,7","   78",",,7",,,,,,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-09","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  333",",,7","   89",",,7",,,,,,,,,"  128",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-10","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  128",",,7",,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-11","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  239",",,7","  100",",,7",,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-12","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  244",",,7","  100",",,7",,,,,,,,,"  106",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-13","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","  323",",,7,0600","    0",",,7","    0",",,7","  211",",,7","  106",",,7",,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-14","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  250",",,7","  111",",,7",,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-15","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  244",",,7","  139",",,7",,,,,,,,,"  139",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-16","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  139",",,7",,,,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-17","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  283",",,7","  111",",,7",,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-18","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  111",",,7",,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-19","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  294",",,7","  111",",,7",,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-20","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  139",",,7",,,,,,,,,"  139",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-21","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","  139",",,7",,,,,,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-22","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  322",",,7","   78",",,7",,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-23","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  189",",,7","   39",",,7",,,,,,,,,"   50",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-24","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  217",",,7","   50",",,7",,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-25","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  328",",,7","   67",",,7",,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-26","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  117",",,7",,,,,,,,,"  117",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-27","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  211",",,7","   67",",,7",,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-28","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  311",",,7","   67",",,7",,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-29","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","   89",",,7",,,,,,,,,"   89",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-04-30","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","   25",",,7,0600","    0",",,7","    0",",,7","  128",",,7","   17",",,7",,,,,,,,,"   17",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-01","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  189",",,7","   17",",,7",,,,,,,,,"   28",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-02","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","   28",",,7",,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-03","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  339",",,7","   78",",,7",,,,,,,,,"  122",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-04","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  244",",,7","   61",",,7",,,,,,,,,"   61",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-05","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  250",",,7","   50",",,7",,,,,,,,,"   50",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-06","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  283",",,7","   44",",,7",,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-07","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  333",",,7","  111",",,7",,,,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-08","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  317",",,7","  144",",,7",,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-09","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  144",",,7",,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-10","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  172",",,7",,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00415013","2017-05-11","32.7228","-101.9456","903.7","LAMESA 1 SSE, TX US","    0",",,7,0600","    0",",,7","    0",",,7","  294",",,7","   72",",,7",,,,,,,,,"   72",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
