"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00003026","2018-07-06","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  311",",,W","  156",",,W","   50",",,W",,,,,,,,,"  130",",,W","  140",",,W","   98",",,W","  130",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00003026","2018-07-07","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  328",",,W","  172",",,W","   71",",,W",,,,,,,,,"  160",",,W","  170",",,W","  116",",,W","  165",",,W",,,,,,,,,,,,
"USW00003026","2018-07-08","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  339",",,W","  189",",,W","   75",",,W",,,,,,,,,"  190",",,W","  210",",,W","  116",",,W","  161",",,W",,,,,,,,,,,,
"USW00003026","2018-07-09","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  339",",,W","  161",",,W","   52",",,W",,,,,,,,,"  130",",,W","  120",",,W","   81",",,W","  134",",,W",,,,,,,,,,,,
"USW00003026","2018-07-10","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  339",",,W","  150",",,W","   66",",,W",,,,,,,,,"  170",",,W","  160",",,W","  112",",,W","  170",",,W",,,,,,,,,,,,
"USW00003026","2018-07-11","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  350",",,W","  172",",,W","   67",",,W",,,,,,,,,"  150",",,W","  160",",,W","  112",",,W","  179",",,W",,,,,,,,,,,,
"USW00003026","2018-07-12","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","   13",",,W",,,,,"  344",",,W","  172",",,W","   62",",,W",,,,,,,,,"  150",",,W","  150",",,W","  116",",,W","  170",",,W",,,,,"    1",",,W",,,,,,
"USW00003026","2018-07-13","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  306",",,W","  167",",,W","   43",",,W",,,,,,,,,"   40",",,W","   40",",,W","   76",",,W","  107",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00003026","2018-07-14","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  311",",,W","  150",",,W","   35",",,W",,,,,,,,,"  120",",,W","  100",",,W","   63",",,W","   98",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00003026","2018-07-15","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0","T,,W",,,,,"  328",",,W","  156",",,W","   43",",,W",,,,,,,,,"   30",",,W","   40",",,W","  107",",,W","  148",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,
"USW00003026","2018-07-16","39.24472","-102.28417","1277.7","BURLINGTON CARSON AIRPORT, CO US","    0",",,W",,,,,"  311",",,W","  189",",,W","   37",",,W",,,,,,,,,"  170",",,W","  150",",,W","   98",",,W","  143",",,W","    1",",,W","    1",",,W",,,,,,,,
