"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014847","2018-11-19","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   38",",,W,2400","   38",",,W","  130",",,W","  -38",",,W","  -99",",,W",,,,,"   26",",,W",,,,,,,,,"  -49","H,,S",,,,,,,"   60",",,W","   50",",,W",,,,,,,,,"   45",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-20","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   10",",,W,2400","   23",",,W","  150",",,W","  -43",",,W"," -143",",,W",,,,,"   29",",,W",,,,,,,,," -101","H,,S",,,,,,,"  250",",,W","  250",",,W",,,,,,,,,"  103",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-21","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    8",",,W,2400","   15",",,W","  180",",,W","  -32",",,W"," -171",",,W",,,,,"   38",",,W",,,,,,,,,"  -97","H,,S",,,,,,,"  330",",,W","  310",",,W",,,,,,,,,"  112",",,W","  179",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-22","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0","T,,W","  180",",,W","  -32",",,W"," -188",",,W",,,,,"   32",",,W",,,,,,,,," -127","H,,S",,,,,,,"  150",",,W","  150",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-23","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  150",",,W","   33",",,W","  -38",",,W",,,,,"   41",",,W",,,,,,,,,"  -10","H,,S",,,,,,,"  130",",,W","  140",",,W",,,,,,,,,"   67",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-24","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","  147",",,W,2400","    0",",,W","  130",",,W","   44",",,W","   28",",,W",,,,,"   31",",,W",,,,,,,,,"   35","H,,S",,,,,,,"  120",",,W","   90",",,W",,,,,,,,,"   58",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-25","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    5",",,W,2400","    0","T,,W","   80",",,W","   33",",,W","    0",",,W",,,,,"   56",",,W",,,,,,,,,"   24","H,,S",,,,,,,"  310",",,W","  290",",,W",,,,,,,,,"   81",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-26","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0","T,,W","   80",",,W","    0",",,W","  -38",",,W",,,,,"   47",",,W",,,,,,,,,"  -19","H,,S",,,,,,,"  320",",,W","  340",",,W",,,,,,,,,"   76",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-27","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0","T,,W","   80",",,W","  -27",",,W","  -55",",,W",,,,,"   55",",,W",,,,,,,,,"  -38","H,,S",,,,,,,"  330",",,W","  320",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-28","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    5",",,W","   80",",,W","    0",",,W","  -49",",,W",,,,,"   34",",,W",,,,,,,,,"  -24","H,,S",,,,,,,"  310",",,W","  340",",,W",,,,,,,,,"   63",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-29","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    5",",,W,2400","   10",",,W","   80",",,W","   17",",,W","  -16",",,W",,,,,"    5",",,W",,,,,,,,,"   -2","H,,S",,,,,,,"  110",",,W","  100",",,W",,,,,,,,,"   27",",,W","   36",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-11-30","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    3",",,W","   80",",,W","   22",",,W","  -10",",,W",,,,,"    8",",,W",,,,,,,,,"    0","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   31",",,W","   40",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-01","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","   80",",,W","   22",",,W","   11",",,W",,,,,"   18",",,W",,,,,,,,,"   13","H,,S",,,,,,,"   80",",,W","   90",",,W",,,,,,,,,"   54",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-02","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","  163",",,W,2400","  117",",,W","  100",",,W","   28",",,W","  -10",",,W",,,,,"   32",",,W",,,,,,,,,"   15","H,,S",,,,,,,"   50",",,W","   30",",,W",,,,,,,,,"   76",",,W","  125",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-03","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0","T,,W","  150",",,W","  -10",",,W","  -82",",,W",,,,,"   34",",,W",,,,,,,,,"  -23","H,,S",,,,,,,"  350",",,W","  350",",,W",,,,,,,,,"   58",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-04","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  150",",,W","    6",",,W"," -121",",,W",,,,,"   22",",,W",,,,,,,,,"  -58","H,,S",,,,,,,"  230",",,W","  260",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-05","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   28",",,W,2400","   48",",,W","  130",",,W","   -5",",,W","  -71",",,W",,,,,"   31",",,W",,,,,,,,,"  -37","H,,S",,,,,,,"  220",",,W","  210",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-06","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   69",",,W,2400","   86",",,W","  230",",,W","  -16",",,W"," -127",",,W",,,,,"   42",",,W",,,,,,,,,"  -33","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"   94",",,W","  143",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-07","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    3",",,W","  200",",,W","  -60",",,W"," -138",",,W",,,,,"   21",",,W",,,,,,,,," -106","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-08","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    5",",,W","  200",",,W","  -10",",,W"," -105",",,W",,,,,"   44",",,W",,,,,,,,,"  -56","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-09","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  200",",,W","  -10",",,W","  -66",",,W",,,,,"   42",",,W",,,,,,,,,"  -41","H,,S",,,,,,,"  250",",,W","  250",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-10","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  180",",,W","   11",",,W","  -21",",,W",,,,,"   28",",,W",,,,,,,,,"   -7","H,,S",,,,,,,"  240",",,W","  270",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-11","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    3",",,W","  180",",,W","   11",",,W","  -60",",,W",,,,,"   14",",,W",,,,,,,,,"   -7","H,,S",,,,,,,"  250",",,W","   70",",,W",,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-12","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0","T,,W","  180",",,W","   -5",",,W","  -71",",,W",,,,,"   36",",,W",,,,,,,,,"  -37","H,,S",,,,,,,"  120",",,W","  110",",,W",,,,,,,,,"   76",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-13","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  180",",,W","   17",",,W","   -5",",,W",,,,,"   34",",,W",,,,,,,,,"    1","H,,S",,,,,,,"  100",",,W","  100",",,W",,,,,,,,,"   58",",,W","   94",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-14","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    8",",,W,2400","    8",",,W","  150",",,W","   33",",,W","  -27",",,W",,,,,"   28",",,W",,,,,,,,,"   16","H,,S",,,,,,,"  200",",,W","  210",",,W",,,,,,,,,"   72",",,W","   98",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-15","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  150",",,W","   44",",,W","  -49",",,W",,,,,"   16",",,W",,,,,,,,,"   -8","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-16","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  150",",,W","   44",",,W","  -10",",,W",,,,,"   35",",,W",,,,,,,,,"    9","H,,S",,,,,,,"  300",",,W","  290",",,W",,,,,,,,,"  107",",,W","  174",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-17","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  150",",,W","   28",",,W","  -49",",,W",,,,,"   63",",,W",,,,,,,,,"   -1","H,,S",,,,,,,"  310",",,W","  310",",,W",,,,,,,,,"  125",",,W","  183",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-18","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  150",",,W","  -10",",,W","  -88",",,W",,,,,"   25",",,W",,,,,,,,,"  -51","H,,S",,,,,,,"  140",",,W","  100",",,W",,,,,,,,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-19","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0",",,W","  150",",,W","   56",",,W","  -32",",,W",,,,,"   21",",,W",,,,,,,,,"    1","H,,S",,,,,,,"  190",",,W","  200",",,W",,,,,,,,,"   45",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-20","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   33",",,W,2400","    0",",,W","  130",",,W","   39",",,W","   28",",,W",,,,,"   22",",,W",,,,,,,,,"   31","H,,S",,,,,,,"  130",",,W","  140",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-21","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   28",",,W,2400","   15",",,W","  130",",,W","   33",",,W","  -71",",,W",,,,,"   40",",,W",,,,,,,,,"    3","H,,S",,,,,,,"  360",",,W","  360",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-22","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  130",",,W","  -38",",,W"," -116",",,W",,,,,"   24",",,W",,,,,,,,,"  -74","H,,S",,,,,,,"  330",",,W","  350",",,W",,,,,,,,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-23","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   23",",,W,2400","   30",",,W","  130",",,W","  -43",",,W","  -99",",,W",,,,,"   27",",,W",,,,,,,,,"  -78","H,,S",,,,,,,"  100",",,W","  110",",,W",,,,,,,,,"   45",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-24","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    5",",,W,2400","    8",",,W","  150",",,W","  -16",",,W","  -66",",,W",,,,,"   12",",,W",,,,,,,,,"  -43","H,,S",,,,,,,"  310",",,W","  300",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-25","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","    3",",,W","  150",",,W","  -21",",,W","  -66",",,W",,,,,"    6",",,W",,,,,,,,,"  -36","H,,S",,,,,,,"  230",",,W","  220",",,W",,,,,,,,,"   31",",,W","   40",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-26","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0","T,,W","  150",",,W","   -5",",,W","  -77",",,W",,,,,"   20",",,W",,,,,,,,,"  -23","H,,S",,,,,,,"   10",",,W","  290",",,W",,,,,,,,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-27","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   91",",,W,2400","   33",",,W","  150",",,W","    0",",,W","  -77",",,W",,,,,"   55",",,W",,,,,,,,,"  -44","H,,S",,,,,,,"  100",",,W","  110",",,W",,,,,,,,,"   98",",,W","  161",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-28","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   71",",,W,2400","    0","T,,W","  150",",,W","   39",",,W"," -116",",,W",,,,,"   30",",,W",,,,,,,,,"    6","H,,S",,,,,,,"  340",",,W","   20",",,W",,,,,,,,,"   72",",,W","  116",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-29","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    3",",,W","  150",",,W","  -71",",,W"," -160",",,W",,,,,"   19",",,W",,,,,,,,," -124","H,,S",,,,,,,"   10",",,W","   20",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-30","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    3",",,W","  150",",,W","   -5",",,W","  -77",",,W",,,,,"   20",",,W",,,,,,,,,"  -53","H,,S",,,,,,,"  190",",,W","  190",",,W",,,,,,,,,"   58",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2018-12-31","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    5",",,W,2400","    3",",,W","  150",",,W","   17",",,W","  -66",",,W",,,,,"   25",",,W",,,,,,,,,"   -1","H,,S",,,,,,,"   20",",,W","   20",",,W",,,,,,,,,"   72",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-01","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0","T,,W","  150",",,W","  -66",",,W"," -149",",,W",,,,,"   29",",,W",,,,,,,,,"  -89","H,,S",,,,,,,"   10",",,W","  360",",,W",,,,,,,,,"   81",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-02","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   23",",,W,2400","   28",",,W","  150",",,W","  -49",",,W"," -110",",,W",,,,,"   24",",,W",,,,,,,,,"  -94","H,,S",,,,,,,"  250",",,W","  250",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-03","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   58",",,W,2400","   46",",,W","  180",",,W","   17",",,W","  -55",",,W",,,,,"   43",",,W",,,,,,,,,"  -43","H,,S",,,,,,,"  210",",,W","  210",",,W",,,,,,,,,"   94",",,W","  139",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-04","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  200",",,W","   33",",,W","  -38",",,W",,,,,"   20",",,W",,,,,,,,,"    2","H,,S",,,,,,,"  240",",,W","  240",",,W",,,,,,,,,"   54",",,W","   76",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-05","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    0","T,,W","  200",",,W","   22",",,W","  -38",",,W",,,,,"   20",",,W",,,,,,,,,"   -5","H,,S",,,,,,,"  320",",,W","  320",",,W",,,,,,,,,"   76",",,W","  116",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-06","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0","T,,W","  200",",,W","   17",",,W","  -88",",,W",,,,,"   33",",,W",,,,,,,,,"  -26","H,,S",,,,,,,"  320",",,W","  310",",,W",,,,,,,,,"   81",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-07","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","  340",",,W,2400","  312",",,W","  200",",,W","    0",",,W","  -88",",,W",,,,,"   54",",,W",,,,,,,,,"  -56","H,,S",,,,,,,"  110",",,W","  120",",,W",,,,,,,,,"  103",",,W","  174",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-08","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   15",",,W,2400","   15",",,W","  460",",,W","   28",",,W","  -27",",,W",,,,,"   50",",,W",,,,,,,,,"   10","H,,S",,,,,,,"  290",",,W","  280",",,W",,,,,,,,,"  112",",,W","  170",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-09","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","   53",",,W,2400","  122",",,W","  530",",,W","  -21",",,W"," -116",",,W",,,,,"   57",",,W",,,,,,,,,"  -36","H,,S",,,,,,,"  340",",,W","  310",",,W",,,,,,,,,"   89",",,W","  139",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-10","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  530",",,W","  -99",",,W"," -160",",,W",,,,,"   38",",,W",,,,,,,,," -121","H,,S",,,,,,,"  340",",,W","  330",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-11","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    3",",,W,2400","   13",",,W","  510",",,W","  -99",",,W"," -177",",,W",,,,,"   12",",,W",,,,,,,,," -137","H,,S",,,,,,,"   20",",,W","   30",",,W",,,,,,,,,"   36",",,W","   54",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-12","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0","T,,W","  480",",,W","  -82",",,W"," -155",",,W",,,,,"   16",",,W",,,,,,,,," -121","H,,S",,,,,,,"  130",",,W","   70",",,W",,,,,,,,,"   36",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-13","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0",",,W,2400","    0",",,W","  480",",,W","  -82",",,W"," -177",",,W",,,,,"   15",",,W",,,,,,,,," -137","H,,S",,,,,,,"  140",",,W","  100",",,W",,,,,,,,,"   31",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-14","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    8",",,W,2400","    5",",,W","  480",",,W","   -5",",,W"," -105",",,W",,,,,"   12",",,W",,,,,,,,,"  -72","H,,S",,,,,,,"  270",",,W","  260",",,W",,,,,,,,,"   40",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-15","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    8",",,W,2400","    8",",,W","  460",",,W","    6",",,W","  -27",",,W",,,,,"   40",",,W",,,,,,,,,"  -14","H,,S",,,,,,,"  280",",,W","  250",",,W",,,,,,,,,"  112",",,W","  179",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-16","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    8",",,W,2400","   13",",,W","  460",",,W","    0",",,W"," -149",",,W",,,,,"   47",",,W",,,,,,,,,"  -87","H,,S",,,,,,,"  300",",,W","  300",",,W",,,,,,,,,"  130",",,W","  210",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014847","2019-01-17","46.4794","-84.3572","220.1","SAULT STE MARIE SANDERSON FIELD, MI US","    0","T,,W,2400","    8",",,W","  460",",,W","  -55",",,W"," -121",",,W",,,,,"   19",",,W",,,,,,,,,"  -98","H,,S",,,,,,,"  230",",,W","  230",",,W",,,,,,,,,"   54",",,W","   72",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
