"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX32","SX32_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00116753","2018-08-15","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  306",",,7","  206",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-16","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  272",",,7","  200",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-17","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  289",",,7","  183",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-18","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  278",",,7","  178",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-19","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  278",",,7","  161",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-20","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  178",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-21","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  256",",,7","  183",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-22","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  261",",,7","  122",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-23","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  250",",,7","  111",",,7",,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-24","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  267",",,7","  139",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-25","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  206",",,7","  156",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-26","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  306",",,7","  189",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-27","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  333",",,7","  222",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-28","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  333",",,7","  233",",,7",,,,,"  250",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-29","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  250",",,7","  183",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-30","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  228",",,7","  139",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-08-31","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  244",",,7","  139",",,7",,,,,"  156",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-01","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  289",",,7","  156",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-02","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  306",",,7","  222",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-03","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  317",",,7","  211",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-04","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  311",",,7","  217",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-05","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  322",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-06","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  322",",,7","  194",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-07","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  194",",,7","  161",",,7",,,,,"  167",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-08","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  194",",,7","  144",",,7",,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-09","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  206",",,7","  133",",,7",,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-10","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  222",",,7","  106",",,7",,,,,"  111",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-11","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  239",",,7","  111",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-12","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  278",",,7","  133",",,7",,,,,"  150",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-13","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  133",",,7",,,,,"  139",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-14","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  278",",,7","  139",",,7",,,,,"  161",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-15","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  300",",,7","  161",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-16","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  300",",,7","  167",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-17","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  328",",,7","  172",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-18","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  333",",,7","  189",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-19","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  283",",,7","  167",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-20","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  294",",,7","  172",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-21","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  344",",,7","  178",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-22","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  228",",,7","   83",",,7",,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-23","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  206",",,7","   72",",,7",,,,,"   83",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-24","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  244",",,7","   83",",,7",,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-25","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  217",",,7","  122",",,7",,,,,"  178",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-26","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  289",",,7","   83",",,7",,,,,"   94",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-27","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  194",",,7","   61",",,7",,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-28","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  222",",,7","   67",",,7",,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-29","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  172",",,7","   28",",,7",,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-09-30","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  128",",,7","   50",",,7",,,,,"  100",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-01","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  222",",,7","  100",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-02","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  244",",,7","  128",",,7",,,,,"  133",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-03","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  200",",,7","  133",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-04","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  311",",,7","  117",",,7",,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-05","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  167",",,7","  111",",,7",,,,,"  117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-06","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  189",",,7","  117",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-07","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  189",",,7","  117",",,7",,,,,"  122",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-08","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  178",",,7","  122",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-09","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  289",",,7","  172",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-10","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  289",",,7","  194",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-11","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  222",",,7","   44",",,7",,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-12","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  106",",,7","   -6",",,7",,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-13","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   39",",,7","    6",",,7",,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-14","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   89",",,7","   17",",,7",,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-15","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  117",",,7","   11",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-16","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   89",",,7","   -6",",,7",,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-17","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  150",",,7","    6",",,7",,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-18","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  111",",,7","  -22",",,7",,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-19","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  161",",,7","  -17",",,7",,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-20","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  128",",,7","   61",",,7",,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-21","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  117",",,7","  -50",",,7",,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-22","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  117",",,7","  -50",",,7",,,,,"   50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-23","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   83",",,7","    6",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-24","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  139",",,7","  -22",",,7",,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-25","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  117",",,7","  -11",",,7",,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-26","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  106",",,7","   28",",,7",,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-27","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  117",",,7","   28",",,7",,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-28","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  128",",,7","   39",",,7",,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-29","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  100",",,7","   28",",,7",,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-30","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  139",",,7","   22",",,7",,,,,"   56",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-10-31","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  206",",,7","   56",",,7",,,,,"   78",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-01","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  156",",,7","   72",",,7",,,,,"   72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-02","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  111",",,7","    0",",,7",,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-03","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  100",",,7","    6",",,7",,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-04","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   89",",,7","   33",",,7",,,,,"   33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-05","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  111",",,7","   33",",,7",,,,,"   44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-06","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  106",",,7","   44",",,7",,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-07","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   83",",,7","  -11",",,7",,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-08","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   33",",,7","  -11",",,7",,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-09","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   22",",,7","  -17",",,7",,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-10","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   -6",",,7","  -94",",,7",,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-11","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    6",",,7","  -89",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-12","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   67",",,7","  -22",",,7",,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-13","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    6",",,7","  -78",",,7",,,,,"  -72",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-14","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -22",",,7"," -106",",,7",,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-15","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   11",",,7","  -89",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-16","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   44",",,7","  -22",",,7",,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-17","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   33",",,7","  -39",",,7",,,,,"    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-18","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    6",",,7","  -33",",,7",,,,,"  -33",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-19","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    0",",,7","  -94",",,7",,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-20","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   22",",,7","  -56",",,7",,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-21","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   11",",,7","  -56",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-22","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   22",",,7","  -33",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-23","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   78",",,7","  -22",",,7",,,,,"   28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-24","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   89",",,7","   28",",,7",,,,,"   67",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-25","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  111",",,7","   11",",,7",,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-26","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   39",",,7","    0",",,7",,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-27","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   11",",,7","  -83",",,7",,,,,"  -78",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-28","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -67",",,7"," -122",",,7",,,,," -117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-29","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -22",",,7"," -117",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-11-30","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   17",",,7","  -56",",,7",,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-01","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   22",",,7","  -44",",,7",,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-02","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   83",",,7","    6",",,7",,,,,"   22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-03","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   50",",,7","   -6",",,7",,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-04","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    6",",,7","  -22",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-05","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -17",",,7","  -44",",,7",,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-06","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   22",",,7","  -39",",,7",,,,,"  -22",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-07","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -11",",,7"," -111",",,7",,,,," -106",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-08","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -39",",,7"," -106",",,7",,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-09","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -28",",,7"," -117",",,7",,,,," -100",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-10","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    0",",,7"," -122",",,7",,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-11","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   22",",,7","  -89",",,7",,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-12","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   56",",,7","  -39",",,7",,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-13","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   44",",,7","  -44",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-14","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   33",",,7","  -39",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-15","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   50",",,7","  -33",",,7",,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-16","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   83",",,7","  -44",",,7",,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-17","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   72",",,7","  -44",",,7",,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-18","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   44",",,7","  -50",",,7",,,,,"  -44",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-19","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   67",",,7","  -50",",,7",,,,,"   17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-20","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   94",",,7","   17",",,7",,,,,"   61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-21","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   67",",,7","    6",",,7",,,,,"    6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-22","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    6",",,7","  -28",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-23","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"    6",",,7","  -28",",,7",,,,,"  -28",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-24","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   50",",,7","  -61",",,7",,,,,"  -61",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-25","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   17",",,7","  -67",",,7",,,,,"  -11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-26","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   78",",,7","  -44",",,7",,,,,"  -39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-27","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   72",",,7","  -39",",,7",,,,,"   39",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-28","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  111",",,7","   -6",",,7",,,,,"   -6",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-29","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   -6",",,7","  -50",",,7",,,,,"  -50",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-30","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"  -33",",,7","  -89",",,7",,,,,"  -89",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
"USC00116753","2018-12-31","41.3503","-89.1072","189.0","PERU, IL US",,,,,,,"   33",",,7","  -89",",,7",,,,,"   11",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,
