"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00500247","2019-01-19","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  584",",,7,1900","  -11",",,7"," -122",",,7",,,,,"  -94",",,7,1900",,,,,,
"USC00500247","2019-01-20","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  559",",,7,1900","  -94",",,7"," -156",",,7",,,,," -156",",,7,1900",,,,,,
"USC00500247","2019-01-21","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    0","T,,7,","  559",",,7,1900","  -78",",,7"," -156",",,7",,,,," -111",",,7,1900",,,,,,
"USC00500247","2019-01-22","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,7,1900","    0",",,7,","  559",",,7,1900","  -67",",,7"," -156",",,7",,,,,"  -72",",,7,1900",,,,,,
"USC00500247","2019-01-23","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  559",",,7,1900","    0",",,7","  -78",",,7",,,,,"    0",",,7,1900",,,,,,
"USC00500247","2019-01-24","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,7,1900","    0",",,7,","  559",",,7,1900","   17",",,7","  -11",",,7",,,,,"    6",",,7,1900",,,,,,
"USC00500247","2019-01-25","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   18",",,7,1900","    0",",,7,","  533",",,7,1900","   44",",,7","  -22",",,7",,,,,"  -22",",,7,1900",,,,,,
"USC00500247","2019-01-26","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   13",",,7,1900","   13",",,7,","  533",",,7,1900","    0",",,7"," -106",",,7",,,,,"  -11",",,7,1900",,,,,,
"USC00500247","2019-01-27","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  533",",,7,1900","  -11",",,7","  -50",",,7",,,,,"  -11",",,7,1900",,,,,,
"USC00500247","2019-01-28","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   23",",,7,1900","   25",",,7,","  533",",,7,1900","    0",",,7","  -22",",,7",,,,,"  -11",",,7,1900",,,,,,
"USC00500247","2019-01-29","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   28",",,7,1900","   13",",,7,","  533",",,7,1900","   22",",,7","  -11",",,7",,,,,"   11",",,7,1900",,,,,,
"USC00500247","2019-01-30","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   28",",,7,1900","   38",",,7,","  559",",,7,1900","   17",",,7"," -122",",,7",,,,,"  -11",",,7,1900",,,,,,
"USC00500247","2019-01-31","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  559",",,7,1900","  -11",",,7","  -61",",,7",,,,,"  -44",",,7,1900",,,,,,
"USC00500247","2019-02-01","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  533",",,7,1900","  -39",",,7"," -128",",,7",,,,,"  -83",",,7,1900",,,,,,
"USC00500247","2019-02-02","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  533",",,7,1900","  -83",",,7"," -117",",,7",,,,," -100",",,7,1900",,,,,,
"USC00500247","2019-02-03","62.1925","-150.5033","136.9","AMBER LAKE, AK US","  140",",,7,1900","  152",",,7,","  686",",,7,1900","  -67",",,7"," -111",",,7",,,,,"  -67",",,7,1900",,,,,,
"USC00500247","2019-02-04","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  660",",,7,1900","  -56",",,7"," -139",",,7",,,,,"  -67",",,7,1900",,,,,,
"USC00500247","2019-02-05","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   66",",,7,1900","  102",",,7,","  762",",,7,1900","  -17",",,7","  -72",",,7",,,,,"  -17",",,7,1900",,,,,,
"USC00500247","2019-02-06","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  737",",,7,1900","  -17",",,7"," -106",",,7",,,,," -106",",,7,1900",,,,,,
"USC00500247","2019-02-07","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  737",",,7,1900","    0",",,7"," -111",",,7",,,,,"  -22",",,7,1900",,,,,,
"USC00500247","2019-02-08","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  711",",,7,1900","    0",",,7","  -33",",,7",,,,,"  -17",",,7,1900",,,,,,
"USC00500247","2019-02-09","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  711",",,7,1900","    0",",,7","  -61",",,7",,,,,"  -39",",,7,1900",,,,,,
"USC00500247","2019-02-10","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  686",",,7,1900","    0",",,7","  -94",",,7",,,,,"   -6",",,7,1900",,,,,,
"USC00500247","2019-02-11","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","   15",",,7,","  686",",,7,1900","   -6",",,7"," -178",",,7",,,,,"  -56",",,7,1900",,,,,,
"USC00500247","2019-02-12","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    3",",,7,","  686",",,7,1900","  -33",",,7"," -106",",,7",,,,," -106",",,7,1900",,,,,,
"USC00500247","2019-02-13","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  686",",,7,1900","  -61",",,7"," -211",",,7",,,,," -106",",,7,1900",,,,,,
"USC00500247","2019-02-14","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  686",",,7,1900","  -67",",,7"," -139",",,7",,,,," -122",",,7,1900",,,,,,
"USC00500247","2019-02-15","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  686",",,7,1900","  -67",",,7"," -244",",,7",,,,," -178",",,7,1900",,,,,,
"USC00500247","2019-02-16","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   25",",,7,1900","   51",",,7,","  737",",,7,1900","  -61",",,7"," -239",",,7",,,,,"  -61",",,7,1900",,,,,,
"USC00500247","2019-02-17","62.1925","-150.5033","136.9","AMBER LAKE, AK US","  198",",,7,1900","  203",",,7,","  914",",,7,1900","  -28",",,7","  -67",",,7",,,,,"  -28",",,7,1900",,,,,,
"USC00500247","2019-02-18","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   66",",,7,1900","   71",",,7,","  940",",,7,1900","    0",",,7","  -44",",,7",,,,,"  -17",",,7,1900",,,,,,
"USC00500247","2019-02-19","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,7,1900","   20",",,7,","  940",",,7,1900","  -11",",,7"," -111",",,7",,,,,"  -89",",,7,1900",,,,,,
"USC00500247","2019-02-20","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   13",",,7,1900","   25",",,7,","  940",",,7,1900","    0",",,7"," -106",",,7",,,,,"  -67",",,7,1900",,,,,,
"USC00500247","2019-02-21","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  940",",,7,1900","  -11",",,7"," -111",",,7",,,,," -111",",,7,1900",,,,,,
"USC00500247","2019-02-22","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  914",",,7,1900","  -22",",,7"," -167",",,7",,,,,"  -83",",,7,1900",,,,,,
"USC00500247","2019-02-23","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  914",",,7,1900","  -11",",,7"," -150",",,7",,,,," -106",",,7,1900",,,,,,
"USC00500247","2019-02-24","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  889",",,7,1900","  -33",",,7"," -200",",,7",,,,," -122",",,7,1900",,,,,,
"USC00500247","2019-02-25","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  889",",,7,1900","  -11",",,7"," -211",",,7",,,,," -122",",,7,1900",,,,,,
"USC00500247","2019-02-26","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  864",",,7,1900","  -22",",,7"," -222",",,7",,,,," -128",",,7,1900",,,,,,
"USC00500247","2019-02-27","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  864",",,7,1900","  -11",",,7"," -233",",,7",,,,,"  -94",",,7,1900",,,,,,
"USC00500247","2019-02-28","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  864",",,7,1900","   28",",,7"," -211",",,7",,,,,"  -67",",,7,1900",,,,,,
"USC00500247","2019-03-01","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  864",",,7,1900","   22",",,7"," -189",",,7",,,,,"  -83",",,7,1900",,,,,,
"USC00500247","2019-03-02","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  838",",,7,1900","    0",",,7"," -200",",,7",,,,,"  -67",",,7,1900",,,,,,
"USC00500247","2019-03-03","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   10",",,7,1900","   28",",,7,","  864",",,7,1900","   17",",,7"," -250",",S,7",,,,,"  -50",",,7,1900",,,,,,
"USC00500247","2019-03-04","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  864",",,7,1900","    6",",,7"," -161",",,7",,,,,"  -44",",,7,1900",,,,,,
"USC00500247","2019-03-05","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  838",",,7,1900","   -6",",,7"," -100",",,7",,,,,"  -33",",,7,1900",,,,,,
"USC00500247","2019-03-06","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   10",",,7,1900","   13",",,7,","  838",",,7,1900","    0",",,7","  -56",",,7",,,,,"  -17",",,7,1900",,,,,,
"USC00500247","2019-03-07","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   23",",,7,1900","   25",",,7,","  864",",,7,1900","   17",",,7","  -28",",,7",,,,,"   -6",",,7,1900",,,,,,
"USC00500247","2019-03-08","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   23",",,7,1900","   36",",,7,","  864",",,7,1900","   28",",,7","  -28",",,7",,,,,"   17",",,7,1900",,,,,,
"USC00500247","2019-03-09","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  864",",,7,1900","   44",",,7","  -17",",,7",,,,,"   28",",,7,1900",,,,,,
"USC00500247","2019-03-10","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,7,1900","    0",",,7,","  813",",,7,1900","   56",",,7","   22",",,7",,,,,"   22",",,7,1900",,,,,,
"USC00500247","2019-03-11","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   36",",,7,1900","   30",",,7,","  787",",,7,1900","   44",",,7","   11",",,7",,,,,"   11",",,7,1900",,,,,,
"USC00500247","2019-03-12","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,","  787",",,7,1900","   33",",,7","  -78",",,7",,,,,"   -6",",,7,1900",,,,,,
"USC00500247","2019-03-13","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  787",",,7,1900","   33",",,7","  -39",",,7",,,,,"   28",",,7,1900",,,,,,
"USC00500247","2019-03-14","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   10",",,7,1900","    8",",,7,1900","  787",",,7,1900","   50",",,7","    6",",,7",,,,,"    6",",,7,1900",,,,,,
"USC00500247","2019-03-15","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   10",",,7,1900","   13",",,7,1900","  787",",,7,1900","   33",",,7","  -28",",,7",,,,,"   17",",,7,1900",,,,,,
"USC00500247","2019-03-16","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  787",",,7,1900","   67",",,7","    6",",,7",,,,,"   39",",,7,1900",,,,,,
"USC00500247","2019-03-17","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    0",",,7,1900","  787",",,7,1900","   72",",,7","    0",",,7",,,,,"   44",",,7,1900",,,,,,
"USC00500247","2019-03-18","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   13",",,7,1900","    0",",,7,1900","  711",",,7,1900","   83",",,7","   11",",,7",,,,,"   44",",,7,1900",,,,,,
"USC00500247","2019-03-19","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    0","T,,7,1900","  686",",,7,1900","   50",",,7","  -22",",,7",,,,,"   11",",,7,1900",,,,,,
"USC00500247","2019-03-20","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  660",",,7,1900","   83",",,7","  -22",",,7",,,,,"   67",",,7,1900",,,,,,
"USC00500247","2019-03-21","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  635",",,7,1900","  100",",,7","   -6",",,7",,,,,"   67",",,7,1900",,,,,,
"USC00500247","2019-03-22","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  610",",,7,1900","  100",",,7","   17",",,7",,,,,"   44",",,7,1900",,,,,,
"USC00500247","2019-03-23","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    0",",,7,1900","  584",",,7,1900","  106",",,7","    6",",,7",,,,,"   67",",,7,1900",,,,,,
"USC00500247","2019-03-24","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   20",",,7,1900","    0",",,7,1900","  559",",,7,1900","   78",",,7","    0",",,7",,,,,"   44",",,7,1900",,,,,,
"USC00500247","2019-03-25","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  559",",,7,1900","   89",",,7","  -11",",,7",,,,,"   44",",,7,1900",,,,,,
"USC00500247","2019-03-26","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  533",",,7,1900","  106",",,7","  -28",",,7",,,,,"   61",",,7,1900",,,,,,
"USC00500247","2019-03-27","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  508",",,7,1900","  117",",,7","  -28",",,7",,,,,"   67",",,7,1900",,,,,,
"USC00500247","2019-03-28","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  483",",,7,1900","  117",",,7","  -22",",,7",,,,,"   78",",,7,1900",,,,,,
"USC00500247","2019-03-29","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  457",",,7,1900","  100",",,7","    0",",,7",,,,,"   44",",,7,1900",,,,,,
"USC00500247","2019-03-30","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  457",",,7,1900","  106",",,7","  -39",",,7",,,,,"   83",",,7,1900",,,,,,
"USC00500247","2019-03-31","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","  432",",,7,1900","  128",",,7","  -50",",,7",,,,,"   83",",,7,1900",,,,,,
"USC00500247","2019-04-02","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,"  381",",,H,1900","  106",",,H","  -67",",,H",,,,,,,,,,,,
"USC00500247","2019-04-03","62.1925","-150.5033","136.9","AMBER LAKE, AK US",,,,,"  406",",,H,1900","   72",",,H","  -28",",,H",,,,,,,,,,,,
"USC00500247","2019-04-06","62.1925","-150.5033","136.9","AMBER LAKE, AK US",,,,,,,"   72",",,H","  -22",",,H",,,,,,,,,,,,
"USC00500247","2019-04-07","62.1925","-150.5033","136.9","AMBER LAKE, AK US",,,,,"  381",",,H,1900","  111",",,H","  -11",",,H",,,,,,,,,,,,
"USC00500247","2019-04-08","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,"  381",",,H,1900","  128",",,H","  -33",",,H",,,,,,,,,,,,
"USC00500247","2019-04-09","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   99",",,H,1900",,,"  356",",,H,1900","  111",",,H","    0",",,H",,,,,,,,,,,,
"USC00500247","2019-04-14","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,"  305",",,H,1900","  111",",,H","  -56",",,H",,,,,,,,,,,,
"USC00500247","2019-04-15","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"  172",",,H","  -78",",,H",,,,,,,,,,,,
"USC00500247","2019-04-16","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,"  279",",,H,1900","  100",",,H","  -28",",,H",,,,,,,,,,,,
"USC00500247","2019-04-17","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,H,1900",,,,,"   72",",,H","    0",",,H",,,,,,,,,,,,
"USC00500247","2019-04-18","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"   44",",,H","  -11",",,H",,,,,,,,,,,,
"USC00500247","2019-04-19","62.1925","-150.5033","136.9","AMBER LAKE, AK US","  198",",,H,1900",,,,,,,,,,,,,,,,,,,,
"USC00500247","2019-04-20","62.1925","-150.5033","136.9","AMBER LAKE, AK US","  239",",,H,1900",,,,,,,,,,,,,,,,,,,,
"USC00500247","2019-04-21","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"   83",",,H","    6",",,H",,,,,,,,,,,,
"USC00500247","2019-04-22","62.1925","-150.5033","136.9","AMBER LAKE, AK US","  104",",,H,1900",,,,,"   56",",,H","  -22",",,H",,,,,,,,,,,,
"USC00500247","2019-04-23","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"   56",",,H","  -72",",,H",,,,,,,,,,,,
"USC00500247","2019-04-24","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"  111",",,H","  -78",",,H",,,,,,,,,,,,
"USC00500247","2019-04-25","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"  106",",,H","  -22",",,H",,,,,,,,,,,,
"USC00500247","2019-04-26","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"  128",",,H","  -39",",,H",,,,,,,,,,,,
"USC00500247","2019-04-27","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"  133",",,H","  -44",",,H",,,,,,,,,,,,
"USC00500247","2019-04-28","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"  139",",,H","  -50",",,H",,,,,,,,,,,,
"USC00500247","2019-04-29","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,,,"  128",",,H","  -56",",,H",,,,,,,,,,,,
"USC00500247","2019-04-30","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,H,1900",,,"    0",",,H,1900","  172",",,H","  -50",",,H",,,,,,,,,,,,
"USC00500247","2019-05-01","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  183",",,7","  -22",",,7",,,,,"  144",",,7,1900",,,,,,
"USC00500247","2019-05-02","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   43",",,7,1900","    0",",,7,1900","    0",",,7,1900","  144",",,7","   11",",,7",,,,,"   83",",,7,1900",,,,,,
"USC00500247","2019-05-03","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","    0",",,7,1900","    0",",,7,1900","  122",",,7","   11",",,7",,,,,"   83",",,7,1900",,,,,,
"USC00500247","2019-05-04","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,7,1900","    0",",,7,1900","    0",",,7,1900","  128",",,7","    0",",,7",,,,,"  106",",,7,1900",,,,,,
"USC00500247","2019-05-05","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","    0",",,7,1900","    0",",,7,1900","  106",",,7","  -33",",,7",,,,,"   72",",,7,1900",,,,,,
"USC00500247","2019-05-06","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   56",",,7,1900","    0",",,7,1900","    0",",,7,1900","  106",",,7","   22",",,7",,,,,"  100",",,7,1900",,,,,,
"USC00500247","2019-05-07","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,7,1900","    0",",,7,1900","    0",",,7,1900","  139",",,7","   56",",,7",,,,,"  117",",,7,1900",,,,,,
"USC00500247","2019-05-08","62.1925","-150.5033","136.9","AMBER LAKE, AK US","  127",",,7,1900","    0",",,7,1900","    0",",,7,1900","  117",",,7","   44",",,7",,,,,"   67",",,7,1900",,,,,,
"USC00500247","2019-05-09","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  156",",,7","    6",",,7",,,,,"  122",",,7,1900",,,,,,
"USC00500247","2019-05-10","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  172",",,7","   72",",,7",,,,,"  106",",,7,1900",,,,,,
"USC00500247","2019-05-11","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   48",",,7,1900","    0",",,7,1900","    0",",,7,1900","  106",",,7","   22",",,7",,,,,"   89",",,7,1900",,,,,,
"USC00500247","2019-05-12","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   18",",,7,1900","    0",",,7,1900","    0",",,7,1900","  128",",,7","   22",",,7",,,,,"  106",",,7,1900",,,,,,
"USC00500247","2019-05-13","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","    0",",,7,1900","    0",",,7,1900","  128",",,7","   11",",,7",,,,,"  100",",,7,1900",,,,,,
"USC00500247","2019-05-14","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  183",",,7","    0",",,7",,,,,"  139",",,7,1900",,,,,,
"USC00500247","2019-05-15","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  189",",,7","   17",",,7",,,,,"  150",",,7,1900",,,,,,
"USC00500247","2019-05-16","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   56",",,7,1900","    0",",,7,1900","    0",",,7,1900","  150",",,7","   61",",,7",,,,,"   83",",,7,1900",,,,,,
"USC00500247","2019-05-17","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   48",",,7,1900","    0",",,7,1900","    0",",,7,1900","  183",",,7","  -17",",,7",,,,,"  111",",,7,1900",,,,,,
"USC00500247","2019-05-18","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   10",",,7,1900","    0",",,7,1900","    0",",,7,1900","  161",",,7","  -11",",,7",,,,,"  139",",,7,1900",,,,,,
"USC00500247","2019-05-19","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  178",",,7","   22",",,7",,,,,"  167",",,7,1900",,,,,,
"USC00500247","2019-05-20","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   41",",,7,1900","    0",",,7,1900","    0",",,7,1900","  167",",,7","   22",",,7",,,,,"  133",",,7,1900",,,,,,
"USC00500247","2019-05-21","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","    0",",,7,1900","    0",",,7,1900","  211",",,7","   11",",,7",,,,,"  189",",,7,1900",,,,,,
"USC00500247","2019-05-22","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  217",",,7","    0",",,7",,,,,"  189",",,7,1900",,,,,,
"USC00500247","2019-05-23","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    8",",,7,1900","    0",",,7,1900","    0",",,7,1900","  189",",,7","   61",",,7",,,,,"  128",",,7,1900",,,,,,
"USC00500247","2019-05-24","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   25",",,7,1900","    0",",,7,1900","    0",",,7,1900","  167",",,7","   67",",,7",,,,,"  156",",,7,1900",,,,,,
"USC00500247","2019-05-25","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  183",",,7","   11",",,7",,,,,"  133",",,7,1900",,,,,,
"USC00500247","2019-05-26","62.1925","-150.5033","136.9","AMBER LAKE, AK US","  163",",,7,1900","    0",",,7,1900","    0",",,7,1900","  133",",,7","   72",",,7",,,,,"  111",",,7,1900",,,,,,
"USC00500247","2019-05-27","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   13",",,7,1900","    0",",,7,1900","    0",",,7,1900","  178",",,7","   44",",,7",,,,,"  133",",,7,1900",,,,,,
"USC00500247","2019-05-28","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","    0",",,7,1900","    0",",,7,1900","  183",",,7","   39",",,7",,,,,"  139",",,7,1900",,,,,,
"USC00500247","2019-05-29","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","    0",",,7,1900","    0",",,7,1900","  178",",,7","   61",",,7",,,,,"  139",",,7,1900",,,,,,
"USC00500247","2019-05-30","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    0",",,7,1900","    0",",,7,1900","  183",",,7","   44",",,7",,,,,"  144",",,7,1900",,,,,,
"USC00500247","2019-05-31","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   30",",,7,1900","    0",",,7,1900","    0",",,7,1900","  183",",,7","   89",",,7",,,,,"  150",",,7,1900",,,,,,
"USC00500247","2019-06-01","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   41",",,7,1900","    0",",,7,1900","    0",",,7,1900","  167",",,7","   44",",,7",,,,,"  156",",,7,1900",,,,,,
"USC00500247","2019-06-02","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  189",",,7","    6",",,7",,,,,"  172",",,7,1900",,,,,,
"USC00500247","2019-06-03","62.1925","-150.5033","136.9","AMBER LAKE, AK US","   79",",,7,1900","    0",",,7,1900","    0",",,7,1900","  233",",,7","   44",",,7",,,,,"  189",",,7,1900",,,,,,
"USC00500247","2019-06-04","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  222",",,7","   28",",,7",,,,,"  194",",,7,1900",,,,,,
"USC00500247","2019-06-05","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    5",",,7,1900","    0",",,7,1900","    0",",,7,1900","  222",",,7","   44",",,7",,,,,"  183",",,7,1900",,,,,,
"USC00500247","2019-06-06","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    0",",,7,1900","    0",",,7,1900","  228",",,7","   78",",,7",,,,,"  206",",,7,1900",,,,,,
"USC00500247","2019-06-07","62.1925","-150.5033","136.9","AMBER LAKE, AK US","    0","T,,7,1900","    0",",,7,1900","    0",",,7,1900","  239",",,7","   72",",,7",,,,,"  178",",,7,1900",,,,,,
