"USC00214652","2018-06-23","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","  106",",,7",,,,,"  189",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00214652","2018-06-24","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  144",",,7",,,,,"  167",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00214652","2018-06-25","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","    0",",,7,0800","    0",",,7","    0",",,7","  261",",,7","  128",",,7",,,,,"  161",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00214652","2018-06-26","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","    0",",,7,0800","    0",",,7","    0",",,7","  256",",,7","  144",",,7",,,,,"  167",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00214652","2018-06-27","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","    3",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  161",",,7",,,,,"  194",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00214652","2018-06-28","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","    0",",,7,0800","    0",",,7","    0",",,7","  306",",,7","  156",",,7",,,,,"  206",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00214652","2018-06-29","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","  693",",,7,0800","    0",",,7","    0",",,7","  278",",,7","  183",",,7",,,,,"  189",",,7,0800","    0",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00214652","2018-06-30","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","   69",",,7,0800","    0",",,7","    0",",,7","  317",",,7","  189",",,7",,,,,"  228",",,7,0800","    0",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00214652","2018-07-01","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","    5",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  178",",,7",,,,,"  189",",,7,0800","    0",",,7",,,,,,,,,,,,,,,,,,,,
"USC00214652","2018-07-02","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","  155",",,7,0800","    0",",,7","    0",",,7","  244",",,7","  156",",,7",,,,,"  200",",,7,0800","    0",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00214652","2018-07-03","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","  699",",,7,0800","    0",",,7","    0",",,7","  289",",,7","  194",",,7",,,,,"  222",",,7,0800","    0",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
"USC00214652","2018-07-04","47.2467","-94.2228","396.8","LEECH LAKE DAM, MN US","   43",",,7,0800","    0",",,7","    0",",,7","  311",",,7","  206",",,7",,,,,"  206",",,7,0800","    0",",,7",,,"    1",",,7",,,,,,,,,,,,,,,,
