"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00093950","2018-06-22","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  200",",,W","   11",",,W",,,,,,,,,,,"  320",",,W","  310",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-23","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","  269",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  200",",,W","   34",",,W",,,,,,,,,,,"  310",",,W","  310",",,W","  130",",,W","  174",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-24","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US",,,"    0",",,H",,,"  300",",,W","  183",",,W","   28",",,W",,,,,,,,,,,"  320",",,W","  330",",,W","  174",",,W","  268",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-25","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0","T,,W,2400","    0",",,H","    0",",,H","  333",",,W","  189",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   76",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-26","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  250",",,W","   42",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-27","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  261",",,W","   39",",,W",,,,,,,,,,,"  210",",,W","  190",",,W","   89",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-28","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  256",",,W","   36",",,W",,,,,,,,,,,"  200",",,W","  220",",,W","   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-29","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  256",",,W","   34",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   67",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-06-30","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  250",",,W","   30",",,W",,,,,,,,,,,"  210",",,W","  180",",,W","   63",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-01","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","  104",",,W,2400","    0",",,H","    0",",,H","  306",",,W","  228",",,W","   24",",,W",,,,,,,,,,,"  220",",,W","  190",",,W","   63",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-02","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  239",",,W","   18",",,W",,,,,,,,,,,"  220",",,W","  210",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-03","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  356",",,W","  211",",,W","   13",",,W",,,,,,,,,,,"  110",",,W","  120",",,W","   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-04","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  317",",,W","  228",",,W","   19",",,W",,,,,,,,,,,"  110",",,W","  110",",,W","   54",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-05","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","   33",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  222",",,W","   13",",,W",,,,,,,,,,,"   60",",,W","   60",",,W","   76",",,W","  143",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-06","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0","T,,W,2400","    0",",,H","    0",",,H","  350",",,W","  228",",,W","   17",",,W",,,,,,,,,,,"   30",",,W","   30",",,W","   89",",,W","  125",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-07","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W","   12",",,W",,,,,,,,,,,"   20",",,W","   20",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-08","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  322",",,W","  211",",,W","   21",",,W",,,,,,,,,,,"   20",",,W","   70",",,W","   54",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-09","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  211",",,W","    9",",,W",,,,,,,,,,,"  110",",,W","  130",",,W","   40",",,W","   63",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-10","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  211",",,W","    6",",,W",,,,,,,,,,,"   80",",,W","   60",",,W","   36",",,W","   49",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-11","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  217",",,W","    9",",,W",,,,,,,,,,,"  150",",,W","  160",",,W","   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-12","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  361",",,W","  217",",,W","   14",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   76",",,W","  107",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-13","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  211",",,W","   19",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-14","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  244",",,W","   26",",,W",,,,,,,,,,,"  230",",,W","  230",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-15","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0","T,,W,2400","    0",",,H","    0",",,H","  356",",,W","  250",",,W","   22",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   63",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-16","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","   53",",,W,2400","    0",",,H","    0",",,H","  367",",,W","  244",",,W","   16",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   76",",,W","   98",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-17","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","   61",",,W,2400","    0",",,H","    0",",,H","  328",",,W","  228",",,W","   17",",,W",,,,,,,,,,,"   10",",,W","   20",",,W","   81",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-18","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0","T,,W,2400","    0",",,H","    0",",,H","  317",",,W","  244",",,W","   12",",,W",,,,,,,,,,,"  350",",,W","  110",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-19","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  394",",,W","  239",",,W","   18",",,W",,,,,,,,,,,"  230",",,W","  210",",,W","   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-20","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  422",",,W","  267",",,W","   38",",,W",,,,,,,,,,,"  230",",,W","  220",",,W","   89",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-21","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  389",",,W","  256",",,W","   25",",,W",,,,,,,,,,,"  350",",,W","  340",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-22","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  350",",,W","  244",",,W","   16",",,W",,,,,,,,,,,"   20",",,W","  120",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-23","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  239",",,W","   31",",,W",,,,,,,,,,,"   10",",,W","  360",",,W","   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-24","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  194",",,W","   20",",,W",,,,,,,,,,,"   20",",,W","   10",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-25","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  378",",,W","  183",",,W","    9",",,W",,,,,,,,,,,"  240",",,W","  260",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-26","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  361",",,W","  200",",,W","   23",",,W",,,,,,,,,,,"   10",",,W","   20",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-27","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0","T,,W,2400","    0",",,H","    0",",,H","  344",",,W","  222",",,W","   25",",,W",,,,,,,,,,,"   10",",,W","   10",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-28","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    5",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  222",",,W","   16",",,W",,,,,,,,,,,"  210",",,W","  140",",,W","   54",",,W","   67",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-29","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","  279",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  206",",,W","   23",",,W",,,,,,,,,,,"  340",",,W","   20",",,W","   89",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-30","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","  361",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  194",",,W","   26",",,W",,,,,,,,,,,"  350",",,W","  340",",,W","  116",",,W","  148",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-07-31","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  289",",,W","  167",",,W","   30",",,W",,,,,,,,,,,"  350",",,W","  360",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-01","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400",,,,,"  317",",,W","  156",",,W","    9",",,W",,,,,,,,,,,"   10",",,W","  320",",,W","   45",",,W","   58",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-02","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400",,,,,"  322",",,W","  161",",,W","    9",",,W",,,,,,,,,,,"  170",",,W","  110",",,W","   40",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-03","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  161",",,W","   16",",,W",,,,,,,,,,,"  210",",,W","  210",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-04","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  194",",,W","   20",",,W",,,,,,,,,,,"  210",",,W","  170",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-05","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  339",",,W","  233",",,W","   23",",,W",,,,,,,,,,,"  180",",,W","  200",",,W","   58",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-06","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  344",",,W","  244",",,W","   26",",,W",,,,,,,,,,,"  210",",,W","  220",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-07","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0","T,,W,2400","    0",",,H","    0",",,H","  350",",,W","  244",",,W","   25",",,W",,,,,,,,,,,"  320",",,W","  300",",,W","   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-08","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","   41",",,W,2400","    0",",,H","    0",",,H","  267",",,W","  200",",,W","   15",",,W",,,,,,,,,,,"  240",",,W","  240",",,W","   63",",,W","   89",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-09","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","    0",",,W,2400","    0",",,H","    0",",,H","  311",",,W","  194",",,W","    5",",,W",,,,,,,,,,,"  120",",,W","  130",",,W","   31",",,W","   40",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093950","2018-08-10","34.8822","-95.783","234.7","MCALESTER REGIONAL AIRPORT, OK US","  150",",,W,2400","    0",",,H","    0",",,H","  333",",,W","  200",",,W","    9",",,W",,,,,,,,,,,"  200",",,W","  200",",,W","  103",",,W","  157",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
