"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00038003","2018-02-08","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  383",",,a","  235",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-09","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  394",",,a","  231",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-10","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  405",",,a","  236",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-11","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  423",",,a","  249",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-12","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  446",",,a","  296",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-13","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  446",",,a","  328",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-14","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  429",",,a","  342",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-15","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  430",",,a","  318",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-16","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  426",",,a","  310",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-17","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  425",",,a","  302",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-18","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  450",",,a","  278",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-19","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  450",",,a","  303",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-20","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  452",",,a","  322",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-21","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  404",",,a","  277",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-22","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  388",",,a","  282",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-23","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  394",",,a","  276",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-24","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  419",",,a","  291",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-25","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    8",",,a","  381",",,a","  269",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-26","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  380",",,a","  237",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-27","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  408",",,a","  240",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-02-28","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a",,,"  282",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-03-01","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","  146",",,a",,,,,,,,,,,,,,,,,,
"ASN00038003","2018-03-02","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","   24",",,a",,,,,,,,,,,,,,,,,,
"ASN00038003","2018-03-03","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","   86",",,a","  301",",,a",,,,,,,,,,,,,,,,
"ASN00038003","2018-03-04","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    9",",,a","  292",",,a",,,,,,,,,,,,,,,,
"ASN00038003","2018-03-05","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","   20",",,a","  323",",,a",,,,,"    5",",,a",,,,,,,"  232",",,a",,
"ASN00038003","2018-03-06","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  317",",,a","  241",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-03-07","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","   82",",,a","  292",",,a","  229",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-03-08","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","   30",",,a","  246",",,a","  219",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-03-09","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","   84",",,a","  290",",,a","  215",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-03-10","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  314",",,a","  224",",,a",,,,,,,,,,,,,,
"ASN00038003","2018-03-11","-22.9117","139.9039","161.8","BOULIA AIRPORT, AS","    0",",,a","  336",",,a","  216",",,a",,,,,,,,,,,,,,
