"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00317615","2018-06-05","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  272",",,7","  128",",,7",,,,,,,,,"  256",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-06","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  294",",,7","  139",",,7",,,,,,,,,"  283",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-07","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  289",",,7","  178",",,7",,,,,,,,,"  272",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-08","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  306",",,7","  183",",,7",,,,,,,,,"  250",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-09","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  306",",,7","  189",",,7",,,,,,,,,"  233",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-10","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  322",",,7","  189",",,7",,,,,,,,,"  261",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-11","35.6836","-80.4822","213.4","SALISBURY, NC US",,,"    0",",,7,1900","    0",",,7,1900","  311",",,7","  211",",,7",,,,,,,,,"  244",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-12","35.6836","-80.4822","213.4","SALISBURY, NC US",,,"    0",",,7,1900","    0",",,7,1900","  244",",,7","  172",",,7","    2",",,7",,,"   76",",,7",,,"  206",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-13","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  283",",,7","  200",",,7",,,,,,,,,"  239",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-14","35.6836","-80.4822","213.4","SALISBURY, NC US","   38",",,7,1900","    0",",,7,1900","    0",",,7,1900","  322",",,7","  211",",,7",,,,,,,,,"  294",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-15","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  306",",,7","  194",",,7",,,,,,,,,"  283",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-16","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  317",",,7","  183",",,7",,,,,,,,,"  306",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-17","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  344",",,7","  211",",,7",,,,,,,,,"  300",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-18","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  344",",,7","  217",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00317615","2018-06-19","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  344",",,7","  206",",,7",,,,,,,,,"  311",",,7,1900",,,,,,,,,,,,,,,,
"USC00317615","2018-06-20","35.6836","-80.4822","213.4","SALISBURY, NC US","    0",",,7,1900","    0",",,7,1900","    0",",,7,1900","  333",",,7","  233",",,7",,,,,,,,,"  306",",,7,1900",,,,,,,,,,,,,,,,
