"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00053261","2018-10-09","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   86",",,7,0800","   56",",,7","   51",",,Z","   17",",,7","  -39",",,7","    9",",,7",,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-10","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   10",",,7,0800","    3",",,7","   25",",,7","   22",",,7","  -39",",,7","   27",",,7",,,,,,,,,"  -39",",,7,",,,,,,,"    1",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-11","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   20",",,7,0800","    5",",,7","   25",",,7","   17",",,7","  -39",",,7","    0",",,7",,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-12","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    5",",,7,0800","    0","T,,7","    0","T,,7","   83",",,7","  -17",",,7","   94",",,7",,,,,,,,,"   17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-13","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  122",",,7","  -28",",,7","   31",",,7",,,,,,,,,"  -11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-14","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   43",",,7,0800","  102",",,7","  102",",,7","  139",",,7"," -111",",,7","   45",",,7",,,,,,,,," -111",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-15","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   46",",,7,0800","   46",",,7","  127",",,7","  -67",",,7"," -139",",,7","   31",",,7",,,,,,,,," -117",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-16","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   25",",,7","   39",",,7"," -139",",,7","    0",",,7",,,,,,,,,"  -83",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-17","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   83",",,7","  -83",",,7","    0",",,7",,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-18","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   78",",,7","  -44",",,7","    0",",,7",,,,,,,,,"  -28",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-19","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    5",",,7,0800","    0",",,7","    0",",,7","  122",",,7","  -28",",,7","   13",",,7",,,,,,,,,"  -28",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-20","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  139",",,7","  -28",",,7","    0",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-21","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  167",",,7","  -11",",,7","   67",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-22","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","   11",",,7","    0",",,7",,,,,,,,,"   28",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-23","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  150",",,7","   11",",,7","    4",",,7",,,,,,,,,"   67",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-24","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0",",,7","    0",",,7","  156",",,7","   39",",,7","    4",",,7",,,,,,,,,"   50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-25","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  117",",,7","   22",",,7","   45",",,7",,,,,,,,,"   50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-26","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  117",",,7","   11",",,7","   27",",,7",,,,,,,,,"   39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-27","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  122",",,7","   11",",,7","   49",",,7",,,,,,,,,"   89",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-28","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  156",",,7","   17",",,7","   40",",,7",,,,,,,,,"   78",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-29","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  172",",,7","   17",",,7","    4",",,7",,,,,,,,,"   33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-30","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0",",,7","  172",",,7","  -17",",,7","    0",",,7",,,,,,,,,"    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-10-31","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   81",",,7,0800","   94",",,7","  102",",,7","   22",",,7","  -44",",,7","    4",",,7",,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-01","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   44",",,7","  -44",",,7","   72",",,7",,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2018-11-02","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   44",",,7","  -17",",,7","   54",",,7",,,,,,,,,"   44",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2018-11-03","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   64",",,7,0800","   41",",,7","   51",",,7","   89",",,7","  -17",",,7","   80",",,7",,,,,,,,,"  -11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-04","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   18",",,7,0800","   18",",,7","   51",",,7","   22",",,7","  -28",",,7","  112",",,7",,,,,,,,,"   17",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2018-11-05","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   18",",,7,0800","   15",",,7","   25",",,7","   56",",,7","  -22",",,7","   72",",,7",,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-06","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   15",",,7,0800","   15",",,7","   25",",,7","   28",",,7","  -50",",,7","   18",",,7",,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-07","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   17",",,7","  -94",",,7","   18",",,7",,,,,,,,,"  -83",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-08","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   22",",,7"," -117",",,7","    4",",,7",,,,,,,,,"  -94",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-09","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  -17",",,7"," -122",",,7","   13",",,7",,,,,,,,," -111",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-10","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   33",",,7"," -111",",,7","   63",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2018-11-11","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    5",",,7,0800","   20",",,7","   25",",,7","   67",",,7"," -100",",,7","   22",",,7",,,,,,,,,"  -83",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-12","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   18",",,7,0800","   20",",,7","   25",",,7","  -72",",,7"," -150",",,7","    4",",,7",,,,,,,,," -139",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-13","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   25",",,7","  -44",",,7"," -139",",,7","    0",",,7",,,,,,,,,"  -94",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-14","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   44",",,7","  -94",",,7","   40",",,7",,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-15","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  106",",,7","  -44",",,7","   27",",,7",,,,,,,,,"   22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-16","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   94",",,7","  -44",",,7","   36",",,7",,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-17","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  100",",,7","  -78",",,7","    4",",,7",,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-18","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","   13",",,7","    0","T,,7","  -17",",,7"," -122",",,7","    0",",,7",,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-19","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   44",",,7","  -78",",,7",,,,,,,,,,,"  -72",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-20","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   56",",,7","  -72",",,7","    4",",,7",,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-21","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","  -50",",,7","    4",",,7",,,,,,,,,"  -50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-22","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   94",",,7","  -50",",,7","   49",",,7",,,,,,,,,"  -11",",,7,",,,,,,,,,,,,,,,,,,,,,,,"    1",",,7",,,,,,
"USC00053261","2018-11-23","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","   10",",,7","    0","T,,7","   89",",,7","  -33",",,7","   49",",,7",,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-24","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    5",",,7,0800","    8",",,7","    0","T,,7","   22",",,7","  -56",",,7","   40",",,7",,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-25","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   38",",,7,0800","   41",",,7","   51",",,7","   28",",,7","  -89",",,7",,,,,,,,,,,"  -78",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-26","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   51",",,7","  -22",",,7"," -122",",,7",,,,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-27","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   25",",,7","   39",",,7","  -39",",,7",,,,,,,,,,,"   33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-28","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   72",",,7","  -33",",,7",,,,,,,,,,,"   39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-29","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   13",",,7,0800","   25",",,7","   25",",,7","   61",",,7","  -17",",,7",,,,,,,,,,,"  -11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-11-30","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   44",",,7","  -67",",,7",,,,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-01","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   50",",,7","  -44",",,7",,,,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-02","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  -17",",,7"," -161",",,7",,,,,,,,,,," -128",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-03","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  -22",",,7"," -161",",,7",,,,,,,,,,," -156",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-04","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  -39",",,7"," -156",",,7",,,,,,,,,,," -117",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-05","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  -22",",,7"," -122",",,7",,,,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-06","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   39",",,7"," -117",",,7",,,,,,,,,,," -111",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-07","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   28",",,7"," -111",",,7",,,,,,,,,,,"  -83",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-08","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   33",",,7","  -94",",,7",,,,,,,,,,,"  -17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-09","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   28",",,7","  -89",",,7",,,,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-10","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","    6",",,7"," -117",",,7",,,,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-11","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   67",",,7","  -56",",,7",,,,,,,,,,,"   11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-12","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   50",",,7","   11",",,7",,,,,,,,,,,"   17",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-13","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    3",",,7,0800","    5",",,7","    0","T,,7","   50",",,7","  -89",",,7",,,,,,,,,,,"  -83",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-14","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  -11",",,7","  -83",",,7",,,,,,,,,,,"  -50",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-15","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -56",",,7",,,,,,,,,,,"   33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-16","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   78",",,7","  -50",",,7",,,,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-17","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   83",",,7","  -50",",,7",,,,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-18","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","   89",",,7","  -44",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-19","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   15",",,7,0800","   36",",,7","   25",",,7","   33",",,7","  -33",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-20","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   10",",,7,0800","   10",",,7","   51",",,7","  -11",",,7","  -56",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-21","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   50",",,7","  -33",",,7",,,,,,,,,,,"   44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-22","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    3",",,7,0800","    5",",,7","    0","T,,7","   78",",,7","  -39",",,7",,,,,,,,,,,"  -39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-23","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   13",",,7,0800","   15",",,7","   25",",,7","   78",",,7"," -100",",,7",,,,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-24","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   25",",,7","   28",",,7","  -50",",,7",,,,,,,,,,,"  -11",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-25","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   25",",,7","   11",",,7"," -106",",,7",,,,,,,,,,,"  -89",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-26","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   39",",,7","  -89",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-27","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   44",",,7"," -150",",,7",,,,,,,,,,," -150",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-28","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  -50",",,7"," -161",",,7",,,,,,,,,,," -161",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-29","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","  -83",",,7"," -178",",,7",,,,,,,,,,,"  -94",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-30","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0",",,7","  -22",",,7"," -100",",,7",,,,,,,,,,,"  -78",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2018-12-31","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","    0","T,,7","   33",",,7"," -117",",,7",,,,,,,,,,," -100",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-01","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    8",",,7,0800","   10",",,7","    0","T,,7"," -100",",,7"," -228",",,7",,,,,,,,,,," -194",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-02","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  -67",",,7"," -194",",,7",,,,,,,,,,," -128",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-03","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   -6",",,7"," -144",",,7",,,,,,,,,,," -100",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-04","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   72",",,7"," -100",",,7",,,,,,,,,,,"   39",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-05","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  106",",,7","  -56",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-06","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  106",",,7","  -44",",,7",,,,,,,,,,,"   -6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-07","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   15",",,7,0800","   18",",,7","   25",",,7","   44",",,7","  -56",",,7",,,,,,,,,,,"  -33",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-08","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","   25",",,7","    6",",,7","  -33",",,7",,,,,,,,,,,"    0",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-09","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","   50",",,7","  -67",",,7",,,,,,,,,,,"  -22",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-10","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","    0","T,,7","  111",",,7","  -22",",,7",,,,,,,,,,,"    6",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-11","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   64",",,7,0800","   86",",,7","  102",",,7","   72",",,7","  -50",",,7",,,,,,,,,,,"  -44",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-12","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","   30",",,7,0800","   51",",,7","  127",",,7","  -11",",,7","  -72",",,7",,,,,,,,,,,"  -61",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-13","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0","T,,7,0800","    0","T,,7","  102",",,7","  -11",",,7"," -133",",,7",,,,,,,,,,," -128",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-14","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","  102",",,7","  -17",",,7"," -144",",,7",,,,,,,,,,," -100",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00053261","2019-01-15","39.7052","-105.6996","2596.9","GEORGETOWN, CO US","    0",",,7,0800","    0",",,7","   76",",,7","   -6",",,7"," -122",",,7",,,,,,,,,,," -100",",,7,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
