"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00206398","2018-07-08","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  150",",,7",,,,,"  194",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-09","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  194",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-10","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   94",",,7",,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-11","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  100",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-12","46.3976","-89.1794","416.7","PAULDING, MI US","  241",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  144",",,7",,,,,"  178",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-07-13","46.3976","-89.1794","416.7","PAULDING, MI US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  178",",,7",,,,,"  206",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-07-14","46.3976","-89.1794","416.7","PAULDING, MI US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  139",",,7",,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-15","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  144",",,7",,,,,"  217",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-16","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  133",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-17","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   78",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-18","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   56",",,7",,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-19","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   50",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-20","46.3976","-89.1794","416.7","PAULDING, MI US","   48",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  133",",,7",,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-21","46.3976","-89.1794","416.7","PAULDING, MI US","  102",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","  122",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-22","46.3976","-89.1794","416.7","PAULDING, MI US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","  122",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-23","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","   83",",,7",,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-24","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   83",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-25","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","   83",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-26","46.3976","-89.1794","416.7","PAULDING, MI US","  165",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  122",",,7",,,,,"  128",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-07-27","46.3976","-89.1794","416.7","PAULDING, MI US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","  117",",,7",,,,,"  122",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-07-28","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   44",",,7",,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-29","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   72",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-07-30","46.3976","-89.1794","416.7","PAULDING, MI US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  100",",,7",,,,,"  100",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-07-31","46.3976","-89.1794","416.7","PAULDING, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  100",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-01","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","   78",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-02","46.3976","-89.1794","416.7","PAULDING, MI US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   83",",,7",,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-03","46.3976","-89.1794","416.7","PAULDING, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   83",",,7",,,,,"   89",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-04","46.3976","-89.1794","416.7","PAULDING, MI US","   18",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   83",",,7",,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-05","46.3976","-89.1794","416.7","PAULDING, MI US","   79",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  167",",,7",,,,,"  178",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-08-06","46.3976","-89.1794","416.7","PAULDING, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  172",",,7",,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-07","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","   72",",,7",,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-08","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","   78",",,7",,,,,"  100",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-09","46.3976","-89.1794","416.7","PAULDING, MI US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  272",",,7","  100",",,7",,,,,"  122",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-08-10","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  106",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-11","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  278",",,7","  133",",,7",,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-12","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  300",",,7","  106",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-13","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  106",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-14","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  150",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-15","46.3976","-89.1794","416.7","PAULDING, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  133",",,7",,,,,"  172",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-08-16","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  150",",,7",,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-17","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   94",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-18","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  106",",,7",,,,,"  150",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-19","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","   94",",,7",,,,,"  106",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-20","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  106",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-21","46.3976","-89.1794","416.7","PAULDING, MI US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  250",",,7","  122",",,7",,,,,"  122",",,7,0800",,,,,"    1",",,7",,,,,,,,,,
"USC00206398","2018-08-22","46.3976","-89.1794","416.7","PAULDING, MI US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   56",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-23","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","   56",",,7",,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-24","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  117",",,7",,,,,"  156",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-25","46.3976","-89.1794","416.7","PAULDING, MI US","  132",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","  156",",,7",,,,,"  167",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-08-26","46.3976","-89.1794","416.7","PAULDING, MI US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  117",",,7",,,,,"  144",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-08-27","46.3976","-89.1794","416.7","PAULDING, MI US","   84",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  144",",,7",,,,,"  194",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-08-28","46.3976","-89.1794","416.7","PAULDING, MI US","  340",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  128",",,7",,,,,"  128",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-08-29","46.3976","-89.1794","416.7","PAULDING, MI US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   89",",,7",,,,,"   94",",,7,0800",,,,,"    1",",,7",,,,,,,,,,
"USC00206398","2018-08-30","46.3976","-89.1794","416.7","PAULDING, MI US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   28",",,7",,,,,"   28",",,7,0800",,,,,"    1",",,7",,,,,,,,,,
"USC00206398","2018-08-31","46.3976","-89.1794","416.7","PAULDING, MI US","   43",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   28",",,7",,,,,"  156",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-09-01","46.3976","-89.1794","416.7","PAULDING, MI US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  150",",,7",,,,,"  200",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-09-02","46.3976","-89.1794","416.7","PAULDING, MI US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  172",",,7",,,,,"  206",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-09-03","46.3976","-89.1794","416.7","PAULDING, MI US","  127",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","  117",",,7",,,,,"  117",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-09-04","46.3976","-89.1794","416.7","PAULDING, MI US","   89",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  117",",,7",,,,,"  161",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-05","46.3976","-89.1794","416.7","PAULDING, MI US","  180",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","  161",",,7",,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-06","46.3976","-89.1794","416.7","PAULDING, MI US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   22",",,7",,,,,"   22",",,7,0800",,,,,"    1",",,7",,,,,,,,,,
"USC00206398","2018-09-07","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   22",",,7",,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-08","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   28",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-09","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   22",",,7",,,,,"   28",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-10","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   28",",,7",,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-11","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   39",",,7",,,,,"  139",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-12","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  106",",,7",,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-13","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  133",",,7",,,,,"  133",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-14","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","   94",",,7",,,,,"  167",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-15","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  289",",,7","  167",",,7",,,,,"  178",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-16","46.3976","-89.1794","416.7","PAULDING, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","  161",",,7",,,,,"  183",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-17","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","  139",",,7",,,,,"  200",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-18","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   61",",,7",,,,,"   83",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-19","46.3976","-89.1794","416.7","PAULDING, MI US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   78",",,7",,,,,"   78",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-20","46.3976","-89.1794","416.7","PAULDING, MI US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   50",",,7",,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-21","46.3976","-89.1794","416.7","PAULDING, MI US","  643",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   22",",,7",,,,,"  150",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-09-22","46.3976","-89.1794","416.7","PAULDING, MI US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","    0",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-23","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","    0",",,7",,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-24","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   72",",,7",,,,,"  128",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-25","46.3976","-89.1794","416.7","PAULDING, MI US","   28",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","  122",",,7",,,,,"  122",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-26","46.3976","-89.1794","416.7","PAULDING, MI US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   44",",,7",,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-27","46.3976","-89.1794","416.7","PAULDING, MI US","   41",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   39",",,7",,,,,"   72",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-28","46.3976","-89.1794","416.7","PAULDING, MI US","  104",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   44",",,7",,,,,"   56",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-29","46.3976","-89.1794","416.7","PAULDING, MI US","   36",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   -6",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-09-30","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","    0",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-01","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","   22",",,7",,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-02","46.3976","-89.1794","416.7","PAULDING, MI US","   38",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","   28",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-03","46.3976","-89.1794","416.7","PAULDING, MI US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   44",",,7",,,,,"  111",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-04","46.3976","-89.1794","416.7","PAULDING, MI US","  254",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   17",",,7",,,,,"   22",",,7,0800",,,,,,,"    1",",,7",,,,,,,,
"USC00206398","2018-10-05","46.3976","-89.1794","416.7","PAULDING, MI US","   33",",,7,0800","    0","T,,7,0800","    0",",,7,0800","   78",",,7","    0",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-06","46.3976","-89.1794","416.7","PAULDING, MI US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","    6",",,7",,,,,"   67",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-07","46.3976","-89.1794","416.7","PAULDING, MI US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","   89",",,7","   17",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-08","46.3976","-89.1794","416.7","PAULDING, MI US","   30",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","   17",",,7",,,,,"   44",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-09","46.3976","-89.1794","416.7","PAULDING, MI US","  290",",,7,0800","    0",",,7,0800","    0",",,7,0800","  111",",,7","   44",",,7",,,,,"   50",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-10","46.3976","-89.1794","416.7","PAULDING, MI US","  457",",,7,0800","    0",",,7,0800","    0",",,7,0800","   56",",,7","   33",",,7",,,,,"   39",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-11","46.3976","-89.1794","416.7","PAULDING, MI US","  140",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","   22",",,7",,,,,"   22",",,7,0800",,,,,"    1",",,7",,,,,,,,,,
"USC00206398","2018-10-12","46.3976","-89.1794","416.7","PAULDING, MI US","   30",",,7,0800","   10",",,7,0800","    0","T,,7,0800","   22",",,7","  -22",",,7",,,,,"  -22",",,7,0800",,,,,"    1",",,7",,,,,,,,,,
"USC00206398","2018-10-13","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0","T,,7,0800","  -11",",,7","  -56",",,7",,,,,"  -39",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-14","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   78",",,7","  -39",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-15","46.3976","-89.1794","416.7","PAULDING, MI US","   13",",,7,0800","    3",",,7,0800","    0","T,,7,0800","   28",",,7","  -28",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-16","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   28",",,7","  -22",",,7",,,,,"   22",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-17","46.3976","-89.1794","416.7","PAULDING, MI US","    0","T,,7,0800","    3",",,7,0800","    0","T,,7,0800","   89",",,7","  -17",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-18","46.3976","-89.1794","416.7","PAULDING, MI US","    5",",,7,0800","    0","T,,7,0800","    0",",,7,0800","   33",",,7","  -72",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-19","46.3976","-89.1794","416.7","PAULDING, MI US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -56",",,7",,,,,"  117",",,7,0800",,,,,,,,,,,,,,,,
"USC00206398","2018-10-20","46.3976","-89.1794","416.7","PAULDING, MI US","   43",",,7,0800","   38",",,7,0800","   51",",,7,0800","  139",",,7","  -11",",,7",,,,,"  -11",",,7,0800",,,,,,,,,,,,,,,,
