"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00093809","2013-07-25","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  156",",,7",,,,,,,,,,,,,,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-26","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  267",",,7","  156",",,7",,,,,,,,,,,,,,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-27","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    8",",,7,0600",,,,,"  272",",,7","  156",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-28","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  278",",,7","  133",",,7",,,,,,,,,,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-29","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  261",",,7","  133",",,7",,,,,,,,,,,,,,,,,"  167",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-30","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0","T,,7,0600",,,,,"  261",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-07-31","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  102",",,7,0600",,,,,"  239",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-01","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  294",",,7","  189",",,7",,,,,,,,,,,,,,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-02","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  306",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-03","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  300",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-04","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    5",",,7,0600",,,,,"  289",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-05","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  272",",,7","  189",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-06","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  107",",,7,0600",,,,,"  222",",,7","  189",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-07","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   38",",,7,0600",,,,,"  283",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  233",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-08","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   94",",,7,0600","    0",",,7","    0",",,7","  283",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-09","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  173",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  233",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-10","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   53",",,7,0600","    0",",,7","    0",",,7","  283",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-11","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    5",",,7,0600","    0",",,7","    0",",,7","  272",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-12","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   61",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  228",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-13","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   18",",,7,0600","    0",",,7","    0",",,7","  300",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-14","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  283",",,7","  156",",,7",,,,,,,,,,,,,,,,,"  156",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-15","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  239",",,7","  128",",,7",,,,,,,,,,,,,,,,,"  128",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-16","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  244",",,7","  128",",,7",,,,,,,,,,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-17","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  256",",,7","  144",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-18","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  221",",,7,0600","    0",",,7","    0",",,7","  261",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  189",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-19","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    5",",,7,0600",,,,,"  261",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-20","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  283",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-21","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  300",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-22","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  311",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-23","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  322",",,7","  200",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-24","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   41",",,7,0600","    0",",,7","    0",",,7","  311",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-25","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  311",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-26","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  317",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-27","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  317",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-28","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  317",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-29","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  339",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-30","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  350",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  222",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-08-31","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  350",",,7","  222",",,7",,,,,,,,,,,,,,,,,"  233",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-01","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  344",",,7","  233",",,7",,,,,,,,,,,,,,,,,"  250",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-02","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   94",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  211",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-03","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0","T,,7,0600","    0",",,7","    0",",,7","  306",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  167",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-04","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  294",",,7","  161",",,7",,,,,,,,,,,,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-05","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  278",",,7","  150",",,7",,,,,,,,,,,,,,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-06","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  278",",,7","  144",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-07","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  300",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-08","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  322",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-09","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  306",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  228",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-10","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  333",",,7","  222",",,7",,,,,,,,,,,,,,,,,"  244",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-11","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0","T,,7,0600","    0",",,7","    0",",,7","  322",",,7","  217",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-12","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  328",",,7","  211",",,7",,,,,,,,,,,,,,,,,"  239",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-13","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  317",",,7","  150",",,7",,,,,,,,,,,,,,,,,"  150",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-15","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  228",",,7","   94",",,7",,,,,,,,,,,,,,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-18","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  272",",,7","  167",",,7",,,,,,,,,,,,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-19","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  306",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-20","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  306",",,7","  206",",,7",,,,,,,,,,,,,,,,,"  206",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-21","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  150",",,7,0600","    0",",,7","    0",",,7","  233",",,7","  144",",,7",,,,,,,,,,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-22","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  239",",,7","  100",",,7",,,,,,,,,,,,,,,,,"  100",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-23","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  239",",,7","  100",",,7",,,,,,,,,,,,,,,,,"  117",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-24","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  256",",,7","  117",",,7",,,,,,,,,,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-25","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  470",",,7,0600",,,,,"  250",",,7","  144",",,7",,,,,,,,,,,,,,,,,"  172",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-26","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  267",",,7","  161",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-27","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  278",",,7","  161",",,7",,,,,,,,,,,,,,,,,"  161",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-28","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  267",",,7","  161",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-29","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   51",",,7,0600",,,,,"  278",",,7","  178",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-09-30","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","  170",",,7,0600",,,,,"  189",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-01","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  206",",,7","  172",",,7",,,,,,,,,,,,,,,,,"  183",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-02","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  228",",,7","  183",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-03","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  261",",,7","  189",",,7",,,,,,,,,,,,,,,,,"  194",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-04","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  283",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  200",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-05","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   74",",,7,0600","    0",",,7","    0",",,7","  289",",,7","  194",",,7",,,,,,,,,,,,,,,,,"  217",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-06","37.0422","-89.1855","95.4","CAIRO 3 N, IL US"," 1105",",,7,0600",,,,,"  256",",,7","  128",",,7",,,,,,,,,,,,,,,,,"  128",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-07","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  200",",,7","   89",",,7",,,,,,,,,,,,,,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-08","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  206",",,7","   83",",,7",,,,,,,,,,,,,,,,,"   83",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-09","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  217",",,7","   78",",,7",,,,,,,,,,,,,,,,,"  111",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-10","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  244",",,7","  111",",,7",,,,,,,,,,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-11","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  256",",,7","  133",",,7",,,,,,,,,,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-12","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  267",",,7","  133",",,7",,,,,,,,,,,,,,,,,"  144",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-13","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   56",",,7,0600",,,,,"  228",",,7","  117",",,7",,,,,,,,,,,,,,,,,"  117",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-14","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  233",",,7","   94",",,7",,,,,,,,,,,,,,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-15","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   10",",,7,0600",,,,,"  211",",,7","   94",",,7",,,,,,,,,,,,,,,,,"  178",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-16","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   58",",,7,0600",,,,,"  211",",,7","  133",",,7",,,,,,,,,,,,,,,,,"  133",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-17","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   53",",,7,0600",,,,,"  183",",,7","   94",",,7",,,,,,,,,,,,,,,,,"   94",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-18","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  183",",,7","   78",",,7",,,,,,,,,,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-19","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   20",",,7,0600",,,,,"  211",",,7","   72",",,7",,,,,,,,,,,,,,,,,"   89",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-20","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","   30",",,7,0600","    0",",,7","    0",",,7","  150",",,7","   44",",,7",,,,,,,,,,,,,,,,,"   61",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-21","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  183",",,7","   56",",,7",,,,,,,,,,,,,,,,,"   78",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-22","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    3",",,7,0600","    0",",,7","    0",",,7","  194",",,7","   33",",,7",,,,,,,,,,,,,,,,,"   33",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-23","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    8",",,7,0600",,,,,"  161",",,7","   28",",,7",,,,,,,,,,,,,,,,,"   56",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-24","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  133",",,7","   56",",,7",,,,,,,,,,,,,,,,,"   67",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-25","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600","    0",",,7","    0",",,7","  117",",,7","  -17",",,7",,,,,,,,,,,,,,,,,"  -11",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093809","2013-10-26","37.0422","-89.1855","95.4","CAIRO 3 N, IL US","    0",",,7,0600",,,,,"  117",",,7","  -22",",,7",,,,,,,,,,,,,,,,,"   44",",,7,0600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
