"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00401145","2018-06-27","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","   33",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  211",",,7",,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-06-28","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  244",",,7",,,,,"  278",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-06-29","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","  417",",,7,0800","    0",",,7,0800","    0",",,7,0800","  367",",,7","  211",",,7",,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-06-30","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  217",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-01","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  233",",,7",,,,,"  283",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-02","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  244",",,7",,,,,"  272",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-03","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  233",",,7",,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-04","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  233",",,7",,,,,"  300",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-05","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","  107",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  222",",,7",,,,,"  272",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-06","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","  102",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  228",",,7",,,,,"  250",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-07","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","   25",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  217",",,7",,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-08","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  222",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-09","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  228",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-10","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  222",",,7",,,,,"  239",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-11","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  222",",,7",,,,,"  289",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-12","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  222",",,7",,,,,"  272",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-13","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  350",",,7","  244",",,7",,,,,"  261",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-14","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  356",",,7","  256",",,7",,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-15","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  250",",,7",,,,,"  261",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-16","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","  206",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  228",",,7",,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-17","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  228",",,7",,,,,"  261",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-18","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  361",",,7","  228",",,7",,,,,"  261",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-19","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  233",",,7",,,,,"  272",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-20","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","   20",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  239",",,7",,,,,"  256",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-21","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  256",",,7",,,,,"  261",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-22","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  333",",,7","  211",",,7",,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-23","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  206",",,7",,,,,"  222",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-24","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  344",",,7","  189",",,7",,,,,"  228",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-25","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  322",",,7","  206",",,7",,,,,"  244",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-26","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  328",",,7","  189",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-27","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","   86",",,7,0800","    0",",,7,0800","    0",",,7,0800","  339",",,7","  211",",,7",,,,,"  211",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-28","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  311",",,7","  189",",,7",,,,,"  189",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-29","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  306",",,7","  189",",,7",,,,,"  267",",,7,0800",,,,,,,,,,,,,,,,,,,,
"USC00401145","2018-07-30","35.5894","-89.2586","100.6","BROWNSVILLE, TN US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  317",",,7","  211",",,7",,,,,"  233",",,7,0800",,,,,,,,,,,,,,,,,,,,
