"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00136910","2018-05-14","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  228",",,7","  128",",,7","   40",",,7",,,,,,,,,"   18",",,7,",,,,,,,,,,,,,"  144",",,7,0800",,,,,"   49",",,7",,
"USC00136910","2018-05-15","40.825","-92.8925","294.1","RATHBUN DAM, IA US","  201",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  144",",,7","   22",",,7",,,,,,,,,"   23",",,7,",,,,,,,,,,,,,"  172",",,7,0800",,,,,"   72",",,7",,
"USC00136910","2018-05-16","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  244",",,7","  150",",,7","   18",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,,,,,"  167",",,7,0800",,,,,"   27",",,7",,
"USC00136910","2018-05-17","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  156",",,7","   13",",,7",,,,,,,,,"   36",",,7,",,,,,,,,,,,,,"  167",",,7,0800",,,,,"   18",",,7",,
"USC00136910","2018-05-18","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  278",",,7","  139",",,7","   22",",,7",,,,,,,,,"   84",",,7,",,,,,,,,,,,,,"  150",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-05-19","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  256",",,7","  133",",,7","    0",",,7",,,,,,,,,"   36",",,7,",,,,,,,,,,,,,"  167",",,7,0800",,,,,"   22",",,7",,
"USC00136910","2018-05-20","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   30",",,7,0800","    0",",,7,","    0",",,7,","  272",",,7","  156",",,7","   18",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,,,,,"  161",",,7,0800",,,,,"   63",",,7",,
"USC00136910","2018-05-21","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   91",",,7,0800","    0",",,7,","    0",",,7,","  222",",,7","  150",",,7","    4",",,7",,,,,,,,,"   20",",,7,",,,,,,,,,,,,,"  161",",,7,0800",,,,,"   72",",,7",,
"USC00136910","2018-05-22","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  239",",,7","  133",",,7","    0",",,7",,,,,,,,,"   30",",,7,",,,,,,,,,,,,,"  161",",,7,0800",,,,,"   22",",,7",,
"USC00136910","2018-05-24","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  178",",,7","   18",",,7",,,,,,,,,"   58",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-05-25","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  178",",,7","   72",",,7",,,,,,,,,"   66",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   94",",,7",,
"USC00136910","2018-05-27","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  206",",,7","   27",",,7",,,,,,,,,"   51",",,7,",,,,,,,,,,,,,"  233",",,7,0800",,,,,"   58",",,7",,
"USC00136910","2018-05-28","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  361",",,7","  211",",,7","    4",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,,,"  233",",,7,0800",,,,,"   36",",,7",,
"USC00136910","2018-05-30","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  328",",,7","  189",",,7","    4",",,7",,,,,,,,,"   36",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,"   80",",,7",,
"USC00136910","2018-05-31","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  189",",,7","   40",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,,,"  217",",,7,0800",,,,,"   58",",,7",,
"USC00136910","2018-06-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    3",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  178",",,7","    9",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,,,"  222",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-06-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   48",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  178",",,7","   49",",,7",,,,,,,,,"   79",",,7,",,,,,,,,,,,,,"  178",",,7,0800",,,,,"  197",",,7",,
"USC00136910","2018-06-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   20",",,7,0800","    0",",,7,","    0",",,7,","  261",",,7","  150",",,7","   18",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,,,"  178",",,7,0800",,,,,"   89",",,7",,
"USC00136910","2018-06-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  111",",,7","    0",",,7",,,,,,,,,"   97",",,7,",,,,,,,,,,,,,"  144",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-06-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  272",",,7","  144",",,7","   13",",,7",,,,,,,,,"   74",",,7,",,,,,,,,,,,,,"  267",",,7,0800",,,,,"   76",",,7",,
"USC00136910","2018-06-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  156",",,7","    0",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,,,,,"  178",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-06-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   76",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  172",",,7","    0",",,7",,,,,,,,,"  102",",,7,",,,,,,,,,,,,,"  183",",,7,0800",,,,,"  125",",,7",,
"USC00136910","2018-06-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  183",",,7","    9",",,7",,,,,,,,,"   46",",,7,",,,,,,,,,,,,,"  222",",,7,0800",,,,,"   31",",,7",,
"USC00136910","2018-06-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  200",",,7","   13",",,7",,,,,,,,,"   51",",,7,",,,,,,,,,,,,,"  228",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-06-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  228",",,7","   27",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  244",",,7,0800",,,,,"   80",",,7",,
"USC00136910","2018-06-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   30",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  194",",,7","   13",",,7",,,,,,,,,"   46",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   58",",,7",,
"USC00136910","2018-06-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","  257",",,7,0800","    0",",,7,","    0",",,7,","  272",",,7","  189",",,7","   13",",,7",,,,,,,,,"   79",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   72",",,7",,
"USC00136910","2018-06-13","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  311",",,7","  189",",,7","   40",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"  121",",,7",,
"USC00136910","2018-06-15","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   81",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  167",",,7","   27",",,7",,,,,,,,,"   46",",,7,",,,,,,,,,,,,,"  233",",,7,0800",,,,,"   85",",,7",,
"USC00136910","2018-06-16","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  217",",,7","   36",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  244",",,7,0800",,,,,"   76",",,7",,
"USC00136910","2018-06-17","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  239",",,7","   22",",,7",,,,,,,,,"   79",",,7,",,,,,,,,,,,,,"  244",",,7,0800",,,,,"   54",",,7",,
"USC00136910","2018-06-18","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  239",",,7","   31",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  250",",,7,0800",,,,,"   58",",,7",,
"USC00136910","2018-06-19","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  350",",,7","  222",",,7","    4",",,7",,,,,,,,,"   74",",,7,",,,,,,,,,,,,,"  233",",,7,0800",,,,,"   63",",,7",,
"USC00136910","2018-06-20","40.825","-92.8925","294.1","RATHBUN DAM, IA US","  287",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","  200",",,7","   22",",,7",,,,,,,,,"  132",",,7,",,,,,,,,,,,,,"  222",",,7,0800",,,,,"   54",",,7",,
"USC00136910","2018-06-21","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   64",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","  161",",,7","   13",",,7",,,,,,,,,"   48",",,7,",,,,,,,,,,,,,"  172",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-06-22","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   38",",,7,0800","    0",",,7,","    0",",,7,","  217",",,7","  161",",,7","   45",",,7",,,,,,,,,"    8",",,7,",,,,,,,,,,,,,"  167",",,7,0800",,,,,"   85",",,7",,
"USC00136910","2018-06-23","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  222",",,7","  167",",,7","    4",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,,,,,"  183",",,7,0800",,,,,"   58",",,7",,
"USC00136910","2018-06-24","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  250",",,7","  167",",,7","   18",",,7",,,,,,,,,"   15",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-06-25","40.825","-92.8925","294.1","RATHBUN DAM, IA US","  170",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  189",",,7","   18",",,7",,,,,,,,,"   53",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   89",",,7",,
"USC00136910","2018-06-26","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   61",",,7,0800","    0",",,7,","    0",",,7,","  256",",,7","  178",",,7","   18",",,7",,,,,,,,,"   25",",,7,",,,,,,,,,,,,,"  189",",,7,0800",,,,,"   85",",,7",,
"USC00136910","2018-06-27","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  178",",,7","    9",",,7",,,,,,,,,"   36",",,7,",,,,,,,,,,,,,"  211",",,7,0800",,,,,"   36",",,7",,
"USC00136910","2018-06-28","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  206",",,7","   18",",,7",,,,,,,,,"   58",",,7,",,,,,,,,,,,,,"  228",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-06-29","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   71",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","  194",",,7","   27",",,7",,,,,,,,,"    8",",,7,",,,,,,,,,,,,,"  256",",,7,0800",,,,,"   89",",,7",,
"USC00136910","2018-06-30","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  250",",,7","   31",",,7",,,,,,,,,"  102",",,7,",,,,,,,,,,,,,"  261",",,7,0800",,,,,"   63",",,7",,
"USC00136910","2018-07-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","  231",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  206",",,7","   40",",,7",,,,,,,,,"  107",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,"   89",",,7",,
"USC00136910","2018-07-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  278",",,7","  172",",,7","    4",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,,,"  189",",,7,0800",,,,,"   27",",,7",,
"USC00136910","2018-07-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  189",",,7","   27",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,,,,,"  211",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-07-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  333",",,7","  211",",,7","    0",",,7",,,,,,,,,"   51",",,7,",,,,,,,,,,,,,"  250",",,7,0800",,,,,"   31",",,7",,
"USC00136910","2018-07-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  217",",,7","    4",",,7",,,,,,,,,"   74",",,7,",,,,,,,,,,,,,"  228",",,7,0800",,,,,"   80",",,7",,
"USC00136910","2018-07-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  189",",,7","   22",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"   63",",,7",,
"USC00136910","2018-07-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  156",",,7","    9",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,,,"  167",",,7,0800",,,,,"   18",",,7",,
"USC00136910","2018-07-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  283",",,7","  150",",,7","    0",",,7",,,,,,,,,"   56",",,7,",,,,,,,,,,,,,"  161",",,7,0800",,,,,"   31",",,7",,
"USC00136910","2018-07-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  161",",,7","   13",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  211",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-07-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  206",",,7","    4",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,,,,,"  239",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-07-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  333",",,7","  211",",,7","   27",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,,,,,"  228",",,7,0800",,,,,"   36",",,7",,
"USC00136910","2018-07-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  344",",,7","  217",",,7","   18",",,7",,,,,,,,,"   74",",,7,",,,,,,,,,,,,,"  233",",,7,0800",,,,,"   49",",,7",,
"USC00136910","2018-07-13","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  367",",,7","  222",",,7","   22",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  233",",,7,0800",,,,,"   54",",,7",,
"USC00136910","2018-07-14","40.825","-92.8925","294.1","RATHBUN DAM, IA US","  262",",,7,0800","    0",",,7,","    0",",,7,","  350",",,7","  211",",,7","    0",",,7",,,,,,,,,"  208",",,7,",,,,,,,,,,,,,"  217",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-07-15","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0","T,,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  206",",,7","    0",",,7",,,,,,,,,"   43",",,7,",,,,,,,,,,,,,"  228",",,7,0800",,,,,"   22",",,7",,
"USC00136910","2018-07-16","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  217",",,7","   18",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,,,"  244",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-07-17","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  183",",,7","    0",",,7",,,,,,,,,"   58",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-07-18","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  194",",,7","   13",",,7",,,,,,,,,"   61",",,7,",,,,,,,,,,,,,"  211",",,7,0800",,,,,"   18",",,7",,
"USC00136910","2018-07-19","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  206",",,7","    9",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,,,,,"  211",",,7,0800",,,,,"   89",",,7",,
"USC00136910","2018-07-20","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  194",",,7","   49",",,7",,,,,,,,,"   56",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"  103",",,7",,
"USC00136910","2018-07-21","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  283",",,7","  194",",,7","   18",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,"   80",",,7",,
"USC00136910","2018-07-22","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  183",",,7","   27",",,7",,,,,,,,,"   66",",,7,",,,,,,,,,,,,,"  189",",,7,0800",,,,,"   67",",,7",,
"USC00136910","2018-07-23","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  272",",,7","  178",",,7","   18",",,7",,,,,,,,,"   33",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"   36",",,7",,
"USC00136910","2018-07-24","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  200",",,7","   31",",,7",,,,,,,,,"   58",",,7,",,,,,,,,,,,,,"  211",",,7,0800",,,,,"   63",",,7",,
"USC00136910","2018-07-25","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  161",",,7","    9",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-07-26","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  183",",,7","   13",",,7",,,,,,,,,"   38",",,7,",,,,,,,,,,,,,"  189",",,7,0800",,,,,"   63",",,7",,
"USC00136910","2018-07-27","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  150",",,7","    4",",,7",,,,,,,,,"   66",",,7,",,,,,,,,,,,,,"  167",",,7,0800",,,,,"   58",",,7",,
"USC00136910","2018-07-28","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  139",",,7","    0",",,7",,,,,,,,,"   58",",,7,",,,,,,,,,,,,,"  161",",,7,0800",,,,,"   22",",,7",,
"USC00136910","2018-07-29","40.825","-92.8925","294.1","RATHBUN DAM, IA US","  249",",,7,0800","    0",",,7,","    0",",,7,","  256",",,7","  161",",,7","    0",",,7",,,,,,,,,"  249",",,7,",,,,,,,,,,,,,"  172",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-07-30","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    5",",,7,0800","    0",",,7,","    0",",,7,","  250",",,7","  144",",,7","    0",",,7",,,,,,,,,"   79",",,7,",,,,,,,,,,,,,"  161",",,7,0800",,,,,"    4",",,7",,
"USC00136910","2018-07-31","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  156",",,7","    9",",,7",,,,,,,,,"   43",",,7,",,,,,,,,,,,,,"  178",",,7,0800",,,,,"   27",",,7",,
"USC00136910","2018-08-01","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  156",",,7","    0",",,7",,,,,,,,,"   48",",,7,",,,,,,,,,,,,,"  178",",,7,0800",,,,,"   13",",,7",,
"USC00136910","2018-08-02","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  306",",,7","  178",",,7","   13",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   63",",,7",,
"USC00136910","2018-08-03","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  178",",,7","   22",",,7",,,,,,,,,"   48",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   40",",,7",,
"USC00136910","2018-08-04","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  361",",,7","  194",",,7","   22",",,7",,,,,,,,,"   71",",,7,",,,,,,,,,,,,,"  217",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-08-05","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  217",",,7","   40",",,7",,,,,,,,,"   79",",,7,",,,,,,,,,,,,,"  239",",,7,0800",,,,,"   58",",,7",,
"USC00136910","2018-08-06","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  361",",,7","  217",",,7","   67",",,7",,,,,,,,,"   84",",,7,",,,,,,,,,,,,,"  217",",,7,0800",,,,,"   85",",,7",,
"USC00136910","2018-08-07","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   33",",,7,0800","    0",",,7,","    0",",,7,","  339",",,7","  200",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,"  200",",,7,0800",,,,,"   94",",,7",,
"USC00136910","2018-08-08","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    3",",,7,0800","    0",",,7,","    0",",,7,","  294",",,7","  161",",,7","    0",",,7",,,,,,,,,"   48",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"    0",",,7",,
"USC00136910","2018-08-09","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  183",",,7","    0",",,7",,,,,,,,,"   69",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"   31",",,7",,
"USC00136910","2018-08-10","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  350",",,7","  200",",,7","    4",",,7",,,,,,,,,"   84",",,7,",,,,,,,,,,,,,"  217",",,7,0800",,,,,"   31",",,7",,
"USC00136910","2018-08-11","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  322",",,7","  200",",,7","    4",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,"   18",",,7",,
"USC00136910","2018-08-12","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  178",",,7","    4",",,7",,,,,,,,,"   58",",,7,",,,,,,,,,,,,,"  183",",,7,0800",,,,,"   13",",,7",,
"USC00136910","2018-08-13","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  178",",,7","    4",",,7",,,,,,,,,"   56",",,7,",,,,,,,,,,,,,"  189",",,7,0800",,,,,"   18",",,7",,
"USC00136910","2018-08-14","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  333",",,7","  189",",,7","    4",",,7",,,,,,,,,"   76",",,7,",,,,,,,,,,,,,"  189",",,7,0800",,,,,"   27",",,7",,
"USC00136910","2018-08-15","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    8",",,7,0800","    0",",,7,","    0",",,7,","  267",",,7","  189",",,7","    0",",,7",,,,,,,,,"    5",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,"   36",",,7",,
"USC00136910","2018-08-17","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    5",",,7,0800","    0",",,7,","    0",",,7,","  317",",,7","  178",",,7","   36",",,7",,,,,,,,,"   43",",,7,",,,,,,,,,,,,,"  194",",,7,0800",,,,,"   45",",,7",,
"USC00136910","2018-08-18","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  300",",,7","  194",",,7","    9",",,7",,,,,,,,,"   43",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,"   27",",,7",,
"USC00136910","2018-08-19","40.825","-92.8925","294.1","RATHBUN DAM, IA US","    0",",,7,0800","    0",",,7,","    0",",,7,","  311",",,7","  189",",,7","    4",",,7",,,,,,,,,"   64",",,7,",,,,,,,,,,,,,"  200",",,7,0800",,,,,"   18",",,7",,
"USC00136910","2018-08-20","40.825","-92.8925","294.1","RATHBUN DAM, IA US","   79",",,7,0800","    0",",,7,","    0",",,7,","  289",",,7","  194",",,7","   18",",,7",,,,,,,,,"   64",",,7,",,,,,,,,,,,,,"  206",",,7,0800",,,,,"   85",",,7",,
