"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"FMW00040504","2018-07-16","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  559",",,W","    0",",,W","    0",",,W","  317",",,W","  243",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,"  100",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-17","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  142",",,W","    0",",,W","    0",",,W","  278",",,W","  239",",,W",,,,,"   12",",,W",,,,,,,,,,,,,,,,,"  150",",,W",,,,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-18","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   23",",,W","    0",",,W","    0",",,W","  307",",,W","  239",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  160",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-19","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  117",",,W","    0",",,W","    0",",,W","  306",",,W","  247",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  240",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-20","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   25",",,W","    0",",,W","    0",",,W","  318",",,W","  237",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  250",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-21","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  902",",,W","    0",",,W","    0",",,W","  311",",,W","  238",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  300",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-22","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  297",",,W","    0",",,W","    0",",,W","  272",",,W","  239",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  110",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-23","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   15",",,W","    0",",,W","    0",",,W","  311",",,W","  239",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,"   40",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-24","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  358",",,W","    0",",,W","    0",",,W","  322",",,W","  248",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  250",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-25","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  102",",,W","    0",",,W","    0",",,W","  300",",,W","  244",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"  150",",,W",,,,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-26","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  211",",,W","    0",",,W","    0",",,W","  300",",,W","  244",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  140",",,W",,,,,,,,,,,"   46",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-27","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  163",",,W","    0",",,W","    0",",,W","  294",",,W","  250",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"  240",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-28","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   15",",,W","    0",",,W","    0",",,W","  329",",,W","  250",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  150",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-29","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  234",",,W","    0",",,W","    0",",,W","  317",",,W","  242",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  130",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-30","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   13",",,W","    0",",,W","    0",",,W","  322",",,W","  242",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  130",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-07-31","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0","T,,W","    0",",,W","    0",",,W","  317",",,W","  242",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  320",",,W",,,,,,,,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-01","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  317",",,W","  241",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  300",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-02","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   51",",,W","    0",",,W","    0",",,W","  306",",,W","  247",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"   50",",,W",,,,,,,,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-03","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  561",",,W","    0",",,W","    0",",,W","  279",",,W","  239",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"  150",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-04","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   15",",,W","    0",",,W","    0",",,W","  306",",,W","  244",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  300",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-05","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  104",",,W","    0",",,W","    0",",,W","  322",",,W","  239",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  150",",,W",,,,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-06","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   66",",,W","    0",",,W","    0",",,W","  322",",,W","  242",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  250",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-07","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  678",",,W","    0",",,W","    0",",,W","  331",",,W","  239",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  140",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-08","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   84",",,W","    0",",,W","    0",",,W","  311",",,W","  233",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  260",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-09","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   25",",,W","    0",",,W","    0",",,W","  328",",,W","  225",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  250",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-10","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    3",",,W","    0",",,W","    0",",,W","  300",",,W","  247",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  260",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-11","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  424",",,W","    0",",,W","    0",",,W","  313",",,W","  239",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  250",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-12","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  216",",,W","    0",",,W","    0",",,W","  322",",,W","  244",",,W",,,,,"   11",",,W",,,,,,,,,,,,,,,,,"  290",",,W",,,,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-13","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM"," 1242",",,W","    0",",,W","    0",",,W","  294",",,W","  240",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  260",",,W",,,,,,,,,,,"   57",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-14","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   46",",,W","    0",",,W","    0",",,W","  317",",,W","  238",",,W",,,,,"   20",",,W",,,,,,,,,,,,,,,,,"  210",",,W",,,,,,,,,,,"   46",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-15","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  211",",,W","    0",",,W","    0",",,W","  256",",,W","  241",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  220",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-16","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   91",",,W","    0",",,W","    0",",,W","  311",",,W","  239",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  300",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-17","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  183",",,W","    0",",,W","    0",",,W","  311",",,W","  225",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-18","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  317",",,W","  239",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"   40",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-19","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   94",",,W","    0",",,W","    0",",,W","  317",",,W","  239",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"   40",",,W",,,,,,,,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-20","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  317",",,W","  238",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"   40",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-21","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   71",",,W","    0",",,W","    0",",,W","  289",",,W","  244",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"   70",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-22","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  107",",,W","    0",",,W","    0",",,W","  317",",,W","  246",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  130",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-23","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  328",",,W","  239",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  120",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-24","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  345",",,W","    0",",,W","    0",",,W","  315",",,W","  233",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  200",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-25","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  678",",,W","    0",",,W","    0",",,W","  322",",,W","  245",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  240",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-26","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    5",",,W","    0",",,W","    0",",,W","  317",",,W","  250",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  240",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-27","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  127",",,W","    0",",,W","    0",",,W","  328",",,W","  240",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  220",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-28","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  348",",,W","    0",",,W","    0",",,W","  322",",,W","  239",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"   40",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-29","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   30",",,W","    0",",,W","    0",",,W","  317",",,W","  238",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"   50",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-30","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  168",",,W","    0",",,W","    0",",,W","  298",",,W","  238",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  260",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-08-31","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   23",",,W","    0",",,W","    0",",,W","  311",",,W","  242",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  140",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-01","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  314",",,W","  236",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"   50",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-02","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  188",",,W","    0",",,W","    0",",,W","  322",",,W","  233",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  120",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-03","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  130",",,W","    0",",,W","    0",",,W","  288",",,W","  239",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  140",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-04","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0","T,,W","    0",",,W","    0",",,W","  311",",,W","  232",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"   50",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-05","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  339",",,W","  239",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-06","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  317",",,W","  239",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"   50",",,W",,,,,,,,,,,"   21",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-07","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   69",",,W","    0",",,W","    0",",,W","  325",",,W","  244",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  260",",,W",,,,,,,,,,,"   46",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-08","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  414",",,W","    0",",,W","    0",",,W","  294",",,W","  237",",,W",,,,,"   15",",,W",,,,,,,,,,,,,,,,,"  240",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-09","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  322",",,W","  236",",,W",,,,,"   18",",,W",,,,,,,,,,,,,,,,,"  240",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-10","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0",",,W","    0",",,W","    0",",,W","  328",",,W","  240",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-11","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","   33",",,W","    0",",,W","    0",",,W","  296",",,W","  239",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  260",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-12","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  292",",,W","    0",",,W","    0",",,W","  322",",,W","  239",",,W",,,,,"   13",",,W",,,,,,,,,,,,,,,,,"  270",",,W",,,,,,,,,,,"   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-13","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0","T,,W","    0",",,W","    0",",,W","  317",",,W","  239",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  140",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-14","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","    0","T,,W","    0",",,W","    0",",,W","  333",",,W","  242",",,W",,,,,"   14",",,W",,,,,,,,,,,,,,,,,"  300",",,W",,,,,,,,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-15","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  224",",,W","    0",",,W","    0",",,W","  319",",,W","  244",",,W",,,,,"   17",",,W",,,,,,,,,,,,,,,,,"  200",",,W",,,,,,,,,,,"   41",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"FMW00040504","2018-09-16","6.9667","158.2167","36.6","POHNPEI WEATHER SERVICE OFFICE, FM FM","  104",",,W","    0",",,W","    0",",,W","  314",",,W","  242",",,W",,,,,"   16",",,W",,,,,,,,,,,,,,,,,"  140",",,W",,,,,,,,,,,"   26",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
