"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES"
"ASN00068239","2018-06-14","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  114",",,a","   50",",,a",,,,,,,,
"ASN00068239","2018-06-15","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  115",",,a","   64",",,a",,,,,,,,
"ASN00068239","2018-06-16","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  103",",,a","   51",",,a",,,,,,,,
"ASN00068239","2018-06-17","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","   16",",,a","   72",",,a","   25",",,a",,,,,,,,
"ASN00068239","2018-06-18","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","   38",",,a","  114",",,a","   38",",,a",,,,,,,,
"ASN00068239","2018-06-19","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","   76",",,a","   91",",,a","   43",",,a",,,,,,,,
"ASN00068239","2018-06-20","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","   80",",,a","  121",",,a","   68",",,a",,,,,,,,
"ASN00068239","2018-06-21","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  137",",,a","   -2",",,a",,,,,,,,
"ASN00068239","2018-06-22","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  144",",,a","  -18",",,a",,,,,,,,
"ASN00068239","2018-06-23","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  136",",,a","  -12",",,a",,,,,,,,
"ASN00068239","2018-06-24","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  105",",,a","  -28",",,a",,,,,,,,
"ASN00068239","2018-06-25","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  121",",,a","  -45",",,a",,,,,,,,
"ASN00068239","2018-06-26","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  132",",,a","  -38",",,a",,,,,,,,
"ASN00068239","2018-06-27","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  116",",,a","   17",",,a",,,,,,,,
"ASN00068239","2018-06-28","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","   76",",,a","  111",",,a","   75",",,a",,,,,,,,
"ASN00068239","2018-06-29","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","   78",",,a","   94",",,a","    1",",,a",,,,,,,,
"ASN00068239","2018-06-30","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  115",",,a","   42",",,a",,,,,,,,
"ASN00068239","2018-07-01","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  119",",,a","  -19",",,a",,,,,,,,
"ASN00068239","2018-07-02","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  105",",,a","   12",",,a",,,,,,,,
"ASN00068239","2018-07-03","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  130",",,a","    6",",,a",,,,,,,,
"ASN00068239","2018-07-04","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  157",",,a","   26",",,a",,,,,,,,
"ASN00068239","2018-07-05","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    4",",,a","  191",",,a","   36",",,a",,,,,,,,
"ASN00068239","2018-07-06","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  181",",,a","  105",",,a",,,,,,,,
"ASN00068239","2018-07-07","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","   91",",,a","   42",",,a",,,,,,,,
"ASN00068239","2018-07-08","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","   88",",,a","   40",",,a",,,,,,,,
"ASN00068239","2018-07-09","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  120",",,a","   35",",,a",,,,,,,,
"ASN00068239","2018-07-10","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  124",",,a","  -30",",,a",,,,,,,,
"ASN00068239","2018-07-11","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  130",",,a","  -43",",,a",,,,,,,,
"ASN00068239","2018-07-12","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    4",",,a","  120",",,a","    5",",,a",,,,,,,,
"ASN00068239","2018-07-13","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    8",",,a","  106",",,a","   12",",,a",,,,,,,,
"ASN00068239","2018-07-14","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  106",",,a","   -3",",,a",,,,,,,,
"ASN00068239","2018-07-15","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    2",",,a","  108",",,a","  -10",",,a",,,,,,,,
"ASN00068239","2018-07-16","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  114",",,a","   -9",",,a",,,,,,,,
"ASN00068239","2018-07-17","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  157",",,a","   43",",,a",,,,,,,,
"ASN00068239","2018-07-18","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  123",",,a","   38",",,a",,,,,,,,
"ASN00068239","2018-07-19","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  146",",,a","   32",",,a",,,,,,,,
"ASN00068239","2018-07-20","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  126",",,a","   69",",,a",,,,,,,,
"ASN00068239","2018-07-21","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  107",",,a","   32",",,a",,,,,,,,
"ASN00068239","2018-07-22","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  122",",,a","  -54",",,a",,,,,,,,
"ASN00068239","2018-07-23","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  145",",,a","  -51",",,a",,,,,,,,
"ASN00068239","2018-07-24","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  155",",,a","   45",",,a",,,,,,,,
"ASN00068239","2018-07-25","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  148",",,a","   70",",,a",,,,,,,,
"ASN00068239","2018-07-26","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  137",",,a","   17",",,a",,,,,,,,
"ASN00068239","2018-07-27","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  154",",,a","    1",",,a",,,,,,,,
"ASN00068239","2018-07-28","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  179",",,a","  -18",",,a",,,,,,,,
"ASN00068239","2018-07-29","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","   30",",,a","  173",",,a","   65",",,a",,,,,,,,
"ASN00068239","2018-07-30","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  105",",,a","   38",",,a",,,,,,,,
"ASN00068239","2018-07-31","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  142",",,a","   30",",,a",,,,,,,,
"ASN00068239","2018-08-01","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  136",",,a","   55",",,a",,,,,,,,
"ASN00068239","2018-08-02","-34.5253","150.4217","678.4","MOSS VALE AWS, AS","    0",",,a","  139",",,a","   -6",",,a",,,,,,,,
