"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00053006","2019-01-12","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   67",",,7","  -44",",,7","  -44",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-13","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   61",",,7","  -83",",,7","  -67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-14","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  100",",,7"," -106",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-15","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  111",",,7","  -83",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-16","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","  -22",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  117",",,7","  -50",",,7","   28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7","   61",",,7","  -28",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   72",",,7","  -78",",,7","  -33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","  -44",",,7","  -33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   13",",,7,2400","   20",",,7,2400","    0","T,,7","   94",",,7","  -67",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   11",",,7","  -89",",,7","  -89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   56",",,7"," -117",",,7","   -6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   15",",,7,2400","   25",",,7,2400","   25",",,7","   -6",",,7"," -106",",,7"," -106",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   22",",,7"," -122",",,7","  -67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   83",",,7","  -89",",,7","    6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  150",",,7","  -67",",,7","   11",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7","   11",",,7","  -89",",,7","  -89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-29","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   11",",,7"," -128",",,7"," -100",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-30","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   44",",,7"," -150",",,7","  -28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-31","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  106",",,7","  -94",",,7","  -44",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  144",",,7","  -78",",,7","  -28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  161",",,7","  -67",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  183",",,7","  -33",",,7","  -33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   78",",,7","  -67",",,7","  -67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   50",",,7","  -72",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   36",",,7,2400","   51",",,7,2400","   51",",,7","  -61",",,7"," -167",",,7"," -167",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","   51",",,7"," -139",",,7"," -222",",,7"," -217",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-08","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","   51",",,7","  -22",",,7"," -222",",,7"," -139",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-09","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","   51",",,7","   28",",,7"," -167",",,7","  -56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-10","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","   51",",,7","  -17",",,7"," -106",",,7"," -106",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-11","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","   25",",,7","   39",",,7"," -139",",,7","  -17",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-12","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   89",",,7","  -50",",,7","  -17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-13","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  156",",,7","  -22",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-14","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  117",",,7","  -28",",,7","  -28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-15","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7","  100",",,7","  -67",",,7","  -39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-16","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   56",",,7","  -94",",,7","  -39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    5",",,7,2400","    0","T,,7","    0",",,7"," -106",",,7"," -106",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    5",",,7,2400","    0","T,,7","  -83",",,7"," -144",",,7"," -111",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    5",",,7,2400","    0","T,,7","  -56",",,7"," -128",",,7"," -128",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   22",",,7"," -144",",,7","  -94",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0","T,,7","   22",",,7"," -117",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","   10",",,7,2400","    0","T,,7","  -39",",,7","  -72",",,7","  -44",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   67",",,7","  -56",",,7","  -11",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   89",",,7","  -78",",,7","  -78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-02-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  106",",,7"," -111",",,7","  -89",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","   83",",,7","  -89",",,7","  -39",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  -22",",,7","  -94",",,7","  -78",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-02-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","   94",",,7"," -106",",,7","  -22",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    3",",,7,2400","    0","T,,7","  117",",,7","  -50",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   76",",,7,2400","  163",",,7,2400","  152",",,7","  -22",",,7"," -167",",,7"," -167",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","  152",",,7"," -144",",,7"," -244",",,7"," -244",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","  127",",,7"," -100",",,7"," -250",",,7"," -194",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","  127",",,7","  -28",",,7"," -206",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    8",",,7,2400","   13",",,7,2400","  102",",,7","   39",",,7","  -72",",,7","  -33",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","   51",",,7","   28",",,7","  -50",",,7","  -50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-08","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    8",",,7,2400","    0",",,7,2400","   25",",,7","   78",",,7","  -67",",,7","   22",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-09","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  106",",,7","    0",",,7","    0",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-10","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","  -44",",,7","  -17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-11","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  100",",,7","  -44",",,7","  -17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-12","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   20",",,7,2400","    0",",,7,2400","    0",",,7","  161",",,7","  -22",",,7","   56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-13","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","  157",",,7,2400","   91",",,7,2400","   76",",,7","   61",",,7","  -28",",,7","  -17",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-14","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","   76",",,7","   22",",,7","  -56",",,7","  -56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-15","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   61",",,7","  -89",",,7","  -28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-16","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   83",",,7","  -56",",,7","  -17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  128",",,7","  -44",",,7","    6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   89",",,7","  -22",",,7","   22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   89",",,7","  -22",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  161",",,7","  -67",",,7","   -6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  156",",,7","  -28",",,7","   28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   36",",,7,2400","    0",",,7,2400","    0",",,7","  139",",,7","   17",",,7","   56",",,7,2400",,,,,"    1",",,7",,,,,,,,,,
"USC00053006","2019-03-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","   17",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  144",",,7","  -28",",,7","   44",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  156",",,7","   17",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  194",",,7","  -17",",,7","   56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  211",",,7","   22",",,7","  100",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-03-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7","  167",",,7","   11",",,7","   33",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-29","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   51",",,7,2400","   41",",,7,2400","   25",",,7","   56",",,7","  -11",",,7","  -11",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-30","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7","   61",",,7","  -28",",,7","  -17",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-03-31","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  100",",,7","  -44",",,7","    0",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  150",",,7","  -33",",,7","   44",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  117",",,7","   17",",,7","   61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  161",",,7","   39",",,7","   39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  189",",,7","    0",",,7","   78",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-04-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  217",",,7","   50",",,7","  100",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  200",",,7","   33",",,7","   83",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  217",",,7","   17",",,7","   78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-08","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  233",",,7","   78",",,7","  100",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-09","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  244",",,7","   50",",,7","  100",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-10","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   89",",,7,2400","  140",",,7,2400","  127",",,7","  100",",,7","  -67",",,7","  -67",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-04-11","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","   25",",,7","   50",",,7","  -67",",,7","  -33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-12","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    8",",,7,2400","    8",",,7,2400","    0","T,,7","   50",",,7","  -39",",,7","   -6",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-04-13","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7","   78",",,7","  -11",",,7","   -6",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-04-14","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  183",",,7","  -17",",,7","   72",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-15","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  206",",,7","   17",",,7","   67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-16","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  172",",,7","   22",",,7","   94",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  178",",,7","   61",",,7","   78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  183",",,7","   28",",,7","   44",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  233",",,7","    6",",,7","   89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  261",",,7","   44",",,7","  139",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   38",",,7,2400","    0",",,7,2400","    0",",,7","  206",",,7","   72",",,7","   72",",,7,2400",,,,,"    1",",,7",,,,,,,,,,
"USC00053006","2019-04-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7","   89",",,7","   56",",,7","   72",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  194",",,7","   67",",,7","   78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  228",",,7","   39",",,7","   83",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  189",",,7","   72",",,7","   72",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7","  250",",,7","   33",",,7","  122",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  172",",,7","   61",",,7","   72",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-04-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   61",",,7,2400","   69",",,7,2400","   51",",,7","  211",",,7","  -17",",,7","  -17",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-04-29","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   61",",,7,2400","   36",",,7,2400","   25",",,7","   50",",,7","  -17",",,7","  -11",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-04-30","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","  188",",,7,2400","  180",",,7,2400","   76",",,7","   28",",,7","  -11",",,7","   11",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-05-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   20",",,7,2400","   23",",,7,2400","    0",",,7","  106",",,7","    6",",,7","   11",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2019-05-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  156",",,7","   -6",",,7","   50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-05-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  194",",,7","    6",",,7","   78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-05-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  228",",,7","   22",",,7","   72",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-05-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  233",",,7","   56",",,7","  117",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-05-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   91",",,7,2400","    0",",,7,2400","    0",",,7","  194",",,7","   83",",,7","   83",",,7,2400",,,"    1",",,7","    1",",,7",,,"    1",",,7",,,,,,
"USC00053006","2019-05-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   20",",,7,2400","    0",",,7,2400","    0",",,7","  100",",,7","   61",",,7","   67",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
