"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00053006","2018-09-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  328",",,7","  144",",,7","  144",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  311",",,7","  128",",,7","  172",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","  124",",,7,2400","    0",",,7,2400","    0",",,7","  278",",,7","  117",",,7","  161",",,7,2400",,,,,"    1",",,7",,,"    1",",,7",,,,,,
"USC00053006","2018-09-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  278",",,7","  106",",,7","  106",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-09-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  244",",,7","   78",",,7","  111",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  294",",,7","   56",",,7","  106",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  306",",,7","   56",",,7","  139",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  250",",,7","  117",",,7","  117",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  189",",,7","   56",",,7","   61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  217",",,7","   33",",,7","   67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  244",",,7","   56",",,7","   89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-09-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    5",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","   56",",,7","   61",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-09-29","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  256",",,7","   50",",,7","   89",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-09-30","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    3",",,7,2400","    0",",,7,2400","    0",",,7","  111",",,7","   56",",,7","   83",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-10-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  200",",,7","   78",",,7","   89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  272",",,7","   67",",,7","  128",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  283",",,7","   83",",,7","   83",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   18",",,7,2400","    0",",,7,2400","    0",",,7","  150",",,7","   50",",,7","   50",",,7,2400",,,,,"    1",",,7",,,,,,,,,,
"USC00053006","2018-10-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  233",",,7","   33",",,7","   61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   10",",,7,2400","    0",",,7,2400","    0",",,7","  122",",,7","   33",",,7","   56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   28",",,7,2400","    0",",,7,2400","    0",",,7","   67",",,7","   33",",,7","   44",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-10-08","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   18",",,7,2400","    0",",,7,2400","    0",",,7","   50",",,7","   22",",,7","   22",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-10-09","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","   56",",,7","   11",",,7","   11",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-10-10","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   25",",,7,2400","   28",",,7,2400","    0","T,,7","   22",",,7","    0",",,7","   11",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-10-11","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   61",",,7","   11",",,7","   33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-12","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  156",",,7","    0",",,7","   28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-13","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   76",",,7,2400","   99",",,7,2400","  102",",,7","  189",",,7","  -39",",,7","  -39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-14","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   41",",,7,2400","   64",",,7,2400","  127",",,7","  -17",",,7","  -89",",,7","  -89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-15","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","   25",",,7","   78",",,7"," -111",",,7","  -28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-16","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  144",",,7","  -33",",,7","   11",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  167",",,7","  -22",",,7","   22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  183",",,7","  -17",",,7","   67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  206",",,7","   39",",,7","   39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  206",",,7","    0",",,7","   50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  244",",,7","    6",",,7","   67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  228",",,7","   39",",,7","   67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  167",",,7","   50",",,7","   89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  183",",,7","   56",",,7","   56",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-10-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  206",",,7","   56",",,7","  106",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  206",",,7","   50",",,7","   78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  244",",,7","   50",",,7","   50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  206",",,7","   11",",,7","   72",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-29","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  250",",,7","   28",",,7","   44",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-30","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   10",",,7,2400","    0",",,7,2400","    0",",,7","   56",",,7","   17",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-10-31","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","    0",",,7","    0",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  144",",,7","   -6",",,7","   50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","  189",",,7","   22",",,7","  100",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  117",",,7","   28",",,7","   28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","  -28",",,7","   89",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  128",",,7","   -6",",,7","   11",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  111",",,7","  -22",",,7","  -11",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   33",",,7","  -39",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-08","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   50",",,7","  -61",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-09","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   39",",,7"," -100",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-10","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0","T,,7","  133",",,7","  -72",",,7","  -11",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-11","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   74",",,7,2400","  135",",,7,2400","  102",",,7","  -11",",,7","  -61",",,7","  -61",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-11-12","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","  102",",,7","  -17",",,7","  -89",",,7","  -78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-13","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   83",",,7","  -78",",,7","  -33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-14","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  161",",,7","  -56",",,7","  -17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-15","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  172",",,7","  -33",",,7","  -17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-16","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  144",",,7","  -50",",,7","   39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   15",",,7,2400","   13",",,7,2400","    0","T,,7","   39",",,7","  -56",",,7","  -56",",,7,2400",,,"    1",",,7",,,,,,,"    1",",,7",,,,
"USC00053006","2018-11-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   61",",,7"," -100",",,7","  -33",",,7,2400",,,,,,,,,,,"    1",",,7",,,,
"USC00053006","2018-11-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   89",",,7","  -67",",,7","  -33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  122",",,7","  -72",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  156",",,7","  -56",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  122",",,7","  -50",",,7","   78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  117",",,7","    6",",,7","   28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    8",",,7,2400","   15",",,7,2400","    0","T,,7","   72",",,7","  -28",",,7","    0",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   72",",,7","  -61",",,7","  -56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   61",",,7","  -89",",,7","   -6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  133",",,7","  -56",",,7","   28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  150",",,7","   -6",",,7","   39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-29","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   72",",,7","   -6",",,7","   -6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-11-30","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   18",",,7,2400","    5",",,7,2400","    0","T,,7","   28",",,7","  -33",",,7","  -11",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-12-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    5",",,7,2400","    5",",,7,2400","    0","T,,7","   78",",,7","  -28",",,7","  -17",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-12-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0","T,,7","   33",",,7","  -72",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   17",",,7","  -72",",,7","  -72",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   39",",,7"," -106",",,7"," -106",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0","T,,7","   39",",,7"," -117",",,7","  -56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   10",",,7,2400","   23",",,7,2400","    0","T,,7","  -39",",,7"," -117",",,7"," -117",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   44",",,7"," -128",",,7","  -67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-08","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   83",",,7"," -100",",,7","  -56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-09","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   83",",,7"," -100",",,7","  -94",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-10","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7"," -133",",,7","  -22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-11","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  139",",,7","  -61",",,7","  -50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-12","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   94",",,7","  -61",",,7","   -6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-13","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   56",",,7","  -67",",,7","  -67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-14","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  100",",,7","  -89",",,7","  -39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-15","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  122",",,7","  -39",",,7","   11",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-16","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  133",",,7","  -50",",,7","  -50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-17","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  144",",,7","  -83",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-18","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  128",",,7","  -44",",,7","   22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-19","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  106",",,7","   22",",,7","   28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-20","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   78",",,7","  -67",",,7","  -50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-21","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  167",",,7","  -72",",,7","  -56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-22","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   72",",,7","  -78",",,7","  -78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-23","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   61",",,7"," -117",",,7","  -39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-24","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   78",",,7","  -61",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-25","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  111",",,7","  -78",",,7","  -33",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-26","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   50",",,7","  -56",",,7","  -39",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-27","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","    0",",,7","  -89",",,7","  -61",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-28","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    0","T,,7,2400","    0",",,7","  -56",",,7"," -100",",,7"," -100",",,7,2400",,,"    1",",,7",,,,,,,,,,,,
"USC00053006","2018-12-29","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   17",",,7"," -167",",,7","  -78",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-30","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   83",",,7"," -100",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2018-12-31","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    5",",,7,2400","   10",",,7,2400","    0","T,,7","   17",",,7"," -161",",,7"," -161",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-01","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0","T,,7,2400","    5",",,7,2400","    0","T,,7"," -100",",,7"," -200",",,7"," -183",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-02","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0","T,,7","   50",",,7"," -194",",,7","  -94",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-03","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  128",",,7"," -122",",,7","  -50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-04","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  150",",,7","  -78",",,7","   -6",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-05","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  150",",,7","  -61",",,7","   22",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-06","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  144",",,7","  -44",",,7","   44",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-07","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  111",",,7","  -44",",,7","   56",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-08","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   72",",,7","  -72",",,7","  -67",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-09","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","   33",",,7","  -78",",,7","  -28",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-10","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","    0",",,7,2400","    0",",,7,2400","    0",",,7","  133",",,7","  -33",",,7","   50",",,7,2400",,,,,,,,,,,,,,,,
"USC00053006","2019-01-11","40.5756","-105.0236","1499.6","FORT COLLINS 4 E, CO US","   99",",,7,2400","    0",",,7,2400","    0",",,7","   61",",,7","   17",",,7","   17",",,7,2400",,,,,,,,,,,,,,,,
