"USC00087429","2017-02-01","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","   28",",,7",,,,,"   67",",,7,0800",,,,,,,"   78",",,7","  100",",,7","  111",",,7",,,,,,,"  183",",,7","  167",",,7","  117",",I,7",,,,,,,,
"USC00087429","2017-02-02","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  233",",,7","   67",",,7",,,,,"   94",",,7,0800",,,,,,,"  100",",,7","  122",",,7","  128",",I,7",,,,,,,"  194",",,7","  178",",,7","  133",",,7",,,,,,,,
"USC00087429","2017-02-03","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  244",",,7","   94",",,7",,,,,"  133",",,7,0800",,,,,,,"  128",",,7","  139",",,7","  133",",,7",,,,,,,"  206",",,7","  189",",,7","  139",",,7",,,,,,,,
"USC00087429","2017-02-06","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","   39",",,7",,,,,"  111",",,7,0800",,,,,,,"  106",",,7","  128",",,7","  150",",,7",,,,,,,"  217",",,7","  200",",,7","  156",",,7",,,,,,,,
"USC00087429","2017-02-07","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  250",",,7","   94",",,7",,,,,"  106",",,7,0800",,,,,,,"  128",",,7","  156",",,7","  139",",,7",,,,,,,"  222",",,7","  200",",,7","  144",",,7",,,,,,,,
"USC00087429","2017-02-08","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","  330",",,7,0800","    0",",,7","    0",",,7","  250",",,7","  106",",,7",,,,,"  161",",,7,0800",,,,,,,"  128",",,7","  150",",,7","  150",",,7",,,,,,,"  200",",,7","  189",",,7","  156",",,7",,,,,,,,
"USC00087429","2017-02-14","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  272",",,7","   44",",,7",,,,,"   83",",,7,0800",,,,,,,"  100",",,7","  128",",,7","  144",",,7",,,,,,,"  239",",,7","  217",",,7","  150",",,7",,,,,,,,
"USC00087429","2017-02-15","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  267",",,7","   83",",,7",,,,,"  183",",,7,0800",,,,,,,"  128",",,7","  156",",,7","  156",",,7",,,,,,,"  233",",,7","  211",",,7","  161",",,7",,,,,,,,
"USC00087429","2017-02-16","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","   13",",,7,0800","    0",",,7","    0",",,7","  244",",,7","   39",",,7",,,,,"   44",",,7,0800",,,,,,,"  106",",,7","  150",",,7","  156",",,7",,,,,,,"  222",",,7","  211",",,7","  161",",,7",,,,,,,,
"USC00087429","2017-02-17","30.54972","-84.58361","74.7","QUINCY 3 SSW, FL US","    0",",,7,0800","    0",",,7","    0",",,7","  178",",,7","    6",",,7",,,,,"   11",",,7,0800",,,,,,,"  100",",,7","  133",",,7","  150",",,7",,,,,,,"  211",",,7","  194",",,7","  156",",,7",,,,,,,,
