"USC00102707","2018-03-30","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0",",,7","    0",",,7","    0",",,7","  161",",,7","   22",",,7",,,,,,,,,"  156",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-03-31","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0",",,7","    0",",,7","    0",",,7","  161",",,7","   28",",,7",,,,,,,,,"  139",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-04-01","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0",",,7","    0",",,7","    0",",,7","  139",",,7","    0",",,7",,,,,,,,,"   28",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-04-02","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0","T,,7","    0","T,,7","    0",",,7","  133",",,7","   11",",,7",,,,,,,,,"   17",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-04-03","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0",",,7","    0",",,7","    0",",,7","   83",",,7","  -72",",,7",,,,,,,,,"   67",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-04-04","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0",",,7","    0",",,7","    0",",,7","  128",",,7","  -11",",,7",,,,,,,,,"  128",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-04-05","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0",",,7","    0",",,7","    0",",,7","  139",",,7","   33",",,7",,,,,,,,,"  128",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-04-06","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","    0","T,,7","    0",",,7","    0",",,7","  133",",,7","   17",",,7",,,,,,,,,"  133",",,7",,,,,,,,,,,,,,,,
"USC00102707","2018-04-07","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","   58",",,7","    0",",,7","    0",",,7","  133",",,7","   56",",,7",,,,,,,,,"   94",",,7","    1",",,7",,,,,,,,,,,,,,
"USC00102707","2018-04-08","44.2436","-112.2005","1661.2","DUBOIS EXPERIMENT STATION, ID US","   20",",,7","    0",",,7","    0",",,7","  128",",,7","   11",",,7",,,,,,,,,"  111",",,7",,,,,,,,,,,,,,,,
