"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00457941","2019-06-15","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  278",",,7","   89",",,7",,,"  104",",,7,1200",,,"  139",",,7","  278",",,7","  178",",,7,2400","  114",",,7",,,"  189",",,7","  283",",,7",,,,,,,,,,
"USC00457941","2019-06-16","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  300",",,7","  178",",,7",,,"   76",",,7,1200",,,"  178",",,7","  306",",,7","  189",",,7,2400","   58",",,7",,,"  211",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-06-17","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  289",",,7","  183",",,7",,,"  109",",,7,1200",,,"  161",",,7","  317",",,7","  183",",,7,2400","   76",",,7",,,"  211",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-06-18","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  272",",,7","  133",",,7",,,"   99",",,7,1200",,,"  144",",,7","  306",",,7","  133",",,7,2400","  124",",,7",,,"  211",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-06-19","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    5",",,7,2400","    0",",,7,","    0",",,7,2400","  211",",,7","  106",",,7",,,"  124",",,7,1200",,,"  128",",,7","  300",",,7","  122",",,7,2400","  222",",,7",,,"  200",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-06-20","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    3",",,7,2400","    0",",,7,","    0",",,7,2400","  178",",,7","   56",",,7",,,"   53",",,7,1200",,,"  100",",,7","  222",",,7","   72",",,7,2400","  106",",,7",,,"  172",",,7","  256",",,7",,,,,,,,,,
"USC00457941","2019-06-21","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  183",",,7","   56",",,7",,,"   51",",,7,1200",,,"   89",",,7","  189",",,7","  122",",,7,2400","   87",",,7",,,"  156",",,7","  217",",,7",,,,,,,,,,
"USC00457941","2019-06-22","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  233",",,7","   72",",,7",,,"   89",",,7,1200",,,"  117",",,7","  228",",,7","  128",",,7,2400","   90",",,7",,,"  161",",,7","  228",",,7",,,,,,,,,,
"USC00457941","2019-06-23","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  217",",,7","   94",",,7",,,"   91",",,7,1200",,,"  117",",,7","  239",",,7","  117",",,7,2400","  158",",,7",,,"  172",",,7","  244",",,7",,,,,,,,,,
"USC00457941","2019-06-24","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  217",",,7","   67",",,7",,,"   84",",,7,1200",,,"   89",",,7","  206",",,7","   78",",,7,2400","  196",",,7",,,"  161",",,7","  228",",,7",,,,,,,,,,
"USC00457941","2019-06-25","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  233",",,7","   28",",,7",,,"   69",",,7,1200",,,"  111",",,7","  239",",,7","  111",",,7,2400","   77",",,7",,,"  161",",,7","  244",",,7",,,,,,,,,,
"USC00457941","2019-06-26","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   10",",,7,2400","    0",",,7,","    0",",,7,2400","  250",",,7","   89",",,7",,,"   84",",,7,1200",,,"  139",",,7","  272",",,7","  117",",,7,2400","   66",",,7",,,"  183",",,7","  267",",,7",,,,,,,,,,
"USC00457941","2019-06-27","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   10",",,7,2400","    0",",,7,","    0",",,7,2400","  183",",,7","   67",",,7",,,"   71",",,7,1200",,,,,,,"   72",",,7,2400","   85",",,7",,,"  183",",,7","  272",",,7",,,,,,,,,,
"USC00457941","2019-06-28","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  217",",,7","   50",",,7",,,"   51",",,7,1200",,,"  100",",,7","  239",",,7","   67",",,7,2400","   82",",,7",,,"  150",",,7","  217",",,7",,,,,,,,,,
"USC00457941","2019-06-29","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  250",",,7","   33",",,7",,,"   76",",,7,1200",,,"  100",",,7","  261",",,7","  117",",,7,2400","   76",",,7",,,"  161",",,7","  250",",,7",,,,,,,,,,
"USC00457941","2019-06-30","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  278",",,7","   72",",,7",,,"   58",",,7,1200",,,"  139",",,7","  267",",,7","  133",",,7,2400","   60",",,7",,,"  172",",,7","  256",",,7",,,,,,,,,,
"USC00457941","2019-07-01","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  289",",,7","   83",",,7",,,"  137",",,7,1200",,,"  150",",,7","  300",",,7","  183",",,7,2400","   58",",,7",,,"  194",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-07-02","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,","    0",",,7,2400","  250",",,7","  100",",,7",,,"  107",",,7,1200",,,"  217",",,7","  294",",,7","  128",",,7,2400","  158",",,7",,,"  217",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-07-03","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  239",",,7","  100",",,7",,,"   76",",,7,1200",,,"  139",",,7","  267",",,7","  117",",,7,2400","   85",",,7",,,"  200",",,7","  283",",,7",,,,,,,,,,
"USC00457941","2019-07-04","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  267",",,7","   78",",,7",,,"   89",",,7,1200",,,"  139",",,7","  267",",,7","  106",",,7,2400","   72",",,7",,,"  189",",,7","  272",",,7",,,,,,,,,,
"USC00457941","2019-07-05","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   18",",,7,2400","    0",",,7,","    0",",,7,2400","  283",",,7","  106",",,7",,,"   51",",,7,1200",,,"  150",",,7","  267",",,7","  167",",,7,2400","   79",",,7",,,"  194",",,7","  278",",,7",,,,,,,,,,
"USC00457941","2019-07-06","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,","    0",",,7,2400","  267",",,7","  106",",,7",,,"  104",",,7,1200",,,"  161",",,7","  289",",,7","  133",",,7,2400","   92",",,7",,,"  206",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-07-07","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  244",",,7","   94",",,7",,,"   89",",,7,1200",,,"  128",",,7","  278",",,7","  111",",,7,2400","  137",",,7",,,"  200",",,7","  289",",,7",,,,,,,,,,
"USC00457941","2019-07-08","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  244",",,7","   78",",,7",,,"   89",",,7,1200",,,"  128",",,7","  278",",,7","  106",",,7,2400","  137",",,7",,,"  200",",,7","  289",",,7",,,,,,,,,,
"USC00457941","2019-07-09","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  272",",,7","   61",",,7",,,"   48",",,7,1200",,,"  128",",,7","  256",",,7","  194",",,7,2400","   60",",,7",,,"  189",",,7","  289",",,7",,,,,,,,,,
"USC00457941","2019-07-10","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    5",",,7,2400","    0",",,7,","    0",",,7,2400","  261",",,7","  156",",,7",,,"   64",",,7,1200",,,"  189",",,7","  289",",,7","  172",",,7,2400","   47",",,7",,,"  222",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-07-11","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  267",",,7","  133",",,7",,,"   56",",,7,1200",,,"  167",",,7","  250",",,7","  133",",,7,2400","   37",",,7",,,"  200",",,7","  244",",,7",,,,,,,,,,
"USC00457941","2019-07-12","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  294",",,7","  111",",,7",,,"   74",",,7,1200",,,"  156",",,7","  278",",,7","  150",",,7,2400","  135",",,7",,,"  200",",,7","  267",",,7",,,,,,,,,,
"USC00457941","2019-07-13","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    3",",,7,2400","    0",",,7,","    0",",,7,2400","  306",",,7","  122",",,7",,,"   84",",,7,1200",,,"  156",",,7","  306",",,7","  144",",,7,2400","   71",",,7",,,"  217",",,7","  306",",,7",,,,,,,,,,
"USC00457941","2019-07-14","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  278",",,7","  117",",,7",,,"   91",",,7,1200",,,"  144",",,7","  289",",,7","  150",",,7,2400","  140",",,7",,,"  211",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-07-15","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    5",",,7,2400","    0",",,7,","    0",",,7,2400","  211",",,7","  106",",,7",,,"   84",",,7,1200",,,"  133",",,7","  261",",,7","  156",",,7,2400","   97",",,7",,,"  206",",,7","  283",",,7",,,,,,,,,,
"USC00457941","2019-07-16","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   18",",,7,2400","    0",",,7,","    0",",,7,2400","  233",",,7","  106",",,7",,,"   33",",,7,1200",,,"  161",",,7","  222",",,7","  117",",,7,2400","   51",",,7",,,"  189",",,7","  228",",,7",,,,,,,,,,
"USC00457941","2019-07-17","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    3",",,7,2400","    0",",,7,","    0",",,7,2400","  217",",,7","  100",",,7",,,"   46",",,7,1200",,,"  150",",,7","  250",",,7","  139",",,7,2400","  108",",,7",,,"  183",",,7","  239",",,7",,,,,,,,,,
"USC00457941","2019-07-18","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  244",",,7","  100",",,7",,,"   58",",,7,1200",,,"  100",",,7","  244",",,7","  100",",,7,2400","  195",",,7",,,"  172",",,7","  211",",,7",,,,,,,,,,
"USC00457941","2019-07-19","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  233",",,7","   50",",,7",,,"  104",",,7,1200",,,"   83",",,7","  244",",,7","   78",",,7,2400","  169",",,7",,,"  172",",,7","  261",",,7",,,,,,,,,,
"USC00457941","2019-07-20","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,","    0",",,7,2400","  256",",,7","   50",",,7",,,"   74",",,7,1200",,,"  117",",,7","  239",",,7","  111",",,7,2400","   71",",,7",,,"  172",",,7","  267",",,7",,,,,,,,,,
"USC00457941","2019-07-21","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","   67",",,7",,,"   74",",,7,1200",,,"  139",",,7","  272",",,7","  128",",,7,2400","   64",",,7",,,"  183",",,7","  278",",,7",,,,,,,,,,
"USC00457941","2019-07-22","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  333",",,7","  111",",,7",,,"   71",",,7,1200",,,"  172",",,7","  300",",,7","  172",",,7,2400","   51",",,7",,,"  183",",,7","  283",",,7",,,,,,,,,,
"USC00457941","2019-07-23","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   33",",,7,2400","    0",",,7,2400","    0",",,7,2400","  350",",,7","  133",",,7",,,"   86",",,7,1200",,,"  161",",,7","  306",",,7","  167",",,7,2400","   58",",,7",,,"  211",",,7","  272",",,7",,,,,,,,,,
"USC00457941","2019-07-24","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   23",",,7,2400","    0",",,7,2400","    0",",,7,2400","  250",",,7","  122",",,7",,,"   94",",,7,1200",,,"  144",",,7","  328",",,7","  133",",,7,2400","  203",",,7",,,"  206",",,7","  322",",,7",,,,,,,,,,
"USC00457941","2019-07-25","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","   78",",,7",,,"  104",",,7,1200",,,"  122",",,7","  267",",,7","  122",",,7,2400","   92",",,7",,,"  183",",,7","  278",",,7",,,,,,,,,,
"USC00457941","2019-07-26","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","   89",",,7",,,"   81",",,7,1200",,,,,,,"  189",",,7,2400","   63",",,7",,,"  183",",,7","  306",",,7",,,,,,,,,,
"USC00457941","2019-07-27","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  144",",,7",,,"  127",",,7,1200",,,"  150",",,7","  322",",,7","  150",",,7,2400","  156",",,7",,,"  222",",,7","  322",",,7",,,,,,,,,,
"USC00457941","2019-07-28","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   83",",,7",,,"  104",",,7,1200",,,"  122",",,7","  344",",,7","  133",",,7,2400","  143",",,7",,,"  206",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-07-29","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","   89",",,7",,,"   97",",,7,1200",,,"  150",",,7","  333",",,7","  139",",,7,2400","   47",",,7",,,"  206",",,7","  311",",,7",,,,,,,,,,
"USC00457941","2019-07-30","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","   94",",,7",,,"   84",",,7,1200",,,"  150",",,7",,,"  144",",,7,2400","   87",",,7",,,"  217",",,7","  322",",,7",,,,,,,,,,
"USC00457941","2019-07-31","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  100",",,7",,,"   94",",,7,1200",,,"  133",",,7","  300",",,7","  167",",,7,2400","   85",",,7",,,"  211",",,7","  311",",,7",,,,,,,,,,
"USC00457941","2019-08-01","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  322",",,7","  111",",,7",,,"   99",",,7,1200",,,"  144",",,7","  289",",,7","  139",",,7,2400","   79",",,7",,,"  217",",,7","  317",",,7",,,,,,,,,,
"USC00457941","2019-08-02","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  122",",,7",,,"  114",",,7,1200",,,"  150",",,7","  289",",,7","  172",",,7,2400","  106",",,7",,,"  222",",,7","  317",",,7",,,,,,,,,,
"USC00457941","2019-08-03","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  289",",,7","  111",",,7",,,"  114",",,7,1200",,,"  122",",,7","  278",",,7","  139",",,7,2400","  130",",,7",,,"  217",",,7","  311",",,7",,,,,,,,,,
"USC00457941","2019-08-04","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","   72",",,7",,,"   76",",,7,1200",,,"  128",",,7","  283",",,7","  133",",,7,2400","   56",",,7",,,"  211",",,7","  317",",,7",,,,,,,,,,
"USC00457941","2019-08-05","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  339",",,7","   83",",,7",,,"   86",",,7,1200",,,,,,,"  178",",,7,2400","   48",",,7",,,"  217",",,7","  322",",,7",,,,,,,,,,
"USC00457941","2019-08-06","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  356",",,7","  122",",,7",,,"   89",",,7,1200",,,"  156",",,7","  300",",,7","  172",",,7,2400","   53",",,7",,,"  228",",,7","  328",",,7",,,,,,,,,,
"USC00457941","2019-08-07","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  367",",,7","  133",",,7",,,"   97",",,7,1200",,,"  228",",,7","  333",",,7","  222",",,7,2400","   56",",,7",,,"  228",",,7","  333",",,7",,,,,,,,,,
"USC00457941","2019-08-08","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  356",",,7","  139",",,7",,,"   94",",,7,1200",,,"  167",",,7","  300",",,7","  211",",,7,2400","   66",",,7",,,"  244",",,7","  333",",,7",,,,,,,,,,
"USC00457941","2019-08-09","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   28",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","  150",",,7",,,"   99",",,7,1200",,,"  178",",,7","  311",",,7","  167",",,7,2400","  130",",,7",,,"  250",",,7","  333",",,7",,,,,,,,,,
"USC00457941","2019-08-10","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   20",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  139",",,7",,,"   20",",,7,1200",,,"  167",",,7","  267",",,7","  150",",,7,2400","   45",",,7",,,"  183",",,7","  250",",,7",,,,,,,,,,
"USC00457941","2019-08-11","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","   97",",,7,2400","    0",",,7,2400","    0",",,7,2400","  222",",,7","  122",",,7",,,"   51",",,7,1200",,,"  156",",,7","  289",",,7","  122",",,7,2400","   98",",,7",,,"  211",",,7","  289",",,7",,,,,,,,,,
"USC00457941","2019-08-12","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  239",",,7","   83",",,7",,,"   48",",,7,1200",,,"  144",",,7","  222",",,7","  150",",,7,2400","   74",",,7",,,"  156",",,7","  233",",,7",,,,,,,,,,
"USC00457941","2019-08-13","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","   89",",,7",,,"   30",",,7,1200",,,"  144",",,7","  261",",,7","  133",",,7,2400","   39",",,7",,,"  156",",,7","  244",",,7",,,,,,,,,,
"USC00457941","2019-08-14","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  306",",,7","  122",",,7",,,"   48",",,7,1200",,,"  156",",,7","  278",",,7","  178",",,7,2400","   43",",,7",,,"  183",",,7","  283",",,7",,,,,,,,,,
"USC00457941","2019-08-15","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  133",",,7",,,"   66",",,7,1200",,,"  161",",,7","  278",",,7","  161",",,7,2400","   76",",,7",,,"  206",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-08-16","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  128",",,7",,,"   74",",,7,1200",,,"  133",",,7","  289",",,7","  178",",,7,2400","  108",",,7",,,"  200",",,7","  306",",,7",,,,,,,,,,
"USC00457941","2019-08-17","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  272",",,7","  144",",,7",,,"   91",",,7,1200",,,"  156",",,7","  267",",,7","  172",",,7,2400","   92",",,7",,,"  211",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-08-18","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  122",",,7",,,"   76",",,7,1200",,,"  128",",,7","  250",",,7","  122",",,7,2400","  132",",,7",,,"  200",",,7","  289",",,7",,,,,,,,,,
"USC00457941","2019-08-19","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  294",",,7","  106",",,7",,,"  114",",,7,1200",,,"  133",",,7","  272",",,7","  133",",,7,2400","   90",",,7",,,"  200",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-08-20","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","  100",",,7",,,"   76",",,7,1200",,,"  139",",,7","  278",",,7","  178",",,7,2400","   63",",,7",,,"  200",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-08-21","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    3",",,7,2400","    0",",,7,2400","    0",",,7,2400","  311",",,7","  122",",,7",,,"   94",",,7,1200",,,"  156",",,7","  300",",,7","  167",",,7,2400","   64",",,7",,,"  217",",,7","  311",",,7",,,,,,,,,,
"USC00457941","2019-08-22","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  128",",,7",,,"   53",",,7,1200",,,"  161",",,7","  272",",,7","  128",",,7,2400","  142",",,7",,,"  217",",,7","  311",",,7",,,,,,,,,,
"USC00457941","2019-08-23","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","  100",",,7",,,"   64",",,7,1200",,,"  128",",,7","  256",",,7","  144",",,7,2400","   53",",,7",,,"  194",",,7","  278",",,7",,,,,,,,,,
"USC00457941","2019-08-24","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  278",",,7","  133",",,7",,,"   86",",,7,1200",,,"  156",",,7","  267",",,7","  156",",,7,2400","   87",",,7",,,"  211",",,7","  283",",,7",,,,,,,,,,
"USC00457941","2019-08-25","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  256",",,7","  106",",,7",,,"   97",",,7,1200",,,"  117",",,7","  250",",,7","  156",",,7,2400","  158",",,7",,,"  200",",,7","  278",",,7",,,,,,,,,,
"USC00457941","2019-08-26","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","   94",",,7",,,"   97",",,7,1200",,,"  128",",,7","  250",",,7","   94",",,7,2400","   72",",,7",,,"  194",",,7","  283",",,7",,,,,,,,,,
"USC00457941","2019-08-27","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  283",",,7","   56",",,7",,,"   71",",,7,1200",,,"  111",",,7","  267",",,7","  133",",,7,2400","   55",",,7",,,"  189",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-08-28","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  328",",,7","   83",",,7",,,"   66",",,7,1200",,,"  128",",,7","  272",",,7","  156",",,7,2400","   35",",,7",,,"  189",",,7","  294",",,7",,,,,,,,,,
"USC00457941","2019-08-29","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0","T,,7,2400","    0",",,7,2400","    0",",,7,2400","  261",",,7","  106",",,7",,,"   76",",,7,1200",,,"  139",",,7","  289",",,7","  128",",,7,2400","   47",",,7",,,"  200",",,7","  300",",,7",,,,,,,,,,
"USC00457941","2019-08-30","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    5",",,7,2400","    0",",,7,2400","    0",",,7,2400","  267",",,7","  117",",,7",,,"   28",",,7,1200",,,"  144",",,7","  211",",,7","  172",",,7,2400","   51",",,7",,,"  183",",,7","  239",",,7",,,,,,,,,,
"USC00457941","2019-08-31","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  317",",,7","  133",",,7",,,"   28",",,7,1200",,,"  172",",,7","  261",",,7","  161",",,7,2400","   51",",,7",,,"  183",",,7","  250",",,7",,,,,,,,,,
"USC00457941","2019-09-01","47.6812","-117.6267","729.1","SPOKANE WEATHER FORECAST OFFICE, WA US","    0",",,7,2400","    0",",,7,2400","    0",",,7,2400","  300",",,7","  106",",,7",,,"   69",",,7,1200",,,"  144",",,7","  294",",,7","  150",",,7,2400","   82",",,7",,,"  200",",,7","  289",",,7",,,,,,,,,,
