"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00459012","2017-12-14","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -22",",,7","  -83",",,7",,,,,,,,,,,"  -39",",,7,0700","  270",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-15","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -28",",,7","  -44",",,7",,,,,,,,,,,"  -39",",,7,0700","  123",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-16","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -28",",,7","  -67",",,7","   18",",,7",,,,,,,,,"  -56",",,7,0700","  351",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-17","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   -6",",,7","  -56",",,7",,,,,,,,,,,"  -50",",,7,0700","   61",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-18","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   -6",",,7","  -72",",,7",,,,,,,,,,,"  -33",",,7,0700","  320",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-19","47.6497","-120.0801","812.0","WATERVILLE, WA US","   79",",,7,0700","   89",",,7,","  178",",,7,0700","   33",",,7","  -39",",,7","    0",",,7",,,,,,,,,"  -22",",,7,0700",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-20","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  178",",,7,0700","    0",",,7","  -94",",,7","   31",",,7",,,,,,,,,"  -39",",,7,0700","   23",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-21","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  178",",,7,0700","  -28",",,7"," -128",",,7","    0",",,7",,,,,,,,," -117",",,7,0700",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-22","47.6497","-120.0801","812.0","WATERVILLE, WA US","    3",",,7,0700","    3",",,7,","  178",",,7,0700","  -67",",,7"," -117",",,7","    0",",,7",,,,,,,,,"  -67",",,7,0700",,,,,"    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-23","47.6497","-120.0801","812.0","WATERVILLE, WA US","  198",",,7,0700",,,,,"  -50",",,7"," -156",",,7",,,,,,,,,,," -156",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-24","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","  -50",",,7"," -183",",,7",,,,,,,,,,," -144",",,7,0700","  354",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-25","47.6497","-120.0801","812.0","WATERVILLE, WA US","   28",",,7,0700","   51",",,7,","  279",",,7,0700"," -111",",,7"," -150",",,7",,,,,,,,,,," -111",",,7,0700","  354",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-27","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700",,,"  254",",,7,0700"," -100",",,7"," -117",",,7",,,,,,,,,,," -117",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-28","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  178",",,7,0700","  -94",",,7"," -122",",,7",,,,,,,,,,,"  -94",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-30","47.6497","-120.0801","812.0","WATERVILLE, WA US","   46",",,7,0700","   38",",,7,","  279",",,7,0700","   28",",,7","  -94",",,7","   18",",,7",,,,,,,,,"  -17",",,7,0700","  270",",,7",,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2017-12-31","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","   22",",,7"," -128",",,7",,,,,,,,,,,"  -78",",,7,0700","  255",",,7",,,"   13",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-01","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","  -50",",,7","  -78",",,7",,,,,,,,,,,"  -72",",,7,0700","  305",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-02","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","  -50",",,7","  -83",",,7","    4",",,7",,,,,,,,,"  -83",",,7,0700","  113",",,7",,,"   22",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-03","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","  -56",",,7","  -94",",,7",,,,,,,,,,,"  -89",",,7,0700","  296",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-04","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","  -33",",,7","  -89",",,7",,,,,,,,,,,"  -50",",,7,0700","  212",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-05","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0","T,,7,0700","    0",",,7,","  229",",,7,0700","  -17",",,7","  -50",",,7",,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-06","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","    6",",,7","  -50",",,7","    4",",,7",,,,,,,,,"  -22",",,7,0700","  305",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-07","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","    6",",,7","  -50",",,7",,,,,,,,,,,"  -33",",,7,0700","  123",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-08","47.6497","-120.0801","812.0","WATERVILLE, WA US","   28",",,7,0700","   25",",,7,","  229",",,7,0700","  -11",",,7","  -33",",,7","    0",",,7",,,,,,,,,"  -17",",,7,0700","  354",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-09","47.6497","-120.0801","812.0","WATERVILLE, WA US","   61",",,7,0700","   51",",,7,","  279",",,7,0700","    0",",,7","  -17",",,7",,,,,,,,,,,"  -11",",,7,0700","   14",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-10","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  279",",,7,0700","   22",",,7","  -44",",,7","   40",",,7",,,,,,,,,"  -28",",,7,0700","  305",",,7",,,"  121",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-11","47.6497","-120.0801","812.0","WATERVILLE, WA US","   23",",,7,0700","   38",",,7,","  305",",,7,0700","   22",",,7","  -44",",,7",,,,,,,,,,,"  -28",",,7,0700","  232",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-12","47.6497","-120.0801","812.0","WATERVILLE, WA US","  165",",,7,0700","  102",",,7,","  406",",,7,0700","  -17",",,7","  -61",",,7",,,,,,,,,,,"  -33",",,7,0700","  309",",,7",,,"    9",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-13","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  381",",,7,0700","   17",",,7","  -67",",,7",,,,,,,,,,,"  -33",",,7,0700","  296",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-15","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  279",",,7,0700","   17",",,7","  -33",",,7","    9",",,7",,,,,,,,,"   11",",,7,0700","  338",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-16","47.6497","-120.0801","812.0","WATERVILLE, WA US","   69",",,7,0700","    0",",,7,","  279",",,7,0700","   39",",,7","   -6",",,7",,,,,,,,,,,"   -6",",,7,0700","  305",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-17","47.6497","-120.0801","812.0","WATERVILLE, WA US","    3",",,7,0700","    0",",,7,","  254",",,7,0700","   39",",,7","  -28",",,7",,,,,,,,,,,"   -6",",,7,0700","  286",",,7",,,"    9",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-18","47.6497","-120.0801","812.0","WATERVILLE, WA US","   28",",,7,0700",,,"  229",",,7,0700","   11",",,7","  -22",",,7",,,,,,,,,,,"    0",",,7,0700","  236",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-19","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","   28",",,7","  -61",",,7","   13",",,7",,,,,,,,,"  -44",",,7,0700","   90",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-20","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","   17",",,7","  -44",",,7","    4",",,7",,,,,,,,,"  -11",",,7,0700","  292",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-21","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","   17",",,7","  -50",",,7","    4",",,7",,,,,,,,,"  -22",",,7,0700","  130",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-22","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","   17",",,7","  -67",",,7","    0",",,7",,,,,,,,,"  -39",",,7,0700","  222",",,7",,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-23","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  152",",,7,0700","   28",",,7","  -44",",,7","    0",",,7",,,,,,,,,"  -33",",,7,0700","  267",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-24","47.6497","-120.0801","812.0","WATERVILLE, WA US","   56",",,7,0700","   51",",,7,","  203",",,7,0700","   28",",,7","  -44",",,7",,,,,,,,,,,"  -17",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-25","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","   28",",,7","  -78",",,7",,,,,,,,,,,"  -56",",,7,0700","  291",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-28","47.6497","-120.0801","812.0","WATERVILLE, WA US","   30",",,7,0700","   25",",,7,","  356",",,7,0700","   39",",,7","  -56",",,7",,,,,,,,,,,"   -6",",,7,0700","  303",",,7",,,"  125",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-29","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  356",",,7,0700","   17",",,7","  -22",",,7",,,,,,,,,,,"   -6",",,7,0700","    2",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-30","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  356",",,7,0700","   39",",,7","  -33",",,7","   13",",,7",,,,,,,,,"  -22",",,7,0700","  293",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-01-31","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  330",",,7,0700","   50",",,7","  -44",",,7",,,,,,,,,,,"  -28",",,7,0700","  289",",,7",,,"   94",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-01","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  305",",,7,0700","   50",",,7","  -78",",,7","   18",",,7",,,,,,,,,"  -17",",,7,0700","  236",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-03","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  229",",,7,0700","   67",",,7","  -94",",,7","   45",",,7",,,,,,,,,"   39",",,7,0700","  297",",,7",,,"  139",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-04","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  203",",,7,0700","   72",",,7","    6",",,7","    9",",,7",,,,,,,,,"    6",",,7,0700","  233",",,7",,,"  121",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-05","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  178",",,7,0700","  100",",,7","    0",",,7","   27",",,7",,,,,,,,,"   33",",,7,0700","  267",",,7",,,"  152",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-06","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  152",",,7,0700","   72",",,7","  -44",",,7","    0",",,7",,,,,,,,,"   -6",",,7,0700","  295",",,7",,,"   98",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-07","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","  127",",,7,0700","   67",",,7","  -56",",,7","   45",",,7",,,,,,,,,"   56",",,7,0700","  233",",,7",,,"  125",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-08","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-09","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  117",",,7","  -61",",,7","    4",",,7",,,,,,,,,"  -44",",,7,0700","  307",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-10","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7"," -122",",,7",,,,,,,,,,," -106",",,7,0700","   22",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-11","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7"," -106",",,7",,,,,,,,,,,"  -61",",,7,0700","  299",",,7",,,"   27",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-12","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","  -83",",,7","   31",",,7",,,,,,,,,"  -78",",,7,0700","   35",",,7",,,"  130",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-13","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","    6",",,7","  -89",",,7",,,,,,,,,,,"  -89",",,7,0700","  122",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-14","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   11",",,7","  -89",",,7",,,,,,,,,,,"  -44",",,7,0700","  303",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-15","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   17",",,7","  -72",",,7",,,,,,,,,,,"  -44",",,7,0700","  292",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-16","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   33",",,7","  -44",",,7",,,,,,,,,,,"  -22",",,7,0700","  210",",,7",,,"   58",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-17","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0","T,,7,0700","    0",",,7,","    0",",,7,0700","   61",",,7","  -28",",,7",,,,,,,,,,,"  -28",",,7,0700","    2",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-18","47.6497","-120.0801","812.0","WATERVILLE, WA US","   41",",,7,0700","    0",",,7,","    0",",,7,0700","   33",",,7","  -50",",,7","   18",",,7",,,,,,,,,"  -44",",,7,0700","  288",",,7",,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-19","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   33",",,7"," -122",",,7","   18",",,7",,,,,,,,," -106",",,7,0700","   46",",,7",,,"   89",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-20","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -39",",,7"," -144",",,7",,,,,,,,,,," -128",",,7,0700","   52",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-21","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -67",",,7"," -128",",,7",,,,,,,,,,," -122",",,7,0700","    8",",,7",,,"   80",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-22","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -61",",,7"," -133",",,7","   13",",,7",,,,,,,,," -117",",,7,0700","   26",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-23","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  -50",",,7"," -128",",,7",,,,,,,,,,," -106",",,7,0700","  358",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-24","47.6497","-120.0801","812.0","WATERVILLE, WA US","    8",",,7,0700",,,,,"  -11",",,7"," -128",",,7","   27",",,7",,,,,,,,,"  -83",",,7,0700","  350",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-25","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   22",",,7","  -89",",,7","   49",",,7",,,,,,,,,"   11",",,7,0700","  220",",,7",,,"  116",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-26","47.6497","-120.0801","812.0","WATERVILLE, WA US","    5",",,7,0700","   25",",,7,","   25",",,7,0700","   39",",,7","  -72",",,7","   18",",,7",,,,,,,,,"  -39",",,7,0700","  305",",,7",,,"  112",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-27","47.6497","-120.0801","812.0","WATERVILLE, WA US","   15",",,7,0700","   25",",,7,","    0",",,7,0700","   39",",,7","  -72",",,7","   13",",,7",,,,,,,,,"  -17",",,7,0700","  298",",,7",,,"  107",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-02-28","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   56",",,7","  -22",",,7","   18",",,7",,,,,,,,,"  -11",",,7,0700","  243",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-01","47.6497","-120.0801","812.0","WATERVILLE, WA US","   89",",,7,0700","   76",",,7,","   76",",,7,0700","   39",",,7","  -11",",,7","    9",",,7",,,,,,,,,"   -6",",,7,0700","  115",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-02","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0","T,,7,0700","   25",",,7,","   25",",,7,0700","   17",",,7","  -11",",,7",,,,,,,,,,,"   -6",",,7,0700","  101",",,7",,,"   54",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-03","47.6497","-120.0801","812.0","WATERVILLE, WA US","   99",",,7,0700","   51",",,7,","   76",",,7,0700","   22",",,7","  -89",",,7","   13",",,7",,,,,,,,,"  -50",",,7,0700","   40",",,7",,,"   31",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-04","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","    6",",,7","  -83",",,7",,,,,,,,,,,"  -50",",,7,0700","  350",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-05","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","  -11",",,7","  -50",",,7","   13",",,7",,,,,,,,,"  -11",",,7,0700","  302",",,7",,,"   72",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-06","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   28",",,7","  -72",",,7","   18",",,7",,,,,,,,,"  -39",",,7,0700","  288",",,7",,,"   45",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-07","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   28",",,7","  -78",",,7","   18",",,7",,,,,,,,,"  -50",",,7,0700","  340",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-08","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   11",",,7","  -50",",,7",,,,,,,,,,,"   -6",",,7,0700","  357",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-09","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   28",",,7","  -33",",,7","   67",",,7",,,,,,,,,"    0",",,7,0700","  295",",,7",,,"  165",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-10","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   76",",,7,0700","   50",",,7","  -56",",,7",,,,,,,,,,,"  -22",",,7,0700","  352",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-11","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","   25",",,7,0700","   44",",,7","  -33",",,7",,,,,,,,,,,"  -17",",,7,0700","  306",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-12","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0","T,,7,0700","   94",",,7","  -17",",,7","   18",",,7",,,,,,,,,"    0",",,7,0700","  307",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-14","47.6497","-120.0801","812.0","WATERVILLE, WA US","   69",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","   11",",,7","   18",",,7",,,,,,,,,"   22",",,7,0700","  315",",,7",,,"   63",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-15","47.6497","-120.0801","812.0","WATERVILLE, WA US","    5",",,7,0700","    0",",,7,","    0",",,7,0700","  100",",,7","  -17",",,7",,,,,,,,,,,"   -6",",,7,0700","  284",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-16","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   78",",,7","  -33",",,7",,,,,,,,,,,"  -11",",,7,0700","   91",",,7",,,"   40",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-17","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   67",",,7","  -17",",,7","   13",",,7",,,,,,,,,"   -6",",,7,0700","  302",",,7",,,"   36",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-18","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","   94",",,7","   -6",",,7","    4",",,7",,,,,,,,,"   17",",,7,0700","  295",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00459012","2018-03-19","47.6497","-120.0801","812.0","WATERVILLE, WA US","    0",",,7,0700","    0",",,7,","    0",",,7,0700","  111",",,7","  -17",",,7",,,,,,,,,,,"    0",",,7,0700","  285",",,7",,,"   49",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,
