"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00457015","2018-07-03","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  244",",,7","  117",",,7",,,,,,,,,"  172",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-04","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  300",",,7","  111",",,7",,,,,,,,,"  217",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-05","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  339",",,7","  194",",,7",,,,,,,,,"  244",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-06","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  317",",,7","  189",",,7",,,,,,,,,"  244",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-07","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  317",",,7","  161",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-08","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  322",",,7","  139",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-09","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  344",",,7","  156",",,7",,,,,,,,,"  206",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-10","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  289",",,7","  172",",,7",,,,,,,,,"  211",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-11","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  317",",,7","  144",",,7",,,,,,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,
"USC00457015","2018-07-12","46.3119","-119.2633","113.7","RICHLAND, WA US","    0",",,7,2400",,,,,"  344",",,7","  161",",,7",,,,,,,,,"  222",",,7,2400",,,,,,,,,,,,,,,,,,
