"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN12","SN12_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX12","SX12_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00417944","2018-12-16","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   -6",",,7","   56",",,7,0800","   17",",,7","  133",",,7","   56",",,7,0800","   55",",,7",,,,,"   44",",,7",,,,,"   89",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-17","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","   44",",,7","    8",",,7,0800","   33",",,7","  100",",,7","   50",",,7,0800","   43",",,7",,,,,"   50",",,7",,,,,"   83",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-18","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   -6",",,7","   10",",,7,0800","   33",",,7","  117",",,7","   50",",,7,0800","   18",",,7",,,,,"   50",",,7",,,,,"   94",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-19","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  178",",,7","   50",",,7","   13",",,7,0800","   33",",,7","  144",",,7","  100",",,7,0800","   97",",,7",,,,,"   61",",,7",,,,,"   94",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-20","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   72",",,7","   36",",,7,0800","   67",",,7","  172",",,7","   78",",,7,0800","  132",",,7",,,,,"   89",",,7",,,,,"  122",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-21","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -33",",,7",,,"   28",",,7","  133",",,7","  -22",",,7,0800","  163",",,7",,,,,"   67",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-22","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","  -22",",,7","   48",",,7,0800","   22",",,7","  150",",,7","   39",",,7,0800","  148",",,7",,,,,"   67",",,7",,,,,"  111",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-23","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   39",",,7","   48",",,7,0800","   44",",,7","  178",",,7","   39",",,7,0800","  105",",,7",,,,,"   89",",,7",,,,,"  128",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-24","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   -6",",,7","   33",",,7,0800","   28",",,7","  133",",,7","   17",",,7,0800","   63",",,7",,,,,"   72",",,7",,,,,"  111",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-25","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   11",",,7","   23",",,7,0800","   28",",,7","  161",",,7","   89",",,7,0800","  122",",,7",,,,,"   72",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-26","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   89",",,7","   20",",,7,0800","   78",",,7","  183",",,7","  161",",,7,0800","  129",",,7",,,,,"   89",",,7",,,,,"  128",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-27","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   74",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   61",",,7","   38",",,7,0800","   61",",,7","  206",",,7","  106",",,7,0800","  229",",,7",,,,,"  100",",,7",,,,,"  156",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-28","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   -6",",,7","   30",",,7,0800","   28",",,7","  150",",,7","   -6",",,7,0800","  130",",,7",,,,,"   72",",,7",,,,,"  122",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-29","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","   -6",",,7","   15",",,7,0800","   17",",,7","   61",",,7","    6",",,7,0800","  217",",,7",,,,,"   61",",,7",,,,,"   83",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-30","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   33",",,7","    0",",,7","   15",",,7,0800","   17",",,7","   44",",,7","   22",",,7,0800","  124",",,7",,,,,"   61",",,7",,,,,"   67",",,7",,,,,,,,,,,,,,
"USC00417944","2018-12-31","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   86",",,7,0800","    0",",,7,0800","    0",",,7,0800","   61",",,7","   17",",,7","   86",",,7,0800","   22",",,7","   67",",,7","   44",",,7,0800",,,,,,,"   56",",,7",,,,,"   78",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-01","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","    0",",,7","   25",",,7,0800","   22",",,7","  139",",,7","    0",",,7,0800","  153",",,7",,,,,"   61",",,7",,,,,"   94",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-02","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","    0",",,7","  -22",",,7",,,"    0",",,7","   28",",,7","  -17",",,7,0800","  209",",,7",,,,,"   39",",,7",,,,,"   61",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-03","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   13",",,7,0800","    0",",,7,0800","    0",",,7,0800","    6",",,7","  -22",",,7",,,,,,,"    0",",,7,0800","   76",",,7",,,,,"   28",",,7",,,,,"   39",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-04","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  106",",,7","  -17",",,7",,,,,,,"    0",",,7,0800","   97",",,7",,,,,"   28",",,7",,,,,"   67",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-05","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  -22",",,7","    0",",,7,0800",,,,,"    6",",,7,0800","   37",",,7",,,,,"   33",",,7",,,,,"   83",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-06","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","    6",",,7","   48",",,7,0800","   28",",,7","  161",",,7","   94",",,7,0800","   68",",,7",,,,,"   44",",,7",,,,,"   94",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-07","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  222",",,7","   89",",,7","   28",",,7,0800","   61",",,7","  189",",,7","  117",",,7,0800","  224",",,7",,,,,"   67",",,7",,,,,"  111",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-08","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   22",",,7","   28",",,7,0800","   61",",,7","  183",",,7","   44",",,7,0800","   37",",,7",,,,,"   89",",,7",,,,,"  183",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-09","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   44",",,7","   41",",,7,0800","   56",",,7","  150",",,7","   61",",,7,0800","  154",",,7",,,,,"   89",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-10","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   23",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   56",",,7","   13",",,7,0800","   56",",,7","  111",",,7","   61",",,7,0800","  101",",,7",,,,,"   89",",,7",,,,,"   94",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-11","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    8",",,7,0800","    0",",,7,0800","    0",",,7,0800","  167",",,7","   61",",,7","   28",",,7,0800","   67",",,7","  156",",,7","  111",",,7,0800","  185",",,7",,,,,"   83",",,7",,,,,"  106",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-12","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   58",",,7,0800","    0",",,7,0800","    0",",,7,0800","  139",",,7","   44",",,7","    3",",,7,0800","   61",",,7","  133",",,7","   44",",,7,0800","  158",",,7",,,,,"   83",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-13","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  117",",,7","  -39",",,7",,,"   28",",,7","  133",",,7","  -33",",,7,0800","  137",",,7",,,,,"   67",",,7",,,,,"  106",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-14","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","  -33",",,7","   30",",,7,0800","   28",",,7","   78",",,7","   17",",,7,0800","  129",",,7",,,,,"   56",",,7",,,,,"   72",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-15","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   67",",,7","   17",",,7","    5",",,7,0800","   28",",,7","   61",",,7","   67",",,7,0800","   69",",,7",,,,,"   56",",,7",,,,,"   78",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-16","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","   39",",,7","    5",",,7,0800","   61",",,7","  106",",,7","   72",",,7,0800","  134",",,7",,,,,"   72",",,7",,,,,"   89",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-17","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   56",",,7","   18",",,7,0800","   67",",,7","  172",",,7","   56",",,7,0800","  113",",,7",,,,,"   83",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-18","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   56",",,7","   28",",,7,0800","   67",",,7","  189",",,7","   61",",,7,0800","   23",",,7",,,,,"   78",",,7",,,,,"  122",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-19","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","    6",",,7","    0",",,7,0800","   39",",,7","  200",",,7","   39",",,7,0800","  298",",,7",,,,,"   83",",,7",,,,,"  128",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-20","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","  -39",",,7",,,"   17",",,7","  200",",,7","  -33",",,7,0800","  171",",,7",,,,,"   72",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-21","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","  -39",",,7","   76",",,7,0800","   22",",,7","  150",",,7","   61",",,7,0800","  192",",,7",,,,,"   67",",,7",,,,,"  111",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-22","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  200",",,7","   61",",,7","   76",",,7,0800","   44",",,7","  172",",,7","  122",",,7,0800","  401",",,7",,,,,"   78",",,7",,,,,"  122",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-23","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","  -11",",,7",,,"   17",",,7","  178",",,7","   -6",",,7,0800","  266",",,7",,,,,"   67",",,7",,,,,"  133",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-24","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","  -17",",,7",,,"   17",",,7","  122",",,7","   33",",,7,0800","   66",",,7",,,,,"   67",",,7",,,,,"  100",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-25","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  156",",,7","  -17",",,7",,,"   17",",,7","  139",",,7","  -11",",,7,0800","  185",",,7",,,,,"   67",",,7",,,,,"  106",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-26","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","  -11",",,7","  114",",,7,0800","   17",",,7","  144",",,7","   39",",,7,0800","   60",",,7",,,,,"   72",",,7",,,,,"  106",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-27","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  161",",,7","   17",",,7","   10",",,7,0800","   44",",,7","  156",",,7","   22",",,7,0800","   32",",,7",,,,,"   78",",,7",,,,,"  111",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-28","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","   22",",,7","   28",",,7,0800","   44",",,7","  167",",,7","   72",",,7,0800","   61",",,7",,,,,"   78",",,7",,,,,"  122",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-29","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  133",",,7","  -56",",,7",,,"   17",",,7","  150",",,7","  -17",",,7,0800","  243",",,7",,,,,"   78",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-30","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","   94",",,7","  -33",",,7","   81",",,7,0800","   17",",,7","  106",",,7","   33",",,7,0800","   98",",,7",,,,,"   72",",,7",,,,,"   94",",,7",,,,,,,,,,,,,,
"USC00417944","2019-01-31","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   33",",,7","   30",",,7,0800","   33",",,7","  128",",,7","   83",",,7,0800","  211",",,7",,,,,"   78",",,7",,,,,"  100",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-01","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","  194",",,7","   72",",,7","   20",",,7,0800","   72",",,7","  183",",,7","  122",",,7,0800","  188",",,7",,,,,"   89",",,7",,,,,"  122",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-02","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  189",",,7","   94",",,7","   18",",,7,0800","  117",",,7","  183",",,7","   94",",,7,0800","  126",",,7",,,,,"  111",",,7",,,,,"  133",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-03","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  217",",,7","   89",",,7","   28",",,7,0800","  111",",,7","  211",",,7","  144",",,7,0800","  154",",,7",,,,,"  117",",,7",,,,,"  144",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-04","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","  128",",,7","   38",",,7,0800","  122",",,7","  222",",,7","  139",",,7,0800","  219",",,7",,,,,"  122",",,7",,,,,"  150",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-05","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  256",",,7","  106",",,7","   25",",,7,0800","  122",",,7","  222",",,7","  139",",,7,0800","  101",",,7",,,,,"  139",",,7",,,,,"  161",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-06","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   15",",,7,0800","    0",",,7,0800","    0",",,7,0800","  267",",,7","  133",",,7","   41",",,7,0800","  122",",,7","  244",",,7","  178",",,7,0800","  188",",,7",,,,,"  133",",,7",,,,,"  172",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-07","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   56",",,7,0800","    0",",,7,0800","    0",",,7,0800","  261",",,7","   94",",,7","   46",",,7,0800","  117",",,7","  222",",,7","  100",",,7,0800","  261",",,7",,,,,"  144",",,7",,,,,"  189",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-08","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","  -44",",,7",,,"    0",",,7","  167",",,7","  -44",",,7,0800","  222",",,7",,,,,"   78",",,7",,,,,"  139",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-09","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0","T,,7,0800","    0","T,,7,0800","    0",",,7,0800","    0",",,7","  -44",",,7",,,"    0",",,7","    6",",,7","    0",",,7,0800","  145",",,7",,,,,"   61",",,7",,,,,"   78",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-10","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   50",",,7","    0",",,7","   38",",,7,0800","    6",",,7","   44",",I,7","   39",",,7,0800","  145",",,7",,,,,"   56",",,7",,,,,"   72",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-11","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    5",",,7,0800","    0",",,7,0800","    0",",,7,0800","  122",",,7","   39",",,7","    0",",,7,0800","   89",",I,7","  111",",,7","   83",",,7,0800","   93",",,7",,,,,"   72",",,7",,,,,"   94",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-12","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","   10",",,7,0800","    0",",,7,0800","    0",",,7,0800","  128",",,7","   33",",,7","   20",",,7,0800","   39",",,7","  122",",,7","   33",",,7,0800","  154",",,7",,,,,"   78",",,7",,,,,"  106",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-13","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   -6",",,7",,,"   28",",,7","  167",",,7","   22",",,7,0800","   79",",,7",,,,,"   67",",,7",,,,,"  122",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-14","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","   22",",,7","  104",",,7,0800","   28",",,7","  150",",,7","  106",",,7,0800","  323",",,7",,,,,"   61",",,7",,,,,"  117",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-15","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  244",",,7","   94",",,7","   48",",,7,0800","   78",",,7","  211",",,7","  144",",,7,0800","  129",",,7",,,,,"   94",",,7",,,,,"  144",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-16","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  283",",,7","   22",",,7","   56",",,7,0800","   50",",,7","  244",",,7","   28",",,7,0800","  156",",,7",,,,,"  122",",,7",,,,,"  167",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-17","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  239",",,7","   22",",,7","   38",",,7,0800","   56",",,7","  200",",,7","   50",",,7,0800","   87",",,7",,,,,"  111",",,7",,,,,"  150",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-18","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   22",",,7","   46",",,7,0800","   33",",,7","  178",",,7","   28",",,7,0800","  129",",,7",,,,,"  100",",,7",,,,,"  150",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-19","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  100",",,7","   11",",,7","   33",",,7,0800","   28",",,7","  111",",,7","   11",",,7,0800","  225",",,7",,,,,"   83",",,7",,,,,"  111",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-20","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0","T,,7,0800","    0",",,7,0800","    0",",,7,0800","   22",",,7","  -22",",,7",,,"   11",",,7","   39",",,7","   -6",",,7,0800","  116",",,7",,,,,"   61",",,7",,,,,"   89",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-21","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  150",",,7","   -6",",,7","   15",",,7,0800","   11",",,7","  128",",,7","   67",",,7,0800","   40",",,7",,,,,"   56",",,7",,,,,"  106",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-22","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  144",",,7","   44",",,7","   20",",,7,0800","   50",",,7","  139",",,7","   83",",,7,0800","  117",",,7",,,,,"   78",",,7",,,,,"  106",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-23","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    3",",,7,0800","    0",",,7,0800","    0",",,7,0800","  211",",,7","   78",",,7","   38",",,7,0800","   61",",,7","  200",",,7","   83",",,7,0800","  154",",,7",,,,,"   89",",,7",,,,,"  133",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-24","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  183",",,7","  -44",",,7",,,"   33",",,7","  178",",,7","  -17",",,7,0800","  130",",,7",,,,,"   89",",,7",,,,,"  133",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-25","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  172",",,7","  -17",",,7","   38",",,7,0800","   28",",,7","  183",",,7","   44",",,7,0800","  140",",,7",,,,,"   89",",,7",,,,,"  128",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-26","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  206",",,7","   44",",,7","   43",",,7,0800","   39",",,7","  200",",,7","  144",",,7,0800","  217",",,7",,,,,"   89",",,7",,,,,"  139",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-27","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  233",",,7","   67",",,7","   46",",,7,0800","  106",",,7","  244",",,7","  106",",,7,0800","  135",",,7",,,,,"  117",",,7",,,,,"  161",",,7",,,,,,,,,,,,,,
"USC00417944","2019-02-28","31.37083","-100.49432","576.1","SAN ANGELO WEATHER FORECAST OFFICE, TX US","    0",",,7,0800","    0",",,7,0800","    0",",,7,0800","  228",",,7","    0",",,7","   38",",,7,0800","   39",",,7","  228",",,7","    0",",,7,0800","  122",",,7",,,,,"  111",",,7",,,,,"  161",",,7",,,,,,,,,,,,,,
