"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00231924","2018-06-15","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  206",",,7",,,,,"  233",",,7,0800",,,,,,,,
"USC00231924","2018-06-16","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  228",",,7",,,,,"  233",",,7,0800",,,,,,,,
"USC00231924","2018-06-17","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  222",",,7",,,,,"  222",",,7,0800",,,,,,,,
"USC00231924","2018-06-18","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  222",",,7",,,,,"  233",",,7,0800",,,,,,,,
"USC00231924","2018-06-19","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  339",",,7","  233",",,7",,,,,"  233",",,7,0800",,,,,,,,
"USC00231924","2018-06-20","39.8536","-94.7077","277.4","COSBY 2 W, MO US","  262",",,7,0800","    0",",,7","    0",",,7","  294",",,7","  217",",,7",,,,,"  217",",,7,0800",,,,,,,,
"USC00231924","2018-06-21","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    0","T,,7,0800","    0",",,7","    0",",,7","  283",",,7","  172",",,7",,,,,"  178",",,7,0800",,,,,,,,
"USC00231924","2018-06-22","39.8536","-94.7077","277.4","COSBY 2 W, MO US","   25",",,7,0800","    0",",,7","    0",",,7","  228",",,7","  156",",,7",,,,,"  178",",,7,0800",,,,,,,,
"USC00231924","2018-06-23","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    5",",,7,0800","    0",",,7","    0",",,7","  211",",,7","  144",",,7",,,,,"  161",",,7,0800",,,,,,,,
"USC00231924","2018-06-24","39.8536","-94.7077","277.4","COSBY 2 W, MO US","    0",",,7,0800","    0",",,7","    0",",,7","  283",",,7","  161",",,7",,,,,"  194",",,7,0800",,,,,,,,
