"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00013737","2018-07-18","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  228",",,W",,,,,"   36",",,W",,,,,,,,,"  267","H,,S",,,,,"   10",",,W","   10",",,W",,,,,,,,,"   76",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-19","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  200",",,W",,,,,"   27",",,W",,,,,,,,,"  262","H,,S",,,,,"   60",",,W","  100",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-20","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  211",",,W",,,,,"   34",",,W",,,,,,,,,"  259","H,,S",,,,,"   90",",,W","  120",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-21","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  417",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  211",",,W",,,,,"   47",",,W",,,,,,,,,"  248","H,,S",,,,,"  240",",,W","  110",",,W",,,,,,,,,"   94",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-22","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    5",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  206",",,W",,,,,"   45",",,W",,,,,,,,,"  254","H,,S",,,,,"  160",",,W","  150",",,W",,,,,,,,,"   89",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-23","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  274",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  233",",,W",,,,,"   50",",,W",,,,,,,,,"  262","H,,S",,,,,"  150",",,W","  160",",,W",,,,,,,,,"  103",",,W","  157",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-24","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  305",",,W,2400","    0",",,W","    0",",,W","  261",",,W","  233",",,W",,,,,"   45",",,W",,,,,,,,,"  249","H,,S",,,,,"  190",",,W","  170",",,W",,,,,,,,,"   89",",,W","  130",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-25","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   36",",,W,2400","    0",",,W","    0",",,W","  283",",,W","  233",",,W",,,,,"   31",",,W",,,,,,,,,"  251","H,,S",,,,,"  170",",,W","  190",",,W",,,,,,,,,"   63",",,W","   81",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-26","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  222",",,W",,,,,"   28",",,W",,,,,,,,,"  260","H,,S",,,,,"   80",",,W","  240",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-27","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    8",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  244",",,W",,,,,"   38",",,W",,,,,,,,,"  284","H,,S",,,,,"  220",",,W","  180",",,W",,,,,,,,,"   76",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-28","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   23",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  233",",,W",,,,,"   21",",,W",,,,,,,,,"  263","H,,S",,,,,"   50",",,W","   70",",,W",,,,,,,,,"   54",",,W","   67",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-29","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  250",",,W",,,,,"   28",",,W",,,,,,,,,"  268","H,,S",,,,,"   70",",,W","  110",",,W",,,,,,,,,"   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-30","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  599",",,W,2400","    0",",,W","    0",",,W","  267",",,W","  239",",,W",,,,,"   19",",,W",,,,,,,,,"  252","H,,S",,,,,"   70",",,W","   60",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-07-31","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  239",",,W",,,,,"   27",",,W",,,,,,,,,"  264","H,,S",,,,,"  200",",,W","  180",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-01","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   30",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  261",",,W",,,,,"   58",",,W",,,,,,,,,"  279","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"  116",",,W","  148",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-02","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   97",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  244",",,W",,,,,"   39",",,W",,,,,,,,,"  268","H,,S",,,,,"  200",",,W","  200",",,W",,,,,,,,,"  116",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-03","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W","  294",",,W","  244",",,W",,,,,"   47",",,W",,,,,,,,,"  268","H,,S",,,,,"  210",",,W","  210",",,W",,,,,,,,,"   98",",,W","  116",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-04","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W","  317",",,W","  239",",,W",,,,,"   37",",,W",,,,,,,,,"  269","H,,S",,,,,"  210",",,W","  220",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-05","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  244",",,W",,,,,"   23",",,W",,,,,,,,,"  283","H,,S",,,,,"  110",",,W","  100",",,W",,,,,,,,,"   45",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-06","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W","  311",",,W","  244",",,W",,,,,"   25",",,W",,,,,,,,,"  279","H,,S",,,,,"  150",",,W","  160",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-07","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  244",",,W",,,,,"   30",",,W",,,,,,,,,"  284","H,,S",,,,,"  100",",,W","  100",",,W",,,,,,,,,"   63",",,W","   76",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-08","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  339",",,W","  256",",,W",,,,,"   36",",,W",,,,,,,,,"  296","H,,S",,,,,"  230",",,W","  230",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-09","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W","  317",",,W","  244",",,W",,,,,"   26",",,W",,,,,,,,,"  290","H,,S",,,,,"  360",",,W","  340",",,W",,,,,,,,,"   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-10","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  244",",,W",,,,,"   20",",,W",,,,,,,,,"  286","H,,S",,,,,"  190",",,W","  190",",,W",,,,,,,,,"   76",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-11","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  945",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  217",",,W",,,,,"   27",",,W",,,,,,,,,"  266","H,,S",,,,,"  210",",,W","  200",",,W",,,,,,,,,"  201",",,W","  282",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-12","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   20",",,W,2400","    0",",,W","    0",",,W","  294",",,W","  222",",,W",,,,,"   22",",,W",,,,,,,,,"  254","H,,S",,,,,"  280",",,W","  260",",,W",,,,,,,,,"   63",",,W","   98",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-13","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    5",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  228",",,W",,,,,"   27",",,W",,,,,,,,,"  256","H,,S",,,,,"  210",",,W","  230",",,W",,,,,,,,,"   63",",,W","   72",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-14","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  200",",,W",,,,,"   30",",,W",,,,,,,,,"  261","H,,S",,,,,"  220",",,W","  210",",,W",,,,,,,,,"   67",",,W","   94",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-15","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  317",",,W","  228",",,W",,,,,"   22",",,W",,,,,,,,,"  273","H,,S",,,,,"   30",",,W","   30",",,W",,,,,,,,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-16","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  239",",,W",,,,,"   22",",,W",,,,,,,,,"  284","H,,S",,,,,"   40",",,W","   40",",,W",,,,,,,,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-17","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  250",",,W",,,,,"   45",",,W",,,,,,,,,"  293","H,,S",,,,,"  210",",,W","  220",",,W",,,,,,,,,"   81",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-18","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   84",",,W,2400","    0",",,W","    0",",,W","  322",",,W","  239",",,W",,,,,"   53",",,W",,,,,,,,,"  289","H,,S",,,,,"  330",",,W","  330",",,W",,,,,,,,,"   89",",,W","  121",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-19","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0","T,,W,2400","    0",",,W","    0",",,W","  306",",,W","  239",",,W",,,,,"   27",",,W",,,,,,,,,"  261","H,,S",,,,,"  230",",,W","  220",",,W",,,,,,,,,"   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-20","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  523",",,W,2400","    0",",,W","    0",",,W","  289",",,W","  222",",,W",,,,,"   24",",,W",,,,,,,,,"  263","H,,S",,,,,"   60",",,W","   40",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-21","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  152",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  250",",,W",,,,,"   39",",,W",,,,,,,,,"  269","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,"  107",",,W","  134",",,W",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-22","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   23",",,W,2400","    0",",,W","    0",",,W","  311",",,W","  239",",,W",,,,,"   40",",,W",,,,,,,,,"  273","H,,S",,,,,"  360",",,W","  350",",,W",,,,,,,,,"  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-23","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  250",",,W","  217",",,W",,,,,"   47",",,W",,,,,,,,,"  242","H,,S",,,,,"  350",",,W","  320",",,W",,,,,,,,,"   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-24","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  189",",,W",,,,,"   30",",,W",,,,,,,,,"  243","H,,S",,,,,"   60",",,W","   70",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-25","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  272",",,W","  206",",,W",,,,,"   25",",,W",,,,,,,,,"  246","H,,S",,,,,"   30",",,W","   70",",,W",,,,,,,,,"   67",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-26","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  306",",,W","  211",",,W",,,,,"   17",",,W",,,,,,,,,"  258","H,,S",,,,,"  210",",,W","  220",",,W",,,,,,,,,"   54",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-27","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  328",",,W","  233",",,W",,,,,"   30",",,W",,,,,,,,,"  276","H,,S",,,,,"  220",",,W","  200",",,W",,,,,,,,,"   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-28","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  239",",,W",,,,,"   37",",,W",,,,,,,,,"  289","H,,S",,,,,"  210",",,W","  220",",,W",,,,,,,,,"   67",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-29","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","    0",",,W,2400","    0",",,W","    0",",,W","  333",",,W","  250",",,W",,,,,"   43",",,W",,,,,,,,,"  293","H,,S",,,,,"  220",",,W","  220",",,W",,,,,,,,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-30","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","  157",",,W,2400","    0",",,W","    0",",,W","  344",",,W","  228",",,W",,,,,"   35",",,W",,,,,,,,,"  287","H,,S",,,,,"   20",",,W","   20",",,W",,,,,,,,,"   81",",,W","  103",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00013737","2018-08-31","36.9033","-76.1922","9.1","NORFOLK INTERNATIONAL AIRPORT, VA US","   28",",,W,2400","    0",",,W","    0",",,W","  300",",,W","  228",",,W",,,,,"   20",",,W",,,,,,,,,"  261","H,,S",,,,,"  180",",,W","  180",",,W",,,,,,,,,"   67",",,W","   85",",,W",,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
