"USC00023393","2012-02-15","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  200",",,7","   28",",,7",,,,,"  200",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-16","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600",,,,,"  206",",,7","   50",",,7",,,,,"  189",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-17","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  206",",,7","   39",",,7",,,,,"  200",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-18","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  222",",,7","   22",",,7",,,,,"  222",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-19","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  222",",,7","   56",",,7",,,,,"  200",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-20","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  228",",,7","   39",",,7",,,,,"  211",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-21","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  256",",,7","   56",",,7",,,,,"  250",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-22","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  272",",,7","   28",",,7",,,,,"  250",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-23","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  278",",,7","   72",",,7",,,,,"  267",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-25","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  289",",,7","   56",",,7",,,,,"  256",",,7,1600",,,,,,,,,,,,,,
"USC00023393","2012-02-26","32.93803","-112.68109","242.0","GILA BEND 2 SE, AZ US","    0",",,7,1600","    0",",,7","    0",",,7","  289",",,7","   56",",,7",,,,,"  278",",,7,1600",,,,,,,,,,,,,,
