"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00093990","2018-08-01","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,"    0",",,W","  317",",,W","  144",",,W","   25",",,W",,,,,,,,,,,"  240",",,W","  210",",,W",,,"   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-02","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  350",",,W","  172",",,W","   39",",,W",,,,,,,,,,,"  180",",,W","  170",",,W",,,"   72",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-03","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","  114",",,W,",,,,,"  350",",,W","  206",",,W","   54",",,W",,,,,,,,,,,"  250",",,W","  280",",,W",,,"  116",",,W","  188",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-04","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   25",",,W,",,,,,"  350",",,W","  206",",,W","   34",",,W",,,,,,,,,,,"  190",",,W","  190",",,W",,,"   81",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-05","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   36",",,W,",,,,,"  350",",,W","  194",",,W","   38",",,W",,,,,,,,,,,"  340",",,W","  350",",,W",,,"  134",",,W","  170",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-06","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","  104",",,W,",,,,,"  333",",,W","  194",",,W","   24",",,W",,,,,,,,,,,"  330",",,W","  340",",,W",,,"  116",",,W","  174",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-07","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  294",",,W","  178",",,W","   17",",,W",,,,,,,,,,,"   10",",,W","  350",",,W",,,"   58",",,W","   76",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-08","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    3",",,W,",,,,,"  317",",,W","  183",",,W","   22",",,W",,,,,,,,,,,"  110",",,W","  110",",,W",,,"   81",",,W","  116",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-09","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  344",",,W","  172",",,W","   18",",,W",,,,,,,,,,,"   30",",,W","   50",",,W",,,"   54",",,W","   67",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-10","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  328",",,W","  183",",,W","   20",",,W",,,,,,,,,,,"   70",",,W","   90",",,W",,,"   58",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-11","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  156",",,W","   13",",,W",,,,,,,,,,,"  100",",,W","  100",",,W",,,"   36",",,W","   45",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-12","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  322",",,W","  161",",,W","   22",",,W",,,,,,,,,,,"  130",",,W","  120",",,W",,,"   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-13","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   18",",,W,",,,,,"  283",",,W","  189",",,W","   30",",,W",,,,,,,,,,,"   80",",,W","  100",",,W",,,"   67",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-14","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","  147",",,W,",,,,,"  261",",,W","  172",",,W","   34",",,W",,,,,,,,,,,"   30",",,W","   20",",,W",,,"   89",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-15","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  300",",,W","  161",",,W","   22",",,W",,,,,,,,,,,"  110",",,W","  130",",,W",,,"   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-16","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  311",",,W","  178",",,W","   26",",,W",,,,,,,,,,,"   60",",,W","   50",",,W",,,"   67",",,W","   89",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-17","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  306",",,W","  167",",,W","   15",",,W",,,,,,,,,,,"   80",",,W","   60",",,W",,,"   54",",,W","   72",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-18","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   30",",,W,",,,,,"  306",",,W","  178",",,W","   25",",,W",,,,,,,,,,,"  210",",,W","  190",",,W",,,"   76",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-19","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","  175",",,W,",,,,,"  283",",,W","  172",",,W","   50",",,W",,,,,,,,,,,"  330",",,W","  360",",,W",,,"  103",",,W","  152",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-20","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  267",",,W","  150",",,W","   71",",,W",,,,,,,,,,,"  340",",,W","  340",",,W",,,"  112",",,W","  165",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-21","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   23",",,W,",,,,,"  217",",,W","  122",",,W","   25",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   67",",,W","   85",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-22","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    8",",,W,",,,,,"  200",",,W","  144",",,W","   26",",,W",,,,,,,,,,,"  140",",,W","  140",",,W",,,"   58",",,W","   76",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-23","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  300",",,W","  189",",,W","   24",",,W",,,,,,,,,,,"  170",",,W","  160",",,W",,,"   63",",,W","   89",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-24","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0","T,,W,",,,,,"  339",",,W","  178",",,W","   18",",,W",,,,,,,,,,,"  350",",,W","  340",",,W",,,"   67",",,W","   85",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-25","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    5",",,W,",,,,,"  350",",,W","  150",",,W","   34",",,W",,,,,,,,,,,"  140",",,W","  130",",,W",,,"   76",",,W","  103",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-08-26","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   15",",,W,",,,,,"  367",",,W","  206",",,W","   47",",,W",,,,,,,,,,,"  180",",,W","  230",",,W",,,"  103",",,W","  152",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-27","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  378",",,W","  217",",,W","   41",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   76",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-28","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  283",",,W","  133",",,W","   62",",,W",,,,,,,,,,,"   20",",,W","   30",",,W",,,"  125",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-29","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  256",",,W","  111",",,W","   27",",,W",,,,,,,,,,,"   80",",,W","   80",",,W",,,"   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-30","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  344",",,W","  161",",,W","   34",",,W",,,,,,,,,,,"  190",",,W","  180",",,W",,,"   67",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-08-31","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   13",",,W,",,,,,"  328",",,W","  206",",,W","   29",",,W",,,,,,,,,,,"  220",",,W","  220",",,W",,,"  148",",,W","  224",",,W",,,,,"    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00093990","2018-09-01","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   99",",,W,",,,,,"  300",",,W","  194",",,W","   32",",,W",,,,,,,,,,,"   40",",,W","   90",",,W",,,"   76",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-02","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","  345",",,W,",,,,,"  272",",,W","  189",",,W","   30",",,W",,,,,,,,,,,"  160",",,W","  130",",,W",,,"   72",",,W","  107",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-03","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   20",",,W,",,,,,"  233",",,W","  183",",,W","   26",",,W",,,,,,,,,,,"  100",",,W","  120",",,W",,,"   58",",,W","   81",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-04","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   58",",,W,",,,,,"  300",",,W","  200",",,W","   33",",,W",,,,,,,,,,,"  130",",,W","  120",",,W",,,"   81",",,W","  130",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-05","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","  396",",,W,",,,,,"  222",",,W","  183",",,W","   53",",,W",,,,,,,,,,,"   30",",,W","   30",",,W",,,"   94",",,W","  121",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-06","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   10",",,W,",,,,,"  228",",,W","  172",",,W","   37",",,W",,,,,,,,,,,"   40",",,W","   30",",,W",,,"   67",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-07","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","   13",",,W,",,,,,"  228",",,W","  172",",,W","   30",",,W",,,,,,,,,,,"   60",",,W","   70",",,W",,,"   72",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-08","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    8",",,W,",,,,,"  239",",,W","  161",",,W","   30",",,W",,,,,,,,,,,"   90",",,W","   90",",,W",,,"   72",",,W","   89",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-09","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  239",",,W","  150",",,W","   32",",,W",,,,,,,,,,,"  180",",,W","  160",",,W",,,"   63",",,W","   81",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-10","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,","    0",",,W","    0",",,W","  283",",,W","  150",",,W","   41",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-11","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  306",",,W","  156",",,W","   55",",,W",,,,,,,,,,,"  170",",,W","  190",",,W",,,"  103",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-12","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  300",",,W","  172",",,W","   55",",,W",,,,,,,,,,,"  170",",,W","  190",",,W",,,"  112",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-13","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  333",",,W","  206",",,W","   55",",,W",,,,,,,,,,,"  200",",,W","  190",",,W",,,"  107",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-14","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,","    0",",,W","    0",",,W","  333",",,W","  194",",,W","   52",",,W",,,,,,,,,,,"  160",",,W","  160",",,W",,,"  107",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-15","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,","    0",",,W","    0",",,W","  322",",,W","  189",",,W","   41",",,W",,,,,,,,,,,"  180",",,W","  170",",,W",,,"   94",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-16","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  328",",,W","  178",",,W","   46",",,W",,,,,,,,,,,"  190",",,W","  190",",,W",,,"   94",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-17","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  350",",,W","  183",",,W","   35",",,W",,,,,,,,,,,"  190",",,W","  170",",,W",,,"   81",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093990","2018-09-18","39.37556","-99.82972","666.9","HILL CITY MUNICIPAL AIRPORT, KS US","    0",",,W,",,,,,"  356",",,W","  211",",,W","   34",",,W",,,,,,,,,,,"  180",",,W","  200",",,W",,,"   76",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
