"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WT05","WT05_ATTRIBUTES"
"USC00414278","2018-05-27","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  389",",,7","  200",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,"  239",",,7,0800","  122",",,7",,
"USC00414278","2018-05-28","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  378",",,7","  217",",,7",,,,,,,,,"  142",",,7,0800",,,,,,,,,,,,,"  244",",,7,0800","  137",",,7",,
"USC00414278","2018-05-29","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  361",",,7","  206",",,7",,,,,,,,,"  152",",,7,0800",,,,,,,,,,,,,"  244",",,7,0800","  134",",,7",,
"USC00414278","2018-05-30","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  222",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,,,,,"  239",",,7,0800","  163",",,7",,
"USC00414278","2018-05-31","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  383",",,7","  222",",,7",,,,,,,,,"  142",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800","  196",",,7",,
"USC00414278","2018-06-01","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  222",",,7",,,,,,,,,"  142",",,7,0800",,,,,,,,,,,,,"  239",",,7,0800","  183",",,7",,
"USC00414278","2018-06-02","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  383",",,7","  239",",,7",,,,,,,,,"  104",",,7,0800",,,,,,,,,,,,,"  267",",,7,0800","  204",",,7",,
"USC00414278","2018-06-03","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  394",",,7","  244",",,7",,,,,,,,,"  170",",,7,0800",,,,,,,,,,,,,"  267",",,7,0800","  269",",,7",,
"USC00414278","2018-06-04","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","  391",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  161",",,7",,,,,,,,,"  196",",,7,0800",,,,,,,,,,,,,"  178",",,7,0800","  154",",,7",,
"USC00414278","2018-06-05","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    3",",,7,0800","    0",",,7","    0",",,7","  328",",,7","  178",",,7",,,,,,,,,"   71",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800","  103",",,7",,
"USC00414278","2018-06-06","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","  221",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  167",",,7",,,,,,,,,"  208",",,7,0800",,,,,,,,,,,,,"  256",",,7,0800","  134",",,7",,
"USC00414278","2018-06-07","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  372",",,7","  222",",,7",,,,,,,,,"  119",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800","  103",",,7",,
"USC00414278","2018-06-08","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","   13",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  194",",,7",,,,,,,,,"  114",",,7,0800",,,,,,,,,,,,,"  228",",,7,0800","  225",",,7",,
"USC00414278","2018-06-09","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  333",",,7","  211",",,7",,,,,,,,,"   91",",,7,0800",,,,,,,,,,,,,"  239",",,7,0800","  101",",,7",,
"USC00414278","2018-06-10","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  206",",,7",,,,,,,,,"  117",",,7,0800",,,,,,,,,,,,,"  311",",,7,0800","  164",",,7",,
"USC00414278","2018-06-11","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  233",",,7",,,,,,,,,"   94",",,7,0800",,,,,,,,,,,,,"  256",",,7,0800","  124",",,7",,
"USC00414278","2018-06-12","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  356",",,7","  239",",,7",,,,,,,,,"  107",",,7,0800",,,,,,,,,,,,,"  250",",,7,0800","  153",",,7",,
"USC00414278","2018-06-13","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  344",",,7","  211",",,7",,,,,,,,,"   74",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800","  116",",,7",,
"USC00414278","2018-06-14","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  222",",,7",,,,,,,,,"  152",",,7,0800",,,,,,,,,,,,,"  239",",,7,0800","  116",",,7",,
"USC00414278","2018-06-15","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  211",",,7",,,,,,,,,"  142",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800","  154",",,7",,
"USC00414278","2018-06-16","31.84555","-99.56068","594.1","HORDS CREEK DAM, TX US","    0",",,7,0800","    0",",,7","    0",",,7","  350",",,7","  211",",,7",,,,,,,,,"  142",",,7,0800",,,,,,,,,,,,,"  233",",,7,0800","  121",",,7",,
