"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"CA005010QFQ","2018-06-13","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0","T,,C","    0",",,C","    0",",,C","  265",",,C","   90",",,C",,,,,"  178",",,C"
"CA005010QFQ","2018-06-14","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","   30",",,C","    0",",,C","    0",",,C","  250",",,C","  140",",,C",,,,,"  195",",,C"
"CA005010QFQ","2018-06-15","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  245",",,C","  115",",,C",,,,,"  180",",,C"
"CA005010QFQ","2018-06-16","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  215",",,C","  100",",,C",,,,,"  158",",,C"
"CA005010QFQ","2018-06-17","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  255",",,C","  100",",,C",,,,,"  178",",,C"
"CA005010QFQ","2018-06-18","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  260",",,C","   90",",,C",,,,,"  175",",,C"
"CA005010QFQ","2018-06-19","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  270",",,C","  135",",,C",,,,,"  203",",,C"
"CA005010QFQ","2018-06-20","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  290",",,C","  125",",,C",,,,,"  208",",,C"
"CA005010QFQ","2018-06-21","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA",,,,,"    0",",,C",,,"  135",",,C",,,,,,
"CA005010QFQ","2018-06-22","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C",,,"  295",",,C","  185",",,C",,,,,"  240",",,C"
"CA005010QFQ","2018-06-23","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  265",",,C","  140",",,C",,,,,"  203",",,C"
"CA005010QFQ","2018-06-24","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  255",",,C","  160",",,C",,,,,"  208",",,C"
"CA005010QFQ","2018-06-25","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  245",",,C","  160",",,C",,,,,"  203",",,C"
"CA005010QFQ","2018-06-26","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","   85",",,C","    0",",,C","    0",",,C","  285",",,C","  135",",,C",,,,,"  210",",,C"
"CA005010QFQ","2018-06-27","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","    0",",,C","    0",",,C","    0",",,C","  255",",,C","  110",",,C",,,,,"  183",",,C"
"CA005010QFQ","2018-06-28","49.9333","-101.2","498.0","ELKHORN 2 EAST, MB CA","   58",",,C","    0",",,C","    0",",,C","  290",",,C","  120",",,C",,,,,"  205",",,C"
