"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00084412","2018-06-12","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   81",",,7,0800",,,,,"  294",",,7","  250",",,7",,,,,"  294",",,7,0800",,
"USC00084412","2018-06-13","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    8",",,7,0800",,,,,"  306",",,7","  256",",,7",,,,,"  283",",,7,0800",,
"USC00084412","2018-06-14","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  306",",,7","  261",",,7",,,,,"  294",",,7,0800",,
"USC00084412","2018-06-15","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  311",",,7","  267",",,7",,,,,"  311",",,7,0800",,
"USC00084412","2018-06-16","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  317",",,7","  261",",,7",,,,,"  311",",,7,0800",,
"USC00084412","2018-06-17","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  317",",,7","  278",",,7",,,,,"  311",",,7,0800",,
"USC00084412","2018-06-18","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  317",",,7","  272",",,7",,,,,"  306",",,7,0800",,
"USC00084412","2018-06-19","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  317",",,7","  261",",,7",,,,,"  294",",,7,0800",,
"USC00084412","2018-06-20","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  311",",,7","  250",",,7",,,,,"  294",",,7,0800",,
"USC00084412","2018-06-21","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  256",",,7",,,,,"  322",",,7,0800",,
"USC00084412","2018-06-22","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    5",",,7,0800",,,,,"  333",",,7","  250",",,7",,,,,"  306",",,7,0800",,
"USC00084412","2018-06-23","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  339",",,7","  261",",,7",,,,,"  328",",,7,0800",,
"USC00084412","2018-06-24","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    3",",,7,0800",,,,,"  339",",,7","  256",",,7",,,,,"  289",",,7,0800",,
"USC00084412","2018-06-25","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  328",",,7","  272",",,7",,,,,"  311",",,7,0800",,
"USC00084412","2018-06-26","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  261",",,7",,,,,"  300",",,7,0800",,
"USC00084412","2018-06-27","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  244",",,7",,,,,"  300",",,7,0800",,
"USC00084412","2018-06-28","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  250",",,7",,,,,"  294",",,7,0800",,
"USC00084412","2018-06-29","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  328",",,7","  239",",,7",,,,,"  306",",,7,0800",,
"USC00084412","2018-06-30","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  317",",,7","  278",",,7",,,,,"  306",",,7,0800",,
"USC00084412","2018-07-01","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  278",",,7",,,,,"  311",",,7,0800",,
"USC00084412","2018-07-02","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    3",",,7,0800",,,,,"  328",",,7","  250",",,7",,,,,"  306",",,7,0800",,
"USC00084412","2018-07-03","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   25",",,7,0800",,,,,"  328",",,7","  239",",,7",,,,,"  283",",,7,0800",,
"USC00084412","2018-07-04","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  256",",,7",,,,,"  322",",,7,0800",,
"USC00084412","2018-07-05","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  283",",,7",,,,,"  317",",,7,0800",,
"USC00084412","2018-07-06","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  272",",,7",,,,,"  306",",,7,0800",,
"USC00084412","2018-07-07","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  328",",,7","  278",",,7",,,,,"  300",",,7,0800",,
"USC00084412","2018-07-08","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    5",",,7,0800",,,,,"  328",",,7","  261",",,7",,,,,"  317",",,7,0800",,
"USC00084412","2018-07-09","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  289",",,7",,,,,"  317",",,7,0800",,
"USC00084412","2018-07-10","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  328",",,7","  261",",,7",,,,,"  322",",,7,0800",,
"USC00084412","2018-07-11","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   51",",,7,0800",,,,,"  328",",,7","  228",",,7",,,,,"  300",",,7,0800",,
"USC00084412","2018-07-12","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","   51",",,7,0800",,,,,"  322",",,7","  244",",,7",,,,,"  294",",,7,0800",,
"USC00084412","2018-07-13","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  322",",,7","  250",",,7",,,,,"  294",",,7,0800",,
"USC00084412","2018-07-14","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  328",",,7","  256",",,7",,,,,"  322",",,7,0800",,
"USC00084412","2018-07-15","25.1936","-80.3493","1.8","JOHN PENNEKAMP STATE PARK, FL US","    0",",,7,0800",,,,,"  328",",,7","  239",",,7",,,,,"  294",",,7,0800",,
