"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NLE00113706","2018-03-26","53.8242","2.9453","46.0","J6 A, NL","   54",",,E","   19",",,E"
"NLE00113706","2018-03-27","53.8242","2.9453","46.0","J6 A, NL","   52",",,E","   15",",,E"
"NLE00113706","2018-03-28","53.8242","2.9453","46.0","J6 A, NL","   61",",,E","   43",",,E"
"NLE00113706","2018-03-29","53.8242","2.9453","46.0","J6 A, NL","   61",",,E","   41",",,E"
"NLE00113706","2018-03-30","53.8242","2.9453","46.0","J6 A, NL","   63",",,E","   45",",,E"
"NLE00113706","2018-03-31","53.8242","2.9453","46.0","J6 A, NL","   74",",,E","   45",",,E"
"NLE00113706","2018-04-01","53.8242","2.9453","46.0","J6 A, NL","   45",",,E","   35",",,E"
"NLE00113706","2018-04-02","53.8242","2.9453","46.0","J6 A, NL","   69",",,E","   33",",,E"
"NLE00113706","2018-04-03","53.8242","2.9453","46.0","J6 A, NL","   78",",,E","   56",",,E"
"NLE00113706","2018-04-04","53.8242","2.9453","46.0","J6 A, NL","   81",",,E","   59",",,E"
"NLE00113706","2018-04-05","53.8242","2.9453","46.0","J6 A, NL","   67",",,E","   37",",,E"
"NLE00113706","2018-04-06","53.8242","2.9453","46.0","J6 A, NL","   81",",,E","   50",",,E"
"NLE00113706","2018-04-07","53.8242","2.9453","46.0","J6 A, NL","   99",",,E","   69",",,E"
"NLE00113706","2018-04-08","53.8242","2.9453","46.0","J6 A, NL","   90",",,E","   54",",,E"
"NLE00113706","2018-04-09","53.8242","2.9453","46.0","J6 A, NL","   62",",,E","   49",",,E"
"NLE00113706","2018-04-10","53.8242","2.9453","46.0","J6 A, NL","   87",",,E","   52",",,E"
"NLE00113706","2018-04-11","53.8242","2.9453","46.0","J6 A, NL","   67",",,E","   50",",,E"
"NLE00113706","2018-04-12","53.8242","2.9453","46.0","J6 A, NL","   71",",,E","   45",",,E"
"NLE00113706","2018-04-13","53.8242","2.9453","46.0","J6 A, NL","   87",",,E","   62",",,E"
