"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023055","2018-05-22","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0","T,,W","    0",",,W",,,"  261",",,W","  167",",,W","   41",",,W",,,,,,,,,"   90",",,W","   60",",,W","  161",",,W","  201",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-23","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0","T,,W","    0",",,W","    0",",,W","  300",",,W","  156",",,W","   93",",,W",,,,,,,,,"   40",",,W","   40",",,W","  219",",,W","  264",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,
"USW00023055","2018-05-24","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0","T,,W","    0",",,W","    0",",,W","  300",",,W","  167",",,W","   58",",,W",,,,,,,,,"   50",",,W","   40",",,W","  174",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-25","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  356",",,W","  194",",,W","   65",",,W",,,,,,,,,"  250",",,W","  230",",,W","  125",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-26","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0","T,,W","    0",",,W","    0",",,W","  378",",,W","  200",",,W","   54",",,W",,,,,,,,,"  230",",,W","  210",",,W","  219",",,W","  295",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-27","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  356",",,W","  211",",,W","   68",",,W",,,,,,,,,"  230",",,W","  240",",,W","  157",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-28","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  339",",,W","  206",",,W","   85",",,W",,,,,,,,,"  240",",,W","  240",",,W","  179",",,W","  219",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-29","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  350",",,W","  200",",,W","   74",",,W",,,,,,,,,"  240",",,W","  250",",,W","  170",",,W","  206",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-30","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  350",",,W","  200",",,W","   85",",,W",,,,,,,,,"  240",",,W","  240",",,W","  192",",,W","  228",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-05-31","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  217",",,W","   41",",,W",,,,,,,,,"  240",",,W","  240",",,W","  116",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-01","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  211",",,W","   76",",,W",,,,,,,,,"  250",",,W","  250",",,W","  170",",,W","  215",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-02","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  339",",,W","  233",",,W","   92",",,W",,,,,,,,,"   50",",,W","   50",",,W","  183",",,W","  215",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,
"USW00023055","2018-06-03","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0","T,,W","    0",",,W","    0",",,W","  294",",,W","  133",",,W","  155",",,W",,,,,,,,,"  250",",,W","  250",",,W","  241",",,W","  291",",,W",,,"    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,
"USW00023055","2018-06-04","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  328",",,W","  133",",,W","   85",",,W",,,,,,,,,"   50",",,W","   50",",,W","  219",",,W","  237",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-05","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  222",",,W","   72",",,W",,,,,,,,,"  260",",,W","  270",",,W","  125",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-06","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  356",",,W","  222",",,W","   81",",,W",,,,,,,,,"  250",",,W","  260",",,W","  148",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-07","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  222",",,W","   80",",,W",,,,,,,,,"   50",",,W","  250",",,W","  134",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-08","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  383",",,W","  200",",,W","   73",",,W",,,,,,,,,"   40",",,W","   40",",,W","  192",",,W","  228",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-09","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0","T,,W","    0",",,W","    0",",,W","  356",",,W","  189",",,W","   74",",,W",,,,,,,,,"  190",",,W","  170",",,W","  174",",,W","  237",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-10","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0","T,,W","    0",",,W","    0",",,W","  350",",,W","  206",",,W","   79",",,W",,,,,,,,,"  250",",,W","  240",",,W","  139",",,W","  174",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-11","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  211",",,W","   66",",,W",,,,,,,,,"  240",",,W","  230",",,W","  125",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-12","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  394",",,W","  239",",,W","   69",",,W",,,,,,,,,"   80",",,W","   90",",,W","  148",",,W","  188",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-13","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  306",",,W","  211",",,W","  101",",,W",,,,,,,,,"   70",",,W","   80",",,W","  183",",,W","  219",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,
"USW00023055","2018-06-14","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  333",",,W","  189",",,W","   68",",,W",,,,,,,,,"   50",",,W","   50",",,W","  148",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-15","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  339",",,W","  200",",,W","   56",",,W",,,,,,,,,"   90",",,W","   90",",,W","  134",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-16","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    5",",,W","    0",",,W","    0",",,W","  283",",,W","  194",",,W","   78",",,W",,,,,,,,,"  250",",,W","  230",",,W","  165",",,W","  215",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-17","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  311",",,W","  167",",,W","   61",",,W",,,,,,,,,"  230",",,W","  240",",,W","  139",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-18","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  356",",,W","  200",",,W","   55",",,W",,,,,,,,,"   70",",,W","   70",",,W","  125",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-19","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  378",",,W","  206",",,W","   74",",,W",,,,,,,,,"   50",",,W","   90",",,W","  125",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-20","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  322",",,W","  217",",,W","   85",",,W",,,,,,,,,"   50",",,W","   50",",,W","  174",",,W","  206",",,W",,,,,,,,,,,,,,,,,"    1",",,W",,,,,,,,
"USW00023055","2018-06-21","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  328",",,W","  206",",,W","   83",",,W",,,,,,,,,"   70",",,W","   80",",,W","  112",",,W","  143",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-22","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  389",",,W","  228",",,W","   70",",,W",,,,,,,,,"  240",",,W","  250",",,W","  139",",,W","  179",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-23","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  400",",,W","  250",",,W","   77",",,W",,,,,,,,,"  250",",,W","  230",",,W","  139",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-24","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  372",",,W","  222",",,W","  114",",,W",,,,,,,,,"  240",",,W","  240",",,W","  197",",,W","  233",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-25","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    0",",,W","    0",",,W","    0",",,W","  311",",,W","  222",",,W","   83",",,W",,,,,,,,,"   80",",,W","   80",",,W","  130",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023055","2018-06-26","31.83111","-104.80889","1663.0","PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US","    3",",,W","    0",",,W","    0",",,W","  378",",,W","  228",",,W","   52",",,W",,,,,,,,,"  270",",,W","  270",",,W","  112",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
