"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120503","2018-04-02","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","    0",",,E","  200",",,E","   68",",,E"
"SPE00120503","2018-04-03","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","    0",",,E","  200",",,E","  125",",,E"
"SPE00120503","2018-04-04","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","    8",",,E","  205",",,E","   92",",,E"
"SPE00120503","2018-04-05","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","    0",",,E","  249",",,E","   82",",,E"
"SPE00120503","2018-04-06","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","   71",",,E","  222",",,E","   90",",,E"
"SPE00120503","2018-04-07","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","   18",",,E","  166",",,E","  101",",,E"
"SPE00120503","2018-04-08","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","   25",",,E","  183",",,E","   79",",,E"
"SPE00120503","2018-04-09","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","    0",",,E","  157",",,E","   57",",,E"
"SPE00120503","2018-04-10","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","  224",",,E","  142",",,E","   74",",,E"
"SPE00120503","2018-04-11","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","    0",",,E","  178",",,E","   74",",,E"
"SPE00120503","2018-04-12","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","  144",",,E","  149",",,E","   87",",,E"
"SPE00120503","2018-04-13","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","  227",",,E","  149",",,E","   64",",,E"
"SPE00120503","2018-04-14","37.1581","-5.6156","87.0","MORON DE LA FRONTERA, SP","    0",",,E","  205",",,E","   43",",,E"
