"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"RSM00030309","2018-06-30","56.28","101.75","411.0","BRATSK, RS","    3","B,,S",,,"  290",",,S",,,,,"  219","H,,S"
"RSM00030309","2018-07-01","56.28","101.75","411.0","BRATSK, RS","    0","B,,S",,,"  283",",,S","  144",",,S",,,"  229","H,,S"
"RSM00030309","2018-07-02","56.28","101.75","411.0","BRATSK, RS","    0","B,,S",,,"  312",",,S","  153",",,S",,,"  239","H,,S"
"RSM00030309","2018-07-03","56.28","101.75","411.0","BRATSK, RS","    0","B,,S",,,"  299",",,S",,,,,"  203","H,,S"
"RSM00030309","2018-07-04","56.28","101.75","411.0","BRATSK, RS","  180","B,,S",,,,,,,,,"  194","H,,S"
"RSM00030309","2018-07-05","56.28","101.75","411.0","BRATSK, RS","   28","B,,S",,,"  165",",,S",,,,,"  111","H,,S"
"RSM00030309","2018-07-06","56.28","101.75","411.0","BRATSK, RS","   10","B,,S",,,,,"   86",",,S",,,"  139","H,,S"
"RSM00030309","2018-07-07","56.28","101.75","411.0","BRATSK, RS","   61","B,,S",,,"  182",",,S",,,,,"  126","H,,S"
"RSM00030309","2018-07-08","56.28","101.75","411.0","BRATSK, RS","   23","B,,S",,,"  190",",,S",,,,,"  143","H,,S"
"RSM00030309","2018-07-09","56.28","101.75","411.0","BRATSK, RS","   89","B,,S",,,"  120",",,S",,,,,"  107","H,,S"
"RSM00030309","2018-07-10","56.28","101.75","411.0","BRATSK, RS","   51","B,,S",,,"  150",",,S",,,,,"  127","H,,S"
"RSM00030309","2018-07-11","56.28","101.75","411.0","BRATSK, RS","    0","B,,S",,,"  199",",,S","  108",",,S",,,"  158","H,,S"
