"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00153994","2018-03-27","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  233",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-03-28","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","  356",",,7,0630",,,,,"  183",",,7","  150",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-03-29","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","  203",",,7,0630",,,,,"  183",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-03-30","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  139",",,7","   67",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-03-31","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  200",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-01","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","   30",",,7,0630",,,,,"  128",",,7","   56",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-02","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","   58",",,7,0630",,,,,"  111",",,7","   44",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-03","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","   56",",,7,0630",,,,,"  261",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-04","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"   83",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-05","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  139",",,7","   -6",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-06","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  167",",,7","   50",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-07","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"   56",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-08","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"   61",",,7","  -17",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-09","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  139",",,7","   17",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-10","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  106",",,7","   22",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-11","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  200",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-12","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  272",",,7","  144",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-13","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  272",",,7","  178",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-14","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","  267",",,7,0630",,,,,"  222",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-15","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","   89",",,7,0630",,,,,"  122",",,7","   28",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-16","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"   61",",,7","    6",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-17","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  239",",,7","  -11",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-18","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  256",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-19","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  100",",,7","   39",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-20","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  178",",,7","   11",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-21","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  228",",,7","   72",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-22","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","  356",",,7,0630",,,,,"  156",",,7","  117",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-23","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","   89",",,7,0630",,,,,"  194",",,7","  122",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-24","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  178",",,7","  128",",,7",,,,,,,,,,,,,,,,,,,,,,
"USC00153994","2018-04-25","36.8491","-87.5205","158.5","HOPKINSVILLE, KY US","    0",",,7,0630",,,,,"  200",",,7","  100",",,7",,,,,,,,,,,,,,,,,,,,,,
