"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00053867","2018-07-06","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  111",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-07","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  344",",,7","  117",",,7",,,,,,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-08","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  333",",,7","  133",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-09","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  356",",,7","  156",",,7",,,,,,,,,"  339",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-10","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  350",",,7","  122",",,7",,,,,,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-11","40.4926","-107.2548","1971.1","HAYDEN, CO US","   23",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  117",",,7",,,,,,,,,"  206",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-12","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","  111",",,7",,,,,,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-13","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  139",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-14","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  339",",,7","  122",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-15","40.4926","-107.2548","1971.1","HAYDEN, CO US","   10",",,7,1800","    0",",,7,1800","    0",",,7,1800","  283",",,7","  133",",,7",,,,,,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-16","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  317",",,7","  128",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-17","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  317",",,7","  106",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-18","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  111",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-19","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  339",",,7","   89",",,7",,,,,,,,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-20","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  333",",,7","   94",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-21","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  333",",,7","  144",",,7",,,,,,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-22","40.4926","-107.2548","1971.1","HAYDEN, CO US","    5",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  150",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-23","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","  133",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-24","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","  117",",,7",,,,,,,,,"  311",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-25","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  317",",,7","  111",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-26","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  106",",,7",,,,,,,,,"  300",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-27","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  100",",,7",,,,,,,,,"  233",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-28","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","   89",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-29","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","   83",",,7",,,,,,,,,"  278",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-30","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  278",",,7","   83",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-07-31","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","   78",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-01","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","   89",",,7",,,,,,,,,"  244",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-02","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  306",",,7","  100",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-03","40.4926","-107.2548","1971.1","HAYDEN, CO US","   41",",,7,1800","    0",",,7,1800","    0",",,7,1800","  267",",,7","  128",",,7",,,,,,,,,"  161",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-04","40.4926","-107.2548","1971.1","HAYDEN, CO US","   53",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","  106",",,7",,,,,,,,,"  267",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-05","40.4926","-107.2548","1971.1","HAYDEN, CO US","   28",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","  117",",,7",,,,,,,,,"  289",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-06","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  289",",,7","   67",",,7",,,,,,,,,"  228",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-07","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  294",",,7","   89",",,7",,,,,,,,,"  283",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-08","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  311",",,7","   72",",,7",,,,,,,,,"  294",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-09","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  117",",,7",,,,,,,,,"  306",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-10","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  106",",,7",,,,,,,,,"  300",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-11","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  328",",,7","  117",",,7",,,,,,,,,"  322",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-12","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  339",",,7","  106",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-13","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  322",",,7","   94",",,7",,,,,,,,,"  256",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
"USC00053867","2018-08-14","40.4926","-107.2548","1971.1","HAYDEN, CO US","    0",",,7,1800","    0",",,7,1800","    0",",,7,1800","  300",",,7","   89",",,7",,,,,,,,,"  272",",,7,1800",,,,,,,,,,,,,,,,,,,,,,
