"USC00046926","2018-02-27","36.4819","-121.1822","398.4","PINNACLES NM, CA US","   43",",,7,0900",,,,,"   78",",,7","   -6",",,7",,,,,"   39",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-02-28","36.4819","-121.1822","398.4","PINNACLES NM, CA US","    0","T,,7,0900",,,,,"  144",",,7","  -44",",,7",,,,,"   22",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-01","36.4819","-121.1822","398.4","PINNACLES NM, CA US","   64",",,7,0900",,,,,"  161",",,7","   22",",,7",,,,,"   83",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-02","36.4819","-121.1822","398.4","PINNACLES NM, CA US","  318",",,7,0900",,,,,"  133",",,7","   50",",,7",,,,,"  100",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-03","36.4819","-121.1822","398.4","PINNACLES NM, CA US","   36",",,7,0900",,,,,"  122",",,7","   17",",,7",,,,,"   67",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-04","36.4819","-121.1822","398.4","PINNACLES NM, CA US","   23",",,7,0900",,,,,"  117",",,7","  -17",",,7",,,,,"   67",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-05","36.4819","-121.1822","398.4","PINNACLES NM, CA US","    3",",,7,0900",,,,,"  150",",,7","  -28",",,7",,,,,"   39",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-06","36.4819","-121.1822","398.4","PINNACLES NM, CA US","    3",",,7,0900",,,,,"  189",",,7","  -11",",,7",,,,,"   83",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-07","36.4819","-121.1822","398.4","PINNACLES NM, CA US","    0",",,7,0900",,,,,"  228",",,7","   50",",,7",,,,,"  100",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-08","36.4819","-121.1822","398.4","PINNACLES NM, CA US","    0",",,7,0900",,,,,"  239",",,7","   22",",,7",,,,,"   89",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-09","36.4819","-121.1822","398.4","PINNACLES NM, CA US","    0",",,7,0900",,,,,"  244",",,7","   56",",,7",,,,,"  106",",,7,0900",,,,,,,,,,,,,,,,
"USC00046926","2018-03-10","36.4819","-121.1822","398.4","PINNACLES NM, CA US","    0",",,7,0900",,,,,"  211",",,7","   39",",,7",,,,,"  144",",,7,0900",,,,,,,,,,,,,,,,
