"RSM00030822","2017-10-28","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S",,,"   34",",,S",,,,,"    4","H,,S"
"RSM00030822","2017-10-29","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S",,,"   63",",,S","  -53",",,S",,,"    4","H,,S"
"RSM00030822","2017-10-30","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S",,,"   56",",,S","  -32",",,S",,,"   18","H,,S"
"RSM00030822","2017-10-31","51.72","105.85","465.0","BABUSKIN, RS","   20","B,,S","   30",",,S","   -1",",,S",,,,,"  -21","H,,S"
"RSM00030822","2017-11-01","51.72","105.85","465.0","BABUSKIN, RS","   99","B,,S","  119",",,S","  -28",",,S",,,,,"  -51","H,,S"
"RSM00030822","2017-11-02","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","  140",",,S","  -16",",,S",,,,,"  -53","H,,S"
"RSM00030822","2017-11-03","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","  119",",,S","   28",",,S"," -106",",,S",,,"  -28","H,,S"
"RSM00030822","2017-11-04","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   99",",,S","   40",",,S","  -58",",,S",,,"   21","H,,S"
"RSM00030822","2017-11-05","51.72","105.85","465.0","BABUSKIN, RS","   10","B,,S","   41",",,S","   66",",,S",,,,,"   31","H,,S"
"RSM00030822","2017-11-06","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S","   46",",,S",,,,,"    6","H,,S"
"RSM00030822","2017-11-07","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S","   58",",,S","  -13",",,S",,,"   22","H,,S"
"RSM00030822","2017-11-08","51.72","105.85","465.0","BABUSKIN, RS","    5","B,,S","   10",",,S","   52",",,S",,,,,"   15","H,,S"
"RSM00030822","2017-11-09","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S","   -5",",,S",,,,,"  -26","H,,S"
"RSM00030822","2017-11-10","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S","   20",",,S","  -54",",,S",,,"   -9","H,,S"
"RSM00030822","2017-11-11","51.72","105.85","465.0","BABUSKIN, RS","    5","B,,S","   10",",,S","    9",",,S","  -50",",,S",,,"  -12","H,,S"
"RSM00030822","2017-11-12","51.72","105.85","465.0","BABUSKIN, RS","    3","B,,S","   10",",,S","  -15",",,S",,,,,"  -62","H,,S"
"RSM00030822","2017-11-13","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S","  -85",",,S",,,,,"  -97","H,,S"
"RSM00030822","2017-11-14","51.72","105.85","465.0","BABUSKIN, RS","    8","B,,S","   10",",,S","  -64",",,S"," -131",",,S",,,"  -95","H,,S"
"RSM00030822","2017-11-15","51.72","105.85","465.0","BABUSKIN, RS","    3","B,,S","   10",",,S","  -43",",,S"," -116",",,S",,,"  -73","H,,S"
"RSM00030822","2017-11-16","51.72","105.85","465.0","BABUSKIN, RS","   20","B,,S","   41",",,S"," -103",",,S",,,,," -111","H,,S"
"RSM00030822","2017-11-17","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S",,," -128",",,S",,,"  -74","H,,S"
"RSM00030822","2017-11-18","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S","    3",",,S","  -91",",,S",,,"  -16","H,,S"
"RSM00030822","2017-11-19","51.72","105.85","465.0","BABUSKIN, RS","    0","B,,S","   10",",,S","   20",",,S",,,,,"  -26","H,,S"
