"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00404223","2018-06-26","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  300",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-06-27","35.5567","-87.5414","298.7","HOHENWALD, TN US","   64",",,7,0700",,,,,"  306",",,7","  206",",,7",,,,,"  250",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-06-28","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  306",",,7","  228",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-06-29","35.5567","-87.5414","298.7","HOHENWALD, TN US","  333",",,7,0700",,,,,"  300",",,7","  194",",,7",,,,,"  200",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00404223","2018-06-30","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  300",",,7","  200",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-01","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  322",",,7","  217",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-02","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  322",",,7","  217",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-03","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  322",",,7","  211",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-04","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  311",",,7","  206",",,7",,,,,"  289",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-05","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  328",",,7","  211",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-06","35.5567","-87.5414","298.7","HOHENWALD, TN US","    5",",,7,0700",,,,,"  322",",,7","  200",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-07","35.5567","-87.5414","298.7","HOHENWALD, TN US","   99",",,7,0700",,,,,"  294",",,7","  189",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-08","35.5567","-87.5414","298.7","HOHENWALD, TN US","    5",",,7,0700",,,,,"  267",",,7","  200",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-09","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  267",",,7","  194",",,7",,,,,"  222",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-10","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  300",",,7","  200",",,7",,,,,"  211",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-11","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  306",",,7","  211",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-12","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  317",",,7","  206",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-13","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  317",",,7","  200",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-14","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  317",",,7","  211",",,7",,,,,"  256",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-15","35.5567","-87.5414","298.7","HOHENWALD, TN US","   46",",,7,0700",,,,,"  322",",,7","  206",",,7",,,,,"  217",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-16","35.5567","-87.5414","298.7","HOHENWALD, TN US","  401",",,7,0700",,,,,"  289",",,7","  194",",,7",,,,,"  222",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00404223","2018-07-17","35.5567","-87.5414","298.7","HOHENWALD, TN US","   38",",,7,0700",,,,,"  317",",,7","  222",",,7",,,,,"  239",",,7,0700",,,"    1",",,7",,,,,,,,,,
"USC00404223","2018-07-18","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  311",",,7","  211",",,7",,,,,"  244",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-19","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  300",",,7","  189",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-20","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  306",",,7","  200",",,7",,,,,"  233",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-21","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  311",",,7","  233",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-22","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  289",",,7","  178",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-23","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  261",",,7","  189",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-24","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  261",",,7","  161",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-25","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  267",",,7","  172",",,7",,,,,"  183",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-26","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  289",",,7","  172",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-27","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  289",",,7","  189",",,7",,,,,"  206",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-28","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  272",",,7","  156",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-29","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  278",",,7","  150",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-30","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  289",",,7","  172",",,7",,,,,"  239",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-07-31","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  300",",,7","  189",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-08-01","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  267",",,7","  172",",,7",,,,,"  172",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-08-02","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  278",",,7","  172",",,7",,,,,"  189",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-08-03","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  289",",,7","  178",",,7",,,,,"  200",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-08-04","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  317",",,7","  167",",,7",,,,,"  228",",,7,0700",,,,,,,,,,,,,,
"USC00404223","2018-08-05","35.5567","-87.5414","298.7","HOHENWALD, TN US","    0",",,7,0700",,,,,"  317",",,7","  183",",,7",,,,,"  194",",,7,0700",,,,,,,,,,,,,,
