"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DATN","DATN_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES"
"ASN00079103","2018-07-17","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    8",",,a","   68",",,a","   22",",,a",,,,
"ASN00079103","2018-07-18","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  122",",,a","   57",",,a","    1",",,a",,,,
"ASN00079103","2018-07-19","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   38",",,a","   21",",,a",,,,
"ASN00079103","2018-07-20","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   42",",,a","   15",",,a","  -12",",,a",,,,
"ASN00079103","2018-07-21","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  126",",,a","   35",",,a","   -9",",,a",,,,
"ASN00079103","2018-07-22","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   52",",,a","    3",",,a",,,,
"ASN00079103","2018-07-23","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   55",",,a","   16",",,a",,,,
"ASN00079103","2018-07-24","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  254",",,a","   56",",,a","    9",",,a",,,,
"ASN00079103","2018-07-25","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  202",",,a","   42",",,a","    7",",,a",,,,
"ASN00079103","2018-07-26","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   60",",,a","   59",",,a","   13",",,a",,,,
"ASN00079103","2018-07-27","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   10",",,a","  107",",,a","   29",",,a",,,,
"ASN00079103","2018-07-28","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  117",",,a","   57",",,a",,,,
"ASN00079103","2018-07-29","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   48",",,a","   16",",,a","    2",",,a",,,,
"ASN00079103","2018-07-30","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   64",",,a","   45",",,a","   -6",",,a",,,,
"ASN00079103","2018-07-31","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   86",",,a","   42",",,a","   10",",,a",,,,
"ASN00079103","2018-08-01","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  142",",,a","   58",",,a","   10",",,a",,,,
"ASN00079103","2018-08-02","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   70",",,a","   15",",,a",,,,
"ASN00079103","2018-08-03","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   52",",,a","   26",",,a",,,,
"ASN00079103","2018-08-04","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  314",",,a","   57",",,a","    6",",,a",,,,
"ASN00079103","2018-08-05","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    6",",,a","   85",",,a","   26",",,a",,,,
"ASN00079103","2018-08-06","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  116",",,a","   19",",,a","   -1",",,a",,,,
"ASN00079103","2018-08-07","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   42",",,a","   36",",,a","   -9",",,a",,,,
"ASN00079103","2018-08-08","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  408",",,a","   44",",,a","   -3",",,a",,,,
"ASN00079103","2018-08-09","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   36",",,a","   64",",,a","    2",",,a",,,,
"ASN00079103","2018-08-10","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   98",",,a","   16",",,a",,,,
"ASN00079103","2018-08-11","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   40",",,a","   19",",,a","   -2",",,a",,,,
"ASN00079103","2018-08-12","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   24",",,a","   37",",,a","  -23",",,a",,,,
"ASN00079103","2018-08-13","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  130",",,a","   49",",,a","   -8",",,a",,,,
"ASN00079103","2018-08-14","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   24",",,a","   88",",,a","   27",",,a",,,,
"ASN00079103","2018-08-15","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   18",",,a","   60",",,a","   30",",,a",,,,
"ASN00079103","2018-08-16","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   34",",,a","   52",",,a","    3",",,a",,,,
"ASN00079103","2018-08-17","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   14",",,a","   48",",,a","    7",",,a",,,,
"ASN00079103","2018-08-18","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   96",",,a","    5",",,a","   -4",",,a",,,,
"ASN00079103","2018-08-19","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   30",",,a","    4",",,a","  -14",",,a",,,,
"ASN00079103","2018-08-20","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   82",",,a","   26",",,a","  -18",",,a",,,,
"ASN00079103","2018-08-21","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  104",",,a","   30",",,a","   -5",",,a",,,,
"ASN00079103","2018-08-22","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   58",",,a","    1",",,a",,,,
"ASN00079103","2018-08-23","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","  101",",,a","   15",",,a",,,,
"ASN00079103","2018-08-24","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   95",",,a","   24",",,a",,,,
"ASN00079103","2018-08-25","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  120",",,a","   43",",,a",,,,
"ASN00079103","2018-08-26","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   71",",,a","   46",",,a",,,,
"ASN00079103","2018-08-27","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   18",",,a","   38",",,a","  -18",",,a",,,,
"ASN00079103","2018-08-28","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    4",",,a","   35",",,a","  -19",",,a",,,,
"ASN00079103","2018-08-29","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   92",",,a","  -14",",,a",,,,
"ASN00079103","2018-08-30","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   18",",,a","   59",",,a","   28",",,a",,,,
"ASN00079103","2018-08-31","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   96",",,a","   56",",,a","   20",",,a",,,,
"ASN00079103","2018-09-01","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   64",",,a","   39",",,a","   13",",,a",,,,
"ASN00079103","2018-09-02","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   54",",,a","   35",",,a","  -15",",,a",,,,
"ASN00079103","2018-09-03","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    4",",,a","   40",",,a","  -11",",,a",,,,
"ASN00079103","2018-09-04","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   84",",,a","   -6",",,a",,,,
"ASN00079103","2018-09-05","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  101",",,a","   28",",,a",,,,
"ASN00079103","2018-09-06","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    6",",,a","  102",",,a","   43",",,a",,,,
"ASN00079103","2018-09-07","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   70",",,a","   -2",",,a",,,,
"ASN00079103","2018-09-08","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   78",",,a","    1",",,a",,,,
"ASN00079103","2018-09-09","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   42",",,a","   70",",,a","   29",",,a",,,,
"ASN00079103","2018-09-10","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   26",",,a","  119",",,a","   50",",,a",,,,
"ASN00079103","2018-09-11","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  166",",,a","   57",",,a",,,,
"ASN00079103","2018-09-12","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   24",",,a","   57",",,a","    5",",,a",,,,
"ASN00079103","2018-09-13","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    8",",,a","   93",",,a","   13",",,a",,,,
"ASN00079103","2018-09-14","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  142",",,a","   34",",,a",,,,
"ASN00079103","2018-09-15","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   40",",,a","    1",",,a","   -4",",,a",,,,
"ASN00079103","2018-09-16","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   62",",,a","   48",",,a","  -26",",,a",,,,
"ASN00079103","2018-09-17","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   36",",,a","   90",",,a","   -8",",,a",,,,
"ASN00079103","2018-09-18","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   84",",,a","   36",",,a",,,,
"ASN00079103","2018-09-19","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   58",",,a","   58",",,a","  -11",",,a",,,,
"ASN00079103","2018-09-20","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   81",",,a","   -3",",,a",,,,
"ASN00079103","2018-09-21","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   97",",,a","   20",",,a",,,,
"ASN00079103","2018-09-22","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    4",",,a","  126",",,a","   39",",,a",,,,
"ASN00079103","2018-09-23","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   12",",,a","   41",",,a","   14",",,a",,,,
"ASN00079103","2018-09-24","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   42",",,a","  -18",",,a",,,,
"ASN00079103","2018-09-25","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","  102",",,a","  -13",",,a",,,,
"ASN00079103","2018-09-26","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  134",",,a","  -12",",,a",,,,
"ASN00079103","2018-09-27","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  142",",,a","   72",",,a",,,,
"ASN00079103","2018-09-28","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   10",",,a","   39",",,a","   19",",,a",,,,
"ASN00079103","2018-09-29","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   30",",,a","   51",",,a","  -25",",,a",,,,
"ASN00079103","2018-09-30","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    4",",,a","  120",",,a","   -6",",,a",,,,
"ASN00079103","2018-10-01","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  154",",,a","   15",",,a",,,,
"ASN00079103","2018-10-02","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  180",",,a","   71",",,a",,,,
"ASN00079103","2018-10-03","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   87",",,a","   67",",,a",,,,
"ASN00079103","2018-10-04","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   16",",,a","   47",",,a","   -5",",,a",,,,
"ASN00079103","2018-10-05","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    4",",,a","  122",",,a","    9",",,a",,,,
"ASN00079103","2018-10-06","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  168",",,a","   36",",,a",,,,
"ASN00079103","2018-10-07","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  169",",,a","  102",",,a",,,,
"ASN00079103","2018-10-08","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  181",",,a","  104",",,a",,,,
"ASN00079103","2018-10-09","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   24",",,a","   88",",,a","   78",",,a",,,,
"ASN00079103","2018-10-10","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  322",",,a","   66",",,a","   -5",",,a",,,,
"ASN00079103","2018-10-11","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","  107",",,a","    6",",,a",,,,
"ASN00079103","2018-10-12","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  156",",,a","   44",",,a",,,,
"ASN00079103","2018-10-13","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  155",",,a","   60",",,a",,,,
"ASN00079103","2018-10-14","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  174",",,a","   76",",,a",,,,
"ASN00079103","2018-10-15","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  156",",,a","   93",",,a",,,,
"ASN00079103","2018-10-16","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   84",",,a","  147",",,a","   99",",,a",,,,
"ASN00079103","2018-10-17","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   76",",,a","   94",",,a","   65",",,a",,,,
"ASN00079103","2018-10-18","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  200",",,a","   99",",,a","   63",",,a",,,,
"ASN00079103","2018-10-19","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   50",",,a","  184",",,a","   65",",,a",,,,
"ASN00079103","2018-10-20","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   28",",,a","   90",",,a","   15",",,a",,,,
"ASN00079103","2018-10-21","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    8",",,a","  128",",,a","   26",",,a",,,,
"ASN00079103","2018-10-22","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  211",",,a","   46",",,a",,,,
"ASN00079103","2018-10-23","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   95",",,a","   39",",,a",,,,
"ASN00079103","2018-10-24","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","   97",",,a","   -2",",,a",,,,
"ASN00079103","2018-10-25","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  153",",,a","   11",",,a",,,,
"ASN00079103","2018-10-26","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  118",",,a","   25",",,a",,,,
"ASN00079103","2018-10-27","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  132",",,a","   21",",,a",,,,
"ASN00079103","2018-10-28","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  124",",,a","   -4",",,a",,,,
"ASN00079103","2018-10-29","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  163",",,a","   11",",,a",,,,
"ASN00079103","2018-10-30","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  194",",,a","   81",",,a",,,,
"ASN00079103","2018-10-31","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  191",",,a","   99",",,a",,,,
"ASN00079103","2018-11-01","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  241",",,a","  127",",,a",,,,
"ASN00079103","2018-11-02","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   28",",,a","  178",",,a","  129",",,a",,,,
"ASN00079103","2018-11-03","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  109",",,a","   27",",,a",,,,
"ASN00079103","2018-11-04","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  141",",,a","   38",",,a",,,,
"ASN00079103","2018-11-05","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  106",",,a","  151",",,a","   67",",,a",,,,
"ASN00079103","2018-11-06","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   82",",,a","  119",",,a","   93",",,a",,,,
"ASN00079103","2018-11-07","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   12",",,a","   67",",,a","    5",",,a",,,,
"ASN00079103","2018-11-08","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   12",",,a","   90",",,a","    1",",,a",,,,
"ASN00079103","2018-11-09","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  107",",,a","   15",",,a",,,,
"ASN00079103","2018-11-10","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","  122",",,a","   41",",,a",,,,
"ASN00079103","2018-11-11","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","  196",",,a","   43",",,a",,,,
"ASN00079103","2018-11-12","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  239",",,a","   96",",,a",,,,
"ASN00079103","2018-11-13","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  251",",,a","  156",",,a",,,,
"ASN00079103","2018-11-14","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   24",",,a","  129",",,a","   96",",,a",,,,
"ASN00079103","2018-11-15","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    6",",,a","  108",",,a","   27",",,a",,,,
"ASN00079103","2018-11-16","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  149",",,a","   21",",,a",,,,
"ASN00079103","2018-11-17","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  146",",,a","   14",",,a",,,,
"ASN00079103","2018-11-18","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  231",",,a","   33",",,a",,,,
"ASN00079103","2018-11-19","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  240",",,a","  114",",,a",,,,
"ASN00079103","2018-11-20","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  177",",,a","  141",",,a",,,,
"ASN00079103","2018-11-21","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   46",",,a","  116",",,a","   18",",,a",,,,
"ASN00079103","2018-11-22","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  130",",,a","   47",",,a","    1",",,a",,,,
"ASN00079103","2018-11-23","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","  230",",,a","   66",",,a","    9",",,a",,,,
"ASN00079103","2018-11-24","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   50",",,a","  109",",,a","   15",",,a",,,,
"ASN00079103","2018-11-25","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","   81",",,a","   31",",,a",,,,
"ASN00079103","2018-11-26","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","  134",",,a","   47",",,a",,,,
"ASN00079103","2018-11-27","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  140",",,a","   55",",,a",,,,
"ASN00079103","2018-11-28","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    4",",,a","  125",",,a","   55",",,a",,,,
"ASN00079103","2018-11-29","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    2",",,a","  136",",,a","   44",",,a",,,,
"ASN00079103","2018-11-30","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    4",",,a","  145",",,a","   57",",,a",,,,
"ASN00079103","2018-12-01","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  236",",,a","   63",",,a",,,,
"ASN00079103","2018-12-02","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   80",",,a","   97",",,a","   27",",,a",,,,
"ASN00079103","2018-12-03","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   22",",,a","  107",",,a","   31",",,a",,,,
"ASN00079103","2018-12-04","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","   10",",,a","  169",",,a","   53",",,a",,,,
"ASN00079103","2018-12-05","-37.295","142.6039","1150.0","GRAMPIANS MOUNT WILLIAM, AS","    0",",,a","  251",",,a","   76",",,a",,,,
