"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"WA012084750","2018-01-07","-17.917","19.767","1100.0","RUNDU, WA",,,,,,,,,,,"  288","H,,S"
"WA012084750","2018-01-08","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  340",",,S",,,,,"  277","H,,S"
"WA012084750","2018-01-09","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  375",",,S",,,,,"  271","H,,S"
"WA012084750","2018-01-10","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  375",",,S",,,,,"  289","H,,S"
"WA012084750","2018-01-11","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  345",",,S",,,,,"  267","H,,S"
"WA012084750","2018-01-12","-17.917","19.767","1100.0","RUNDU, WA",,,,,,,,,,,"  229","H,,S"
"WA012084750","2018-01-14","-17.917","19.767","1100.0","RUNDU, WA",,,,,,,,,,,"  253","H,,S"
"WA012084750","2018-01-15","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  365",",,S",,,,,"  272","H,,S"
"WA012084750","2018-01-16","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  370",",,S",,,,,"  279","H,,S"
"WA012084750","2018-01-17","-17.917","19.767","1100.0","RUNDU, WA",,,,,,,,,,,"  269","H,,S"
"WA012084750","2018-01-18","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  340",",,S","  200",",,S",,,"  258","H,,S"
"WA012084750","2018-01-19","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  356",",,S",,,,,"  279","H,,S"
"WA012084750","2018-01-20","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  372",",,S",,,,,"  291","H,,S"
"WA012084750","2018-01-21","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  350",",,S",,,,,"  258","H,,S"
"WA012084750","2018-01-22","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  325",",,S",,,,,"  247","H,,S"
"WA012084750","2018-01-23","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  342",",,S","  210",",,S",,,"  236","H,,S"
"WA012084750","2018-01-24","-17.917","19.767","1100.0","RUNDU, WA","   71",",,S",,,,,"  205",",,S",,,"  254","H,,S"
"WA012084750","2018-01-25","-17.917","19.767","1100.0","RUNDU, WA","    0",",,S",,,"  328",",,S","  210",",,S",,,"  256","H,,S"
"WA012084750","2018-01-26","-17.917","19.767","1100.0","RUNDU, WA",,,,,"  335",",,S","  210",",,S",,,"  248","H,,S"
"WA012084750","2018-01-27","-17.917","19.767","1100.0","RUNDU, WA","    3",",,S",,,"  335",",,S",,,,,"  262","H,,S"
"WA012084750","2018-01-28","-17.917","19.767","1100.0","RUNDU, WA","    0",",,S",,,,,"  190",",,S",,,"  221","H,,S"
"WA012084750","2018-01-29","-17.917","19.767","1100.0","RUNDU, WA","   51",",,S",,,"  330",",,S","  195",",,S",,,"  251","H,,S"
"WA012084750","2018-01-30","-17.917","19.767","1100.0","RUNDU, WA","   10",",,S",,,"  310",",,S",,,,,"  246","H,,S"
